fold_id,target_mean,target_std,target_p1,target_p50,target_p99
0,5.748409e-05,0.008712146,-0.026186055,2.4256153e-12,0.025783777
1,5.1937026e-05,0.008719046,-0.026466034,4.8512305e-12,0.025730636
2,4.0701038e-05,0.008575875,-0.026378723,0.0,0.025489114
3,-2.3989029e-05,0.008528491,-0.026491128,4.8507864e-12,0.025222925
4,-3.0416657e-06,0.008313371,-0.026198462,9.702461e-12,0.02503663
