fold_id,seed,regime_family,gain,split
0,42,asset_relative_funding,147.96815,49.0
0,42,asset_state,1735.423,111.0
0,42,compression,1610.8274,139.0
0,42,context,348.23624,62.0
0,42,crowding,75.4401,23.0
0,42,funding,659.8569,198.0
0,42,liquidity,345.17487,112.0
0,42,momentum,407.68207,85.0
0,42,open_interest,4180.956,942.0
0,42,orderbook,441.7243,55.0
0,42,path_structure,805.046,187.0
0,42,perp_tradeability,5089.6123,731.0
0,42,residual,1783.1919,321.0
0,42,trend,288.7758,78.0
0,42,volatility,137.55807,41.0
0,42,volatility_term_structure,610.6023,129.0
1,42,asset_relative_funding,3.3696089,2.0
1,42,asset_state,1152.9556,44.0
1,42,compression,1603.391,46.0
1,42,context,245.05667,16.0
1,42,crowding,1.85979,1.0
1,42,funding,73.84274,19.0
1,42,liquidity,12.039612,4.0
1,42,momentum,49.22836,8.0
1,42,open_interest,749.66376,104.0
1,42,orderbook,174.08496,8.0
1,42,path_structure,256.10742,33.0
1,42,perp_tradeability,3156.6804,160.0
1,42,residual,1892.1053,68.0
1,42,trend,135.98032,18.0
1,42,volatility,53.289318,3.0
1,42,volatility_term_structure,45.7693,13.0
2,42,asset_relative_funding,5.222754,3.0
2,42,asset_state,840.0329,28.0
2,42,compression,1053.5825,32.0
2,42,context,173.72357,12.0
2,42,crowding,0.772094,1.0
2,42,funding,15.191779,7.0
2,42,liquidity,6.94153,2.0
2,42,momentum,31.23052,6.0
2,42,open_interest,344.53217,59.0
2,42,orderbook,222.51895,7.0
2,42,path_structure,315.70294,26.0
2,42,perp_tradeability,3634.1245,99.0
2,42,residual,3199.634,55.0
2,42,trend,94.66723,12.0
2,42,volatility,18.92176,3.0
2,42,volatility_term_structure,49.543037,9.0
3,42,asset_relative_funding,3.19347,1.0
3,42,asset_state,862.0098,48.0
3,42,compression,1381.4879,34.0
3,42,context,181.73694,21.0
3,42,funding,20.9796,7.0
3,42,liquidity,40.068806,15.0
3,42,momentum,13.646231,3.0
3,42,open_interest,754.90826,107.0
3,42,orderbook,967.968,22.0
3,42,path_structure,324.10483,37.0
3,42,perp_tradeability,4135.0034,168.0
3,42,residual,4322.2944,83.0
3,42,trend,119.92351,15.0
3,42,volatility,19.751215,3.0
3,42,volatility_term_structure,39.872623,10.0
4,42,asset_relative_funding,36.81858,20.0
4,42,asset_state,1052.7847,110.0
4,42,compression,2060.2124,138.0
4,42,context,266.45743,60.0
4,42,crowding,101.80932,38.0
4,42,funding,222.90157,102.0
4,42,liquidity,290.39508,111.0
4,42,momentum,187.18677,46.0
4,42,open_interest,2659.6301,776.0
4,42,orderbook,1178.7987,74.0
4,42,path_structure,677.3102,181.0
4,42,perp_tradeability,5782.9727,683.0
4,42,residual,5026.1724,334.0
4,42,trend,290.8761,62.0
4,42,volatility,114.735146,36.0
4,42,volatility_term_structure,186.90598,66.0
