families_combo,count
context|perp_tradeability,118
context|open_interest|perp_tradeability,85
context|open_interest,74
compression|context|perp_tradeability,57
asset_state|context|perp_tradeability,56
context|perp_tradeability|residual,54
context,50
open_interest|perp_tradeability,48
open_interest,43
compression|open_interest|perp_tradeability,39
asset_state|perp_tradeability,38
perp_tradeability|residual,36
context|open_interest|residual,35
context|residual,33
context|open_interest|perp_tradeability|residual,30
asset_state|context|residual,27
compression|context,27
asset_state|context,25
context|path_structure|perp_tradeability,25
asset_state|context|open_interest,24
asset_state|perp_tradeability|residual,22
context|path_structure,21
context|open_interest|open_interest_location,21
open_interest|perp_tradeability|residual,21
asset_state|open_interest|perp_tradeability,20
context|open_interest|path_structure,20
compression|context|open_interest|perp_tradeability,19
compression|path_structure|perp_tradeability,19
residual,19
path_structure|perp_tradeability,19
open_interest|residual,18
compression|perp_tradeability,17
asset_state|compression|perp_tradeability,16
asset_state,15
asset_state|context|open_interest|perp_tradeability,14
asset_state|open_interest|perp_tradeability|residual,14
compression|open_interest,14
compression|perp_tradeability|residual,13
context|funding|open_interest,13
orderbook|residual,13
compression|context|residual,13
asset_state|open_interest,13
compression|context|open_interest,12
asset_state|compression|context|perp_tradeability,12
asset_state|open_interest|residual,12
context|open_interest|trend,12
context|open_interest|open_interest_location|perp_tradeability,11
open_interest|open_interest_location,11
open_interest|path_structure,11
open_interest|path_structure|perp_tradeability,11
compression|context|perp_tradeability|residual,11
context|perp_tradeability|volatility_term_structure,11
compression|open_interest|path_structure|perp_tradeability,11
context|open_interest|path_structure|perp_tradeability,10
context|open_interest|volatility_term_structure,10
asset_state|context|perp_tradeability|residual,10
context|path_structure|residual,10
asset_state|context|open_interest|residual,10
compression|open_interest|residual,9
path_structure|perp_tradeability|residual,9
context|perp_tradeability|trend,9
path_structure|residual,9
context|open_interest|perp_tradeability|volatility_term_structure,9
context|path_structure|perp_tradeability|residual,8
asset_state|context|open_interest|path_structure,8
context|funding|open_interest|perp_tradeability,8
asset_state|compression|context,8
context|open_interest_location,8
asset_state|residual,8
compression|context|open_interest|residual,8
context|funding,7
open_interest|path_structure|residual,7
liquidity|open_interest,7
asset_state|open_interest|path_structure,7
open_interest|orderbook|perp_tradeability,7
asset_state|context|open_interest|perp_tradeability|residual,7
compression|open_interest|path_structure,7
asset_state|compression|perp_tradeability|residual,7
context|open_interest_location|perp_tradeability,7
open_interest|path_structure|perp_tradeability|residual,7
context|open_interest|residual|trend,7
compression|context|path_structure|perp_tradeability,7
compression|perp_tradeability|residual|trend,7
