bucket,step,tp_mult,sl_mult,sl_ratio,train_pnl,train_sortino,net_pnl,pnl_per_day_pct,sortino,profit_factor,max_dd,cvar_95,worst_week,block_14d_mean,block_14d_std,block_14d_iqr,block_hit_rate,perf_decay_slope,trades_per_day,holding_time_median_h,payoff_mean,payoff_median,p5,p25,p75,p95,win_rate,win_loss_ratio,lift_top10,lift_bot10,exit_tpsl_calib_pct,regime_vol_low_pnl_day,regime_vol_low_sharpe,regime_vol_low_count,regime_vol_mid_pnl_day,regime_vol_mid_sharpe,regime_vol_mid_count,regime_vol_high_pnl_day,regime_vol_high_sharpe,regime_vol_high_count,regime_trend_low_pnl_day,regime_trend_low_sharpe,regime_trend_low_count,regime_trend_mid_pnl_day,regime_trend_mid_sharpe,regime_trend_mid_count,regime_trend_high_pnl_day,regime_trend_high_sharpe,regime_trend_high_count,stage,w_minutes,mode,theta0,theta_mae_min,lambda_rv,lambda_rng,train_j3,train_winners_to_losers,exit_risk_cut_opt_pct,train_j_score,exit_risk_cut_opt_s2_pct,act_n,be_act_n,d_min,d_max,train_score_pnl,exit_profit_opt_pct,k,c0,train_max_dd
LONG_MR,10_tp_sl,2.0,1.6,1.25,-0.3383484360159371,-0.34848123751511256,-0.5900108750922582,-0.5221335177807594,-0.20973630577107524,0.4956346840316359,0.5466901133275197,-0.055000000000000056,-0.35363095175175513,-0.06555676389913981,0.1257545297068421,0.12159932591354151,0.5555555555555556,-0.006590234858017099,1.2212389380530972,0.0,-0.004275441123856943,-4.0766001685454967e-17,-0.05500000000000003,-0.014999999999999758,0.0067381862849584685,0.022811912038473322,0.47101449275362317,0.5566358759124526,-0.004275441123856943,-0.004275441123856943,1.0,-0.0930278241982939,-0.215244226486816,45,-0.1866834483381913,-0.21001962167770266,46,-0.24242224524427428,-0.2235761559544318,46,-0.43183172411449744,-0.44249468353328225,46,-0.2273419539543815,-0.2732266150115275,46,0.1370401602881194,0.23031618320562194,46,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,2.0,2.0,1.0,-0.3383484360159371,-0.34848123751511256,-0.5900108750922582,-0.5221335177807594,-0.20973630577107524,0.4956346840316359,0.5466901133275197,-0.055000000000000056,-0.35363095175175513,-0.06555676389913981,0.1257545297068421,0.12159932591354151,0.5555555555555556,-0.006590234858017099,1.2212389380530972,0.0,-0.004275441123856943,-4.0766001685454967e-17,-0.05500000000000003,-0.014999999999999758,0.0067381862849584685,0.022811912038473322,0.47101449275362317,0.5566358759124526,-0.004275441123856943,-0.004275441123856943,1.0,-0.0930278241982939,-0.215244226486816,45,-0.1866834483381913,-0.21001962167770266,46,-0.24242224524427428,-0.2235761559544318,46,-0.43183172411449744,-0.44249468353328225,46,-0.2273419539543815,-0.2732266150115275,46,0.1370401602881194,0.23031618320562194,46,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,2.0,2.6666666666666665,0.75,-0.3383484360159371,-0.34848123751511256,-0.5900108750922582,-0.5221335177807594,-0.20973630577107524,0.4956346840316359,0.5466901133275197,-0.055000000000000056,-0.35363095175175513,-0.06555676389913981,0.1257545297068421,0.12159932591354151,0.5555555555555556,-0.006590234858017099,1.2212389380530972,0.0,-0.004275441123856943,-4.0766001685454967e-17,-0.05500000000000003,-0.014999999999999758,0.0067381862849584685,0.022811912038473322,0.47101449275362317,0.5566358759124526,-0.004275441123856943,-0.004275441123856943,1.0,-0.0930278241982939,-0.215244226486816,45,-0.1866834483381913,-0.21001962167770266,46,-0.24242224524427428,-0.2235761559544318,46,-0.43183172411449744,-0.44249468353328225,46,-0.2273419539543815,-0.2732266150115275,46,0.1370401602881194,0.23031618320562194,46,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,2.0,3.0303030303030303,0.66,-0.3383484360159371,-0.34848123751511256,-0.5900108750922582,-0.5221335177807594,-0.20973630577107524,0.4956346840316359,0.5466901133275197,-0.055000000000000056,-0.35363095175175513,-0.06555676389913981,0.1257545297068421,0.12159932591354151,0.5555555555555556,-0.006590234858017099,1.2212389380530972,0.0,-0.004275441123856943,-4.0766001685454967e-17,-0.05500000000000003,-0.014999999999999758,0.0067381862849584685,0.022811912038473322,0.47101449275362317,0.5566358759124526,-0.004275441123856943,-0.004275441123856943,1.0,-0.0930278241982939,-0.215244226486816,45,-0.1866834483381913,-0.21001962167770266,46,-0.24242224524427428,-0.2235761559544318,46,-0.43183172411449744,-0.44249468353328225,46,-0.2273419539543815,-0.2732266150115275,46,0.1370401602881194,0.23031618320562194,46,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,2.0,4.0,0.5,-0.3383484360159371,-0.34848123751511256,-0.5900108750922582,-0.5221335177807594,-0.20973630577107524,0.4956346840316359,0.5466901133275197,-0.055000000000000056,-0.35363095175175513,-0.06555676389913981,0.1257545297068421,0.12159932591354151,0.5555555555555556,-0.006590234858017099,1.2212389380530972,0.0,-0.004275441123856943,-4.0766001685454967e-17,-0.05500000000000003,-0.014999999999999758,0.0067381862849584685,0.022811912038473322,0.47101449275362317,0.5566358759124526,-0.004275441123856943,-0.004275441123856943,1.0,-0.0930278241982939,-0.215244226486816,45,-0.1866834483381913,-0.21001962167770266,46,-0.24242224524427428,-0.2235761559544318,46,-0.43183172411449744,-0.44249468353328225,46,-0.2273419539543815,-0.2732266150115275,46,0.1370401602881194,0.23031618320562194,46,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,2.0,6.0606060606060606,0.33,-0.3383484360159371,-0.34848123751511256,-0.5900108750922582,-0.5221335177807594,-0.20973630577107524,0.4956346840316359,0.5466901133275197,-0.055000000000000056,-0.35363095175175513,-0.06555676389913981,0.1257545297068421,0.12159932591354151,0.5555555555555556,-0.006590234858017099,1.2212389380530972,0.0,-0.004275441123856943,-4.0766001685454967e-17,-0.05500000000000003,-0.014999999999999758,0.0067381862849584685,0.022811912038473322,0.47101449275362317,0.5566358759124526,-0.004275441123856943,-0.004275441123856943,1.0,-0.0930278241982939,-0.215244226486816,45,-0.1866834483381913,-0.21001962167770266,46,-0.24242224524427428,-0.2235761559544318,46,-0.43183172411449744,-0.44249468353328225,46,-0.2273419539543815,-0.2732266150115275,46,0.1370401602881194,0.23031618320562194,46,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,2.0,8.0,0.25,-0.3383484360159371,-0.34848123751511256,-0.5900108750922582,-0.5221335177807594,-0.20973630577107524,0.4956346840316359,0.5466901133275197,-0.055000000000000056,-0.35363095175175513,-0.06555676389913981,0.1257545297068421,0.12159932591354151,0.5555555555555556,-0.006590234858017099,1.2212389380530972,0.0,-0.004275441123856943,-4.0766001685454967e-17,-0.05500000000000003,-0.014999999999999758,0.0067381862849584685,0.022811912038473322,0.47101449275362317,0.5566358759124526,-0.004275441123856943,-0.004275441123856943,1.0,-0.0930278241982939,-0.215244226486816,45,-0.1866834483381913,-0.21001962167770266,46,-0.24242224524427428,-0.2235761559544318,46,-0.43183172411449744,-0.44249468353328225,46,-0.2273419539543815,-0.2732266150115275,46,0.1370401602881194,0.23031618320562194,46,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,2.5,2.0,1.25,-0.3383484360159371,-0.34848123751511256,-0.5900108750922582,-0.5221335177807594,-0.20973630577107524,0.4956346840316359,0.5466901133275197,-0.055000000000000056,-0.35363095175175513,-0.06555676389913981,0.1257545297068421,0.12159932591354151,0.5555555555555556,-0.006590234858017099,1.2212389380530972,0.0,-0.004275441123856943,-4.0766001685454967e-17,-0.05500000000000003,-0.014999999999999758,0.0067381862849584685,0.022811912038473322,0.47101449275362317,0.5566358759124526,-0.004275441123856943,-0.004275441123856943,1.0,-0.0930278241982939,-0.215244226486816,45,-0.1866834483381913,-0.21001962167770266,46,-0.24242224524427428,-0.2235761559544318,46,-0.43183172411449744,-0.44249468353328225,46,-0.2273419539543815,-0.2732266150115275,46,0.1370401602881194,0.23031618320562194,46,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,2.5,2.5,1.0,-0.3383484360159371,-0.34848123751511256,-0.5900108750922582,-0.5221335177807594,-0.20973630577107524,0.4956346840316359,0.5466901133275197,-0.055000000000000056,-0.35363095175175513,-0.06555676389913981,0.1257545297068421,0.12159932591354151,0.5555555555555556,-0.006590234858017099,1.2212389380530972,0.0,-0.004275441123856943,-4.0766001685454967e-17,-0.05500000000000003,-0.014999999999999758,0.0067381862849584685,0.022811912038473322,0.47101449275362317,0.5566358759124526,-0.004275441123856943,-0.004275441123856943,1.0,-0.0930278241982939,-0.215244226486816,45,-0.1866834483381913,-0.21001962167770266,46,-0.24242224524427428,-0.2235761559544318,46,-0.43183172411449744,-0.44249468353328225,46,-0.2273419539543815,-0.2732266150115275,46,0.1370401602881194,0.23031618320562194,46,,,,,,,,,,,,,,,,,,,,,
LONG_MR,10_tp_sl,2.5,3.3333333333333335,0.75,-0.3383484360159371,-0.34848123751511256,-0.5900108750922582,-0.5221335177807594,-0.20973630577107524,0.4956346840316359,0.5466901133275197,-0.055000000000000056,-0.35363095175175513,-0.06555676389913981,0.1257545297068421,0.12159932591354151,0.5555555555555556,-0.006590234858017099,1.2212389380530972,0.0,-0.004275441123856943,-4.0766001685454967e-17,-0.05500000000000003,-0.014999999999999758,0.0067381862849584685,0.022811912038473322,0.47101449275362317,0.5566358759124526,-0.004275441123856943,-0.004275441123856943,1.0,-0.0930278241982939,-0.215244226486816,45,-0.1866834483381913,-0.21001962167770266,46,-0.24242224524427428,-0.2235761559544318,46,-0.43183172411449744,-0.44249468353328225,46,-0.2273419539543815,-0.2732266150115275,46,0.1370401602881194,0.23031618320562194,46,,,,,,,,,,,,,,,,,,,,,
