feature_a,feature_b,lift,final_pair_score
stage_mr,dir_path_risk_long_2h,28.10169978129987,28.10169978129987
signed_vol,t_be_proxy,20.32417807897055,20.32417807897055
vol_expansion_ratio,vw_breakout,19.662058371735792,19.662058371735792
dir_path_edge_2h,meta_signal_x_accel,16.710182767624023,16.710182767624023
accept_gt66,dir_path_risk_long_2h,16.180946546476463,16.180946546476463
clv_mean_4,t_be_proxy,13.561716404732476,13.561716404732476
ffd_atr_expansion_06,dir_path_risk_long_2h,13.000369709154251,13.000369709154251
dist_from_high_48h,ffd_atr_expansion_06,12.603786810417485,12.603786810417485
stage_tf,dir_path_risk_long_2h,12.278177458033573,12.278177458033573
trend_age_hours,bb_pos_24,11.60220994475138,11.60220994475138
stage_mr,bb_pos_24,11.382622359045468,11.382622359045468
volatility_zscore,ffd_cvar_5pct_06,11.061099054804798,11.061099054804798
stage_tf,meta_signal_x_accel,10.8031411307092,10.8031411307092
dist_from_low_vol,meta_signal_x_accel,10.792056386553602,10.792056386553602
dist_from_high_event_12h,shock_12h,10.082728028430273,10.082728028430273
signed_vol,meta_signal_x_accel,10.073613390534872,10.073613390534872
volatility_zscore,grind_score,10.00042615452363,10.00042615452363
t_be_proxy,ffd_atr_expansion_06,9.906929714039844,9.906929714039844
t_be_proxy,meta_signal_x_accel,9.855446823307336,9.855446823307336
evr_6,vw_breakout,9.700142089432578,9.700142089432578
dist_from_high_event_12h,stage_tf,9.58364802398511,9.58364802398511
amihud_z,meta_signal_x_accel,9.48930349552037,9.48930349552037
grind_score,dist_from_low_vol,9.313488563968114,9.313488563968114
mr_potential_exhaust,trend_age_hours,9.065129009999474,9.065129009999474
stage_mr,entry_quality_composite,8.765283431329554,8.765283431329554
t_be_proxy,dir_path_risk_long_2h,8.714563988123382,8.714563988123382
bb_pos_24,stage_tf,8.633232162643926,8.633232162643926
dist_from_high_48h,meta_signal_x_accel,8.49510535921686,8.49510535921686
dir_path_risk_long_2h,meta_signal_x_accel,8.29282133736877,8.29282133736877
signed_vol,kf_vol_ratio_mean,8.226776866104114,8.226776866104114
shock_vol_ratio,ret48h,8.074600959166546,8.074600959166546
dir_path_edge_2h,t_be_proxy,8.068956334641818,8.068956334641818
ffd_atr_expansion_06,meta_signal_x_accel,7.910338713357071,7.910338713357071
dist_from_high_event_12h,mr_potential_exhaust,7.743496672716274,7.743496672716274
volatility_zscore,dist_from_low_vol,7.675361412016216,7.675361412016216
meta_abs_net_x_breakout,entry_quality_composite,7.668015287276455,7.668015287276455
meta_abs_net_x_breakout,shock_12h,7.5407394082202455,7.5407394082202455
accept_gt66,stage_tf,7.219402143260012,7.219402143260012
evr_6,mr_potential_exhaust,7.216157060184828,7.216157060184828
kf_vol_ratio_mean,meta_signal_x_accel,7.146316035344184,7.146316035344184
volatility_zscore,ret48h,7.107153995821481,7.107153995821481
dir_path_edge_2h,ffd_dist_ema_fast_04,7.042242125617936,7.042242125617936
dist_from_low_vol,impact_12,6.971760436513126,6.971760436513126
tfq_dir2h_signed_mag,bb_pos_24,6.907309994558316,6.907309994558316
rvol_hod_base,accept_gt66,6.738523944159312,6.738523944159312
kf_atr_mean,meta_signal_x_accel,6.673993198448244,6.673993198448244
volatility_zscore,rvol_hod_base,6.638407335440105,6.638407335440105
volatility_zscore,dir_path_risk_long_2h,6.512595256381077,6.512595256381077
