regime_families_combo,count
trend|volatility,4001
volatility,321
trend|volatility|volatility_term_structure,164
volatility|volatility_term_structure,17
trend,15
compression|trend|volatility,13
trend|volatility_term_structure,3
compression|volatility,1
,1
