fold_id,seed,group,used_feature_count,split_count
0,42,location,20,420
0,42,regime,27,2254
1,42,location,23,614
1,42,regime,27,2182
2,42,location,18,191
2,42,regime,26,1113
3,42,location,14,54
3,42,regime,16,177
4,42,location,10,36
4,42,regime,16,171
