fold_id,target_mean,target_std,target_p1,target_p50,target_p99
0,-0.00956633,0.08241579,-0.6015027797222138,-0.0,0.0
1,-0.014857734,0.10013557,-0.6765579581260681,-0.0,0.0
2,-0.020306382,0.11624836,-0.7223244309425354,-0.0,-0.0
3,-0.04295936,0.16645476,-0.8119042873382568,-0.0,-0.0
4,-0.06444982,0.20082043,-0.8754197192192078,-0.0,-0.0
