canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(dist_prior_day_low<=0.053231269)|(mark_perp_dislocation>0.0015364722&price_trend_15d_vol_norm<=-0.078905821),3,3,location|regime,open_interest|perp_tradeability,context,context|open_interest|perp_tradeability
(*)|(dist_prior_day_low<=0.053231269)|(cs_rank_oi_value_z_30d<=0.3744159&funding_mean_10d_robust_z<=0.79675239&mark_vs_perp_bps<=0.94943988&price_trend_15d_vol_norm>-0.078905821),5,5,location|regime,open_interest|perp_tradeability,context,context|open_interest|perp_tradeability
(*)|(dist_prior_day_low<=0.053231269)|(mark_vs_perp_bps>0.94943988&ob_pressure_mkt_resid<=-0.00089406967&price_trend_15d_vol_norm>-0.078905821),4,4,location|regime,open_interest|perp_tradeability|residual,context,context|open_interest|perp_tradeability|residual
(*)|(dist_prior_day_low<=0.053231269)|(mark_vs_perp_bps>0.94943988&ob_pressure_mkt_resid>-0.00089406967&oi_7d_chg_z<=-0.43346485&price_trend_15d_vol_norm>-0.078905821),5,5,location|regime,open_interest|perp_tradeability|residual,context,context|open_interest|perp_tradeability|residual
(*)|(dist_prior_day_low<=0.053231269&oiw_z_delta_entry_dist_7d_atr>0.32485813)|(mark_vs_perp_bps>0.94943988&ob_pressure_mkt_resid>-0.00089406967&oi_7d_chg_z>-0.43346485&price_trend_15d_vol_norm>-0.078905821),6,6,location|regime,open_interest|perp_tradeability|residual,context|open_interest_location,context|open_interest|open_interest_location|perp_tradeability|residual
(*)|(dist_prior_day_low>0.053231269)|(rsi_ts_resid>1.3255428),2,2,location|regime,residual,context,context|residual
(*)|(zscore_price_200>-1.9802167)|(asset_minus_universe_median_ret_24h<=0.5003643&funding_mean_7d_robust_z<=0.56995225&mark_vs_perp_bps>-1.79905&symbol_minus_mkt_ret_1h<=-0.15460771&trend_pct_resid<=0.0079569016),6,6,location|regime,asset_relative_return|open_interest|perp_tradeability|residual,context,asset_relative_return|context|open_interest|perp_tradeability|residual
(*)|(zscore_price_200>-1.9802167)|(asset_minus_universe_median_ret_24h<=0.5003643&funding_mean_7d_robust_z<=0.56995225&mark_vs_perp_bps>-1.79905&symbol_minus_mkt_ret_1h>-0.15460771&trend_pct_resid<=0.0079569016),6,6,location|regime,asset_relative_return|open_interest|perp_tradeability|residual,context,asset_relative_return|context|open_interest|perp_tradeability|residual
(*)|(zscore_price_200>-1.9802167)|(asset_minus_universe_median_ret_24h<=0.5003643&donchian_zone_1d_atr<=0.075159088&funding_mean_7d_robust_z>0.56995225&trend_pct_resid<=0.0079569016),5,5,location|regime,asset_relative_return|open_interest|perp_tradeability|residual,context,asset_relative_return|context|open_interest|perp_tradeability|residual
(*)|(zscore_price_200>-1.9802167)|(asset_minus_universe_median_ret_24h<=0.5003643&trend_pct_resid>0.0079569016&volume_percentile>-0.00000000000000000000000000000000001),4,4,location|regime,asset_relative_return|liquidity|residual,context,asset_relative_return|context|liquidity|residual
