fold_id,seed,group,gain,split
0,42,location,2327.2285,239.0
0,42,regime,13339.415,1312.0
1,42,location,2903.637,331.0
1,42,regime,13738.229,1568.0
2,42,location,2812.3784,336.0
2,42,regime,12341.626,1479.0
3,42,location,6650.2407,1453.0
3,42,regime,31971.654,7078.0
