rejection_reason,count
b_mask_ic_uplift_too_low,734
b_sign_consistency_too_low,819
b_support_too_high,15
b_min_fold_support_too_low,60
b_support_too_low,18
b_support_instability_too_high,5
b_mean_net_ret_too_low,1
b_positive_ic_fraction_too_low,38
b_oos_ic_too_low,7
b_decile_spread_too_low,1
