feature_name,group,usage_count
price_trend_15d_vol_norm,regime,467
mark_vs_perp_bps,regime,456
mark_perp_dislocation,regime,424
compression_score,regime,301
asset_minus_universe_median_ret_24h,regime,268
dist_prior_day_low,location,265
up_down_semivol_ratio_tanh,regime,263
path_efficiency_24_ts_resid,regime,254
dist_rolling_7d_high,location,246
symbol_minus_mkt_ret_1h,regime,245
atr_percentile,regime,219
variance_ratio_10_48,regime,206
asset_ret_vs_universe_24h,regime,206
realized_volatility_24h,regime,205
ret24h_bench_resid,regime,203
oi_1d_chg_z,regime,203
funding_mean_7d_robust_z,regime,191
oi_value_1d_chg_z_90d,regime,180
bars_in_high_vol_state_log_norm,location,179
trend_pct_resid,regime,158
price_trend_7d_vol_norm,regime,144
ret48h_bench_resid,regime,132
oi_chg_8h_mkt_resid,regime,128
log_oi_to_volume_1d,regime,122
return_autocorr_48,regime,121
ob_imbalance_mkt_resid,regime,118
asset_ret_vs_universe_48h,regime,115
price_rv_7d_robust_z,regime,114
log_oi_to_volume_7d,regime,114
prior_volatility,regime,112
ob_pressure_mkt_resid,regime,112
funding_mean_15d_robust_z,regime,107
symbol_minus_mkt_ret_4h,regime,98
volume_autocorr_48,regime,94
trend_pct_mkt_resid,regime,94
direction_entropy_20,regime,93
dist_range_mid_atr,location,93
oi_trend_10d_robust_z,regime,91
zscore_price_200,location,89
price_rv_15d_robust_z,regime,89
rv_24h,regime,88
impact_per_oi_intensity_z_24h,regime,88
rsi_ts_resid,regime,87
dist_local_swing,location,86
ret4h_bench_resid,regime,86
loc_swing_range_pos_24,location,86
dist_oiw_z_delta_96h_atr,regime,83
oi_to_volume_1d_z_90d,regime,83
funding_mean_10d_robust_z,regime,81
asset_minus_universe_median_ret_48h,regime,78
asset_minus_mkt_oi_1d_peer_resid,regime,78
asset_vol_level_pct,regime,77
loc_swing_range_pos_48,location,75
asset_minus_mkt_oi_7d_z_180d,regime,74
oiw_z_delta_entry_dist_14d_atr,location,68
coherence_24_ts_resid,regime,68
asset_ret_vs_universe_4h,regime,67
carry_adj_ret_self_z_10h,regime,65
loc_initial_balance_pos_24,location,64
price_rv_10d_robust_z,regime,63
asset_minus_universe_median_ret_4h,regime,62
loc_prev_week_range_pos_24,location,62
asset_funding_rate_mean_15d,regime,62
funding_1d_chg_ts_resid,regime,61
trend_acceleration,regime,61
range_24h_pct,regime,60
ema_slope_norm,regime,60
oiw_pos_delta_entry_dist_14d_atr,location,60
loc_prev_week_range_pos_48,location,59
funding_persistence,regime,59
choppiness_index_20,regime,58
funding_vol_15d_robust_z,regime,58
volume_percentile,regime,56
dist_funding_pressure_price_96h_atr,regime,55
oi_rank,regime,55
dist_ema_fast_mkt_resid,regime,55
xasset_ob_liquidity_peer_resid,regime,53
volume_trend_48,regime,52
oi_to_volume_7d_z_180d,regime,51
dist_ema_fast_ts_resid,regime,51
oi_value_log_1d_robust_z,regime,50
price_trend_10d_vol_norm,regime,49
symbol_minus_mkt_ret_24h,regime,49
oi_value_z_30d,regime,48
dist_ema_fast,regime,48
carry_adj_short_ret_self_z_10h,regime,48
loc_initial_balance_pos_48,location,48
asset_funding_rate_mean_3d,regime,48
oiw_pos_delta_entry_dist_7d_atr,location,47
donchian_zone_1d_atr,regime,47
rolling_range_20,regime,47
loc_session_pos_48,location,46
oiw_intensity_entry_dist_7d_atr,location,46
amihud_z,regime,46
range_per_funding_abs_z_24h,regime,45
loc_pullback_depth_48,location,44
oi_value_7d_chg_z_180d,regime,44
oi_value_3d_chg_z_90d,regime,44
