group,strategy_id,rank_col,selection_type,band_lo,band_hi,row_count,rank_min,rank_max,net_hit_rate,gross_hit_rate,mean_net_return,median_net_return,p10_net_return,p90_net_return,mean_gross_return,median_gross_return,mean_entry_adverse_bps
global,__global__,auction_rank_score,cumulative_at_or_above,0.0,1.0,27485,0.8000058213994644,1.0,0.6109150445697653,0.614698926687284,0.02821945818748474,0.014804682068658608,-0.007936450312165697,0.08248851266634648,0.030249707992033192,0.01682150328262275,
global,__global__,auction_rank_score,cumulative_at_or_above,0.05,1.0,27485,0.8000058213994644,1.0,0.6109150445697653,0.614698926687284,0.02821945818748474,0.014804682068658608,-0.007936450312165697,0.08248851266634648,0.030249707992033192,0.01682150328262275,
global,__global__,auction_rank_score,cumulative_at_or_above,0.1,1.0,27485,0.8000058213994644,1.0,0.6109150445697653,0.614698926687284,0.02821945818748474,0.014804682068658608,-0.007936450312165697,0.08248851266634648,0.030249707992033192,0.01682150328262275,
global,__global__,auction_rank_score,cumulative_at_or_above,0.15,1.0,27485,0.8000058213994644,1.0,0.6109150445697653,0.614698926687284,0.02821945818748474,0.014804682068658608,-0.007936450312165697,0.08248851266634648,0.030249707992033192,0.01682150328262275,
global,__global__,auction_rank_score,cumulative_at_or_above,0.2,1.0,27485,0.8000058213994644,1.0,0.6109150445697653,0.614698926687284,0.02821945818748474,0.014804682068658608,-0.007936450312165697,0.08248851266634648,0.030249707992033192,0.01682150328262275,
global,__global__,auction_rank_score,cumulative_at_or_above,0.25,1.0,27485,0.8000058213994644,1.0,0.6109150445697653,0.614698926687284,0.02821945818748474,0.014804682068658608,-0.007936450312165697,0.08248851266634648,0.030249707992033192,0.01682150328262275,
global,__global__,auction_rank_score,cumulative_at_or_above,0.3,1.0,27485,0.8000058213994644,1.0,0.6109150445697653,0.614698926687284,0.02821945818748474,0.014804682068658608,-0.007936450312165697,0.08248851266634648,0.030249707992033192,0.01682150328262275,
global,__global__,auction_rank_score,cumulative_at_or_above,0.35,1.0,27485,0.8000058213994644,1.0,0.6109150445697653,0.614698926687284,0.02821945818748474,0.014804682068658608,-0.007936450312165697,0.08248851266634648,0.030249707992033192,0.01682150328262275,
global,__global__,auction_rank_score,cumulative_at_or_above,0.4,1.0,27485,0.8000058213994644,1.0,0.6109150445697653,0.614698926687284,0.02821945818748474,0.014804682068658608,-0.007936450312165697,0.08248851266634648,0.030249707992033192,0.01682150328262275,
global,__global__,auction_rank_score,cumulative_at_or_above,0.45,1.0,27485,0.8000058213994644,1.0,0.6109150445697653,0.614698926687284,0.02821945818748474,0.014804682068658608,-0.007936450312165697,0.08248851266634648,0.030249707992033192,0.01682150328262275,
