symbol,rows,n_features,nan_cells,nan_pct_overall,all_nan_features,constant_features
SOLV/USDT,286,902,23452,9.090909090909092,82,534
SOMI/USDC,130,902,10660,9.090909090909092,82,537
SOMI/USDT,136,902,11152,9.090909090909092,82,538
SOPH/USDC,41,902,3362,9.090909090909092,82,539
SOPH/USDT,193,902,15826,9.090909090909092,82,523
SPELL/USDT,744,902,61008,9.090909090909092,82,512
SPK/USDC,172,902,14104,9.090909090909092,82,522
SPK/USDT,178,902,14596,9.090909090909092,82,521
SSV/USDC,79,902,6478,9.090909090909092,82,547
SSV/USDT,760,902,62320,9.090909090909092,82,510
STEEM/USDC,297,902,24354,9.090909090909092,82,533
STEEM/USDT,689,902,56498,9.090909090909092,82,515
STG/USDT,823,902,67486,9.090909090909092,82,511
STO/USDC,198,902,16236,9.090909090909092,82,529
STO/USDT,214,902,17548,9.090909090909092,82,544
STORJ/USDT,981,902,80442,9.090909090909092,82,510
STRAX/USDT,733,902,60106,9.090909090909092,82,517
STRK/USDC,507,902,41574,9.090909090909092,82,520
STRK/USDT,500,902,41000,9.090909090909092,82,514
STX/USDT,958,902,78556,9.090909090909092,82,507
SUI/USDC,505,902,41410,9.090909090909092,82,515
SUI/USDT,652,902,53464,9.090909090909092,82,512
SUN/USDT,989,902,81098,9.090909090909092,82,514
SUPER/USDT,936,902,76752,9.090909090909092,82,510
SUSHI/USDT,987,902,80934,9.090909090909092,82,515
SXP/USDT,725,902,59450,9.090909090909092,82,520
SXT/USDT,181,902,14842,9.090909090909092,82,527
SYN/USDT,746,902,61172,9.090909090909092,82,517
SYRUP/USDC,211,902,17302,9.090909090909092,82,528
SYRUP/USDT,204,902,16728,9.090909090909092,82,520
SYS/USDT,997,902,81754,9.090909090909092,82,509
T/USDT,759,902,62238,9.090909090909092,82,514
TAO/USDC,299,902,24518,9.090909090909092,82,529
TAO/USDT,458,902,37556,9.090909090909092,82,522
TFUEL/USDT,703,902,57646,9.090909090909092,82,516
THE/USDT,316,902,25912,9.090909090909092,82,517
THETA/USDT,974,902,79868,9.090909090909092,82,511
TIA/USDC,469,902,38458,9.090909090909092,82,531
TIA/USDT,568,902,46576,9.090909090909092,82,510
TKO/USDT,969,902,79458,9.090909090909092,82,505
TLM/USDC,301,902,24682,9.090909090909092,82,534
TLM/USDT,775,902,63550,9.090909090909092,82,511
TNSR/USDT,504,902,41328,9.090909090909092,82,516
TON/USDC,374,902,30668,9.090909090909092,82,525
TON/USDT,365,902,29930,9.090909090909092,82,517
TOWNS/USDC,127,902,10414,9.090909090909092,82,556
TOWNS/USDT,130,902,10660,9.090909090909092,82,553
TRB/USDC,459,902,37638,9.090909090909092,82,518
TRB/USDT,963,902,78966,9.090909090909092,82,511
TREE/USDT,155,902,12710,9.090909090909092,82,527
TRU/USDT,711,902,58302,9.090909090909092,82,508
TRUMP/USDC,254,902,20828,9.090909090909092,82,530
TRUMP/USDT,281,902,23042,9.090909090909092,82,522
TRX/USDC,400,902,32800,9.090909090909092,82,519
TST/USDT,281,902,23042,9.090909090909092,82,541
TURBO/USDC,311,902,25502,9.090909090909092,82,523
TURBO/USDT,363,902,29766,9.090909090909092,82,522
TURTLE/USDC,109,902,8938,9.090909090909092,82,540
TURTLE/USDT,94,902,7708,9.090909090909092,82,528
TUT/USDT,210,902,17220,9.090909090909092,82,523
TWT/USDT,984,902,80688,9.090909090909092,82,508
UNI/USDC,476,902,39032,9.090909090909092,82,530
USD1/USDC,80,902,6560,9.090909090909092,82,543
USDC/USDT,893,902,73226,9.090909090909092,82,527
USDE/USDT,116,902,9512,9.090909090909092,82,537
USUAL/USDC,273,902,22386,9.090909090909092,82,516
USUAL/USDT,320,902,26240,9.090909090909092,82,531
VANA/USDT,324,902,26568,9.090909090909092,82,518
VELODROME/USDT,283,902,23206,9.090909090909092,82,530
VET/USDT,917,902,75194,9.090909090909092,82,511
VIC/USDT,586,902,48052,9.090909090909092,82,513
VIRTUAL/USDC,219,902,17958,9.090909090909092,82,533
VIRTUAL/USDT,239,902,19598,9.090909090909092,82,518
VTHO/USDT,753,902,61746,9.090909090909092,82,515
W/USDC,293,902,24026,9.090909090909092,82,519
W/USDT,444,902,36408,9.090909090909092,82,515
WAL/USDT,96,902,7872,9.090909090909092,82,531
WAN/USDT,744,902,61008,9.090909090909092,82,508
WAXP/USDT,722,902,59204,9.090909090909092,82,509
WBETH/USDT,587,902,48134,9.090909090909092,82,513
WBTC/USDT,691,902,56662,9.090909090909092,82,518
WCT/USDC,234,902,19188,9.090909090909092,82,521
WCT/USDT,208,902,17056,9.090909090909092,82,529
WIF/USDC,430,902,35260,9.090909090909092,82,518
WIF/USDT,447,902,36654,9.090909090909092,82,514
WIN/USDT,981,902,80442,9.090909090909092,82,509
WLD/USDC,462,902,37884,9.090909090909092,82,513
WLD/USDT,671,902,55022,9.090909090909092,82,509
WLFI/USDC,124,902,10168,9.090909090909092,82,538
WLFI/USDT,119,902,9758,9.090909090909092,82,547
WOO/USDT,778,902,63796,9.090909090909092,82,509
XAI/USDC,159,902,13038,9.090909090909092,82,523
XAI/USDT,511,902,41902,9.090909090909092,82,512
XEC/USDT,766,902,62812,9.090909090909092,82,514
XLM/USDC,328,902,26896,9.090909090909092,82,511
XLM/USDT,973,902,79786,9.090909090909092,82,511
XNO/USDT,752,902,61664,9.090909090909092,82,512
XPL/USDC,117,902,9594,9.090909090909092,82,548
XPL/USDT,106,902,8692,9.090909090909092,82,535
XRP/USDC,504,902,41328,9.090909090909092,82,518
XRP/USDT,925,902,75850,9.090909090909092,82,509
XTZ/USDC,271,902,22222,9.090909090909092,82,526
XTZ/USDT,939,902,76998,9.090909090909092,82,513
XVG/USDC,67,902,5494,9.090909090909092,82,558
XVG/USDT,949,902,77818,9.090909090909092,82,503
XVS/USDT,1006,902,82492,9.090909090909092,82,510
YB/USDT,90,902,7380,9.090909090909092,82,543
YFI/USDT,951,902,77982,9.090909090909092,82,520
YGG/USDC,449,902,36818,9.090909090909092,82,502
YGG/USDT,948,902,77736,9.090909090909092,82,512
ZBT/USDT,103,902,8446,9.090909090909092,82,545
ZEC/USDC,85,902,6970,9.090909090909092,82,546
ZEC/USDT,970,902,79540,9.090909090909092,82,509
ZEN/USDC,241,902,19762,9.090909090909092,82,527
ZEN/USDT,1016,902,83312,9.090909090909092,82,514
ZIL/USDT,972,902,79704,9.090909090909092,82,519
ZK/USDC,417,902,34194,9.090909090909092,82,515
ZK/USDT,416,902,34112,9.090909090909092,82,510
ZKC/USDT,124,902,10168,9.090909090909092,82,555
ZKP/USDT,41,902,3362,9.090909090909092,82,586
ZRO/USDC,405,902,33210,9.090909090909092,82,520
ZRO/USDT,390,902,31980,9.090909090909092,82,517
ZRX/USDT,731,902,59942,9.090909090909092,82,514
币安人生/USDC,42,902,3444,9.090909090909092,82,551
币安人生/USDT,43,902,3526,9.090909090909092,82,583
