timestamp,symbol,feature,inference_value,training_value,abs_diff,inference_missing,training_missing,both_missing
2026-01-22 10:00:00+00:00,COMP/USD:USD,abs_ret_per_oi_z_24h,-0.47720327973365784,-0.47720327973365784,0.0,False,False,False
2026-01-22 10:00:00+00:00,COMP/USD:USD,accel_5h,1.0340830087661743,1.0340830087661743,0.0,False,False,False
2026-01-22 10:00:00+00:00,COMP/USD:USD,adx_10,3.5832436084747314,3.5832436084747314,0.0,False,False,False
2026-01-22 10:00:00+00:00,COMP/USD:USD,adx_di_minus_7,4.403830528259277,4.403830528259277,0.0,False,False,False
2026-01-22 10:00:00+00:00,COMP/USD:USD,adx_di_plus_14,3.1941192150115967,3.1941192150115967,0.0,False,False,False
2026-01-22 10:00:00+00:00,COMP/USD:USD,asset_minus_mkt_oi_1d_peer_resid,-0.37760812044143677,-0.37760812044143677,0.0,False,False,False
2026-01-22 10:00:00+00:00,COMP/USD:USD,asset_minus_mkt_oi_7d,0.04544198513031006,0.04544198513031006,0.0,False,False,False
2026-01-22 10:00:00+00:00,COMP/USD:USD,asset_mom_minus_basket_mom_4h,0.1651432067155838,0.1651432067155838,0.0,False,False,False
2026-01-22 10:00:00+00:00,COMP/USD:USD,atr_change_rate,-0.8991580009460449,-0.8991580009460449,0.0,False,False,False
2026-01-22 10:00:00+00:00,COMP/USD:USD,atr_compression_ratio,-1.6486740112304688,-1.6486740112304688,0.0,False,False,False
2026-01-22 10:00:00+00:00,COMP/USD:USD,atr_expansion,0.15184055268764496,0.15184055268764496,0.0,False,False,False
2026-01-22 10:00:00+00:00,COMP/USD:USD,atr_pct_change,0.14456935226917267,0.14456935226917267,0.0,False,False,False
2026-01-22 10:00:00+00:00,COMP/USD:USD,atr_percentile,-1.185202956199646,-1.185202956199646,0.0,False,False,False
2026-01-22 10:00:00+00:00,COMP/USD:USD,avg_pair_corr_24h,0.4221082627773285,0.4221082627773285,0.0,False,False,False
2026-01-22 10:00:00+00:00,COMP/USD:USD,bars_in_high_vol_state_log_norm,-0.1250273436307907,-0.1250273436307907,0.0,False,False,False
2026-01-22 10:00:00+00:00,COMP/USD:USD,body_pct,-2.053748846054077,-2.053748846054077,0.0,False,False,False
2026-01-22 10:00:00+00:00,COMP/USD:USD,body_ratio,2.053748846054077,2.053748846054077,0.0,False,False,False
2026-01-22 10:00:00+00:00,COMP/USD:USD,breakout_24h,-61.52641677856445,-61.52641677856445,0.0,False,False,False
