canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(dist_prior_day_low<=0.099205427&loc_range_pos_24<=0.10231635)|(ema50_slope>0.045050297&tail_asymmetry_q90_q10_atr_norm>0.037529252),4,4,location|regime,path_structure|trend,context,context|path_structure|trend
(*)|(dist_range_mid_atr<=0.25000039&loc_initial_balance_pos_24<=0.2772049&loc_range_pos_24>0.10231635&loc_swing_range_pos_24<=0.26148862)|(ema50_slope>0.045050297&tail_asymmetry_q90_q10_atr_norm>0.037529252),6,6,location|regime,path_structure|trend,context,context|path_structure|trend
(*)|(dist_range_mid_atr<=0.53443658&loc_initial_balance_pos_24>0.2772049&loc_range_pos_24>0.10231635)|(ema50_slope>0.045050297&tail_asymmetry_q90_q10_atr_norm>0.037529252&up_down_return_mass_ratio_tanh<=0.48235664),6,6,location|regime,path_structure|trend,context,context|path_structure|trend
(*)|(dist_range_mid_atr<=0.53443658&loc_initial_balance_pos_24>0.2772049&loc_range_pos_24>0.10231635)|(ema50_slope>0.045050297&tail_asymmetry_q90_q10_atr_norm>0.037529252&up_down_return_mass_ratio_tanh>0.48235664),6,6,location|regime,path_structure|trend,context,context|path_structure|trend
(*)|(dist_range_mid_atr>0.53443658&loc_initial_balance_pos_24>0.2772049&loc_range_pos_24>0.10231635)|(efficiency_ratio_20>0.84191591&ema50_slope>0.045050297&tail_asymmetry_q90_q10_atr_norm>0.037529252),6,6,location|regime,path_structure|trend,context,context|path_structure|trend
(*)|(dist_local_swing<=0.081378169)|(up_down_return_mass_ratio_tanh>0.035377543),2,2,location|regime,path_structure,context,context|path_structure
(*)|(dist_ema20_atr<=0.33117512&dist_local_swing>0.081378169&loc_swing_range_pos_48<=0.19862479&loc_swing_range_pos_48>0.091059871)|(bars_since_ema20_ema50_cross_log_norm<=0.31967226),5,5,location|regime,trend,context,context|trend
(*)|(dist_ema20_atr<=0.33117512&dist_local_swing>0.081378169&loc_swing_range_pos_48>0.22865631)|(bars_since_ema20_ema50_cross_log_norm<=0.31967226),4,4,location|regime,trend,context,context|trend
(*)|(dist_ema20_atr>0.33117512&dist_local_swing>0.081378169&dist_rolling_7d_high<=0.56249982&dist_weekly_vwap<=0.9052633&pullback_depth>0.38359699&zscore_price_200<=0.85378736)|(*),6,6,location,,context,context
(*)|(dist_ema20_atr>0.33117512&dist_local_swing>0.081378169&dist_weekly_vwap<=0.9052633&zscore_price_200>0.85378736)|(*),4,4,location,,context,context
(*)|(dist_local_swing<=0.82456112&dist_vwap_atr<=0.54008526&loc_session_pos_24>0.084415287&loc_session_pos_48<=0.36604211&zscore_price_50<=0.63076895)|(efficiency_ratio_20<=0.24659853),6,6,location|regime,path_structure,context,context|path_structure
