fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon
0,42,1,0.11060899033217503,6,64,16,quantile,0.35,quantile,quantile,atr_norm_returns_target,3
1,42,44,0.11507877200619591,6,64,22,quantile,0.35,quantile,quantile,atr_norm_returns_target,3
2,42,31,0.11487614686770546,6,64,27,quantile,0.35,quantile,quantile,atr_norm_returns_target,3
