fold_id,seed,group,gain,split
0,42,location,7.4820886,7.0
0,42,regime,8.738835,4.0
1,42,location,210.27792,291.0
1,42,regime,163.98778,223.0
2,42,location,209.19077,198.0
2,42,regime,127.907715,148.0
