fold_id,seed,group,used_feature_count,split_count
0,42,location,4,4
0,42,regime,5,9
1,42,location,20,120
1,42,regime,29,615
2,42,location,13,36
2,42,regime,15,224
3,42,location,14,50
3,42,regime,25,304
4,42,location,4,4
4,42,regime,6,10
