canonical_key,trigger,location,regime,mean_net_ret,directional_mean_ret,std_net_ret,mean_within_fold_std,mean_support_pct,std_support_pct,presence_freq,presence_freq_units,sign_consistency,min_support_actual,mean_uplift,mean_baseline_ret,mean_oos_ic,p25_oos_ic,p50_oos_ic,p75_oos_ic,mean_delta_ic,positive_ic_fraction,mean_ic,ic_tstat,ic_sign_consistency,decile_spread_sharpe,mask_ic_uplift,regression_beta,regression_slope_fit,learnability_step_c_score,trade_path_quality_score,quality_stability_score,path_smoothness_term,path_survivability_term,path_stability_term,path_realized_profit_consistency_term,path_trajectory_smoothness_term,full_quality_score,composite_score,required_hurdle,hurdle_excess,n_folds,discovery_count,n_instances,display_arity,structural_depth,pipeline_stage,parent_context_key,side,rule_type,accepted,rejection_reason,preset,min_support_actual_pct,within_mask_ic,delta_within_mask_ic,entropy_reduction,support_objective_score,source_target,source_horizon,composite_score_step1,support_score,diversity_score,stage_b_score,stage_b_rejection_reason,top10_mean_ret,top10_net_ret,rule_type_class,production_classification,classification_diagnostics,rule_gain_score,rule_split_score,rule_model_importance_score,preset,is_too_narrow,is_too_broad,comp_bonus,pruner_rank_score,within_leaf_mean_ic,within_leaf_positive_ic_fraction,within_leaf_mean_top_quantile_spread,within_leaf_mean_edge_uplift,within_leaf_hit_lift,within_leaf_valid_folds,within_leaf_future_edge_learnability_score,learnability_definition,leaf_reconstructability_score,stage_c_rejection_reason
(*)|(*)|(asset_minus_universe_median_ret_24h>-0.18152393&asset_mom_minus_basket_mom_24h<=-1.8777683&log_oi_to_volume_7d<=1.2743553&mark_perp_dislocation<=0.0036188993&rv_24h_peer_resid>-0.76542091),*,*,asset_minus_universe_median_ret_24h>-0.18152393&asset_mom_minus_basket_mom_24h<=-1.8777683&log_oi_to_volume_7d<=1.2743553&mark_perp_dislocation<=0.0036188993&rv_24h_peer_resid>-0.76542091,0.003277858442743309,0.003277858442743309,0.0018028115488463912,0.02291585737839341,0.13090029233190914,0.01177038112935012,1.0,1.0,0.8064192577733199,1142,,,0.06718269220532731,0.0489267579666752,0.06378299788701394,0.08203893212566604,,1.0,0.11808441040023512,3.0133064000141636,1.0,0.25448499992489815,-0.09663160539646826,0.7746995538473129,0.26886322030387594,0.8480657478827239,3.1250000000000013e-07,1.974839838916783e-08,0.01,0.01,0.01,0.01,0.03808235377073288,0.0025525951265638874,0.0025525951265638874,9.00156660523209e-05,0.0031878427766909878,4,1,1,5,5,stage_a_context,,short,5-way,False,b_mask_ic_uplift_too_low,production,0.11293333333333333,0.11808441040023512,-0.09663160539646826,-0.034416139125823975,1.0,primary_target,0,,0.9669583629413088,,0.5943122388664877,b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.003277858442743309, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 1142, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.7230826558651983,production,False,False,0.1,0.7230826558651983,0.07383984498613855,1.0,0.0030145649985419795,0.0021001298301135543,0.04339035127278898,4,0.8480657478827239,within_leaf_future_edge,0.0351423503932514,
(*)|(*)|(mark_vs_perp_bps<=0.57398349&ob_pressure_mkt_resid<=-0.0021142077&price_trend_7d_vol_norm>-0.13709633),*,*,mark_vs_perp_bps<=0.57398349&ob_pressure_mkt_resid<=-0.0021142077&price_trend_7d_vol_norm>-0.13709633,0.004000234737759456,0.004000234737759456,0.0013843003004076553,0.020483022090047598,0.14823211528371186,0.011197883046240547,1.0,1.0,0.6102204408817635,1171,,,0.08034224819429386,0.07329037455508805,0.0841550343659784,0.09120690800518422,,1.0,0.14179820022205147,3.241229088733876,1.0,0.2701695617288351,-0.0729178155746519,0.9060000255703926,0.5546204764250275,0.9996768559501195,3.1250000000000013e-07,2.797936266767153e-05,0.01,0.01,0.01,0.01,0.01025717193260789,0.0025110489440809147,0.0025110489440809147,7.018890591319448e-05,0.003930045831846261,4,1,1,3,3,stage_a_context,,short,3-way,False,b_mask_ic_uplift_too_low,production,0.1316617944681808,0.14179820022205147,-0.0729178155746519,-0.16290908306837082,1.0,primary_target,0,,0.8699001544112135,,0.5902974890256119,b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.004000234737759456, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 1171, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.6958048433148358,production,False,False,0.3,0.6958048433148358,0.257822978436679,1.0,0.011505333909979362,0.0071360395890822095,0.1048974564658074,4,0.9996768559501195,within_leaf_future_edge,0.03845169999951028,
(*)|(*)|(excess_6h_ts_resid<=0.15440938&log_oi_to_volume_1d<=4.4486146&oi_to_volume_1d_z_90d<=0.028570201&symbol_minus_mkt_ret_1h>0.026385348),*,*,excess_6h_ts_resid<=0.15440938&log_oi_to_volume_1d<=4.4486146&oi_to_volume_1d_z_90d<=0.028570201&symbol_minus_mkt_ret_1h>0.026385348,0.002904702996602282,0.002904702996602282,0.0012050878055975688,0.020131047815084457,0.11919109512030583,0.012629330229183281,1.0,1.0,0.5707121364092277,1131,,,0.047038525977024626,0.038645507532259905,0.049908724863816076,0.0583017433085808,,1.0,0.18811407709535122,9.20005996313862,1.0,0.37454406917095184,-0.026601938701352155,0.9627888947725296,0.4344006078830669,0.9498039950794246,3.1250000000000013e-07,0.0001515934873967016,0.01,0.01,0.01,0.01,0.014094305224716663,0.0025057767620329983,0.0025057767620329983,9.003036903831121e-05,0.0028146726275639707,4,1,1,4,4,stage_a_context,,short,4-way,False,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,production,0.10273333333333333,0.18811407709535122,-0.026601938701352155,-0.02231849730014801,1.0,primary_target,0,,0.9674701326737125,,0.5519429921541881,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.002904702996602282, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 1131, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low|b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.6249530879849667,production,False,False,0.1,0.6249530879849667,0.12336966763445532,1.0,0.0056572151435457215,0.0036987101913216573,0.07413799748569816,4,0.9498039950794246,within_leaf_future_edge,0.04139945370504109,
(*)|(*)|(bollinger_band_width<=-0.017550195&log_oi_to_volume_1d<=40.798786&mark_perp_dislocation<=0.0083386423&rv_24h_peer_resid>-0.24833755),*,*,bollinger_band_width<=-0.017550195&log_oi_to_volume_1d<=40.798786&mark_perp_dislocation<=0.0083386423&rv_24h_peer_resid>-0.24833755,0.00272320638759993,0.00272320638759993,0.0018222918536840126,0.022999129723757505,0.1286068210778802,0.020874449936034087,1.0,1.0,0.5281124497991968,1447,,,0.047634522017055494,0.03820012350266401,0.045648124518942845,0.05508252303333432,,1.0,0.17472098224370797,11.065375581406576,1.0,0.3633084073662758,-0.039995033552995385,0.9475437104701996,0.6572809745921057,0.7895352511563711,3.1250000000000013e-07,0.000779952453756739,0.01,0.01,0.01,0.01,0.019987719133496284,0.002487199546712331,0.002487199546712331,9.000585412122954e-05,0.0026332005334787005,4,1,1,4,4,stage_a_context,,short,4-way,False,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,production,0.11046666666666667,0.17472098224370797,-0.039995033552995385,-0.022841796278953552,1.0,primary_target,0,,0.9798018019638708,,0.5407263615389354,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.00272320638759993, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 1447, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low|b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.8459545224626464,production,False,False,0.1,0.8459545224626464,0.07990501349334171,1.0,0.0038557575970860386,0.0018375821484634108,0.0032199005485473026,4,0.7895352511563711,within_leaf_future_edge,0.04291364023029908,
(*)|(loc_prior_bar_pos_24<=1.1874933)|(asset_funding_z<=0.35018885&log_oi_to_volume_7d<=40.363373&mark_vs_perp_bps<=2.0143631&oi_value_1d_chg_z_90d>-0.39684474&rv_24h_peer_resid>-0.67827004),*,loc_prior_bar_pos_24<=1.1874933,asset_funding_z<=0.35018885&log_oi_to_volume_7d<=40.363373&mark_vs_perp_bps<=2.0143631&oi_value_1d_chg_z_90d>-0.39684474&rv_24h_peer_resid>-0.67827004,0.0030904448067303747,0.0030904448067303747,0.0013590624471119844,0.020416378043591976,0.1358063863278615,0.011357187598282116,1.0,1.0,0.5853413654618473,1345,,,0.06324994587992569,0.056106782783690606,0.06288614115102462,0.0700293042472597,,1.0,0.11527927912865059,9.467889803516657,1.0,0.25665100291371346,-0.09943673666805275,0.764491617679596,0.5509468113910803,0.9206476375051074,3.1250000000000013e-07,0.0001588343872706318,0.01,0.01,0.01,0.01,0.02937329187989235,0.0024835240729636607,0.0024835240729636607,9.005255009346015e-05,0.0030003922566369146,4,1,1,6,6,stage_a_context,,short,6-way,False,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,production,0.11973333333333333,0.11527927912865059,-0.09943673666805275,-0.015178218483924866,1.0,primary_target,0,,0.9394842365639755,,0.5441578532069814,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0030904448067303747, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 1345, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low|b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,1.001826104358815,production,False,False,0.1,1.001826104358815,0.13020177811803693,1.0,0.0059852177310054005,0.004382217351064994,0.0512264370849857,4,0.9206476375051074,within_leaf_future_edge,0.03936073211435293,
(*)|(*)|(excess_6h_ts_resid<=-0.21882983&symbol_minus_mkt_ret_1h>0.32333866),*,*,excess_6h_ts_resid<=-0.21882983&symbol_minus_mkt_ret_1h>0.32333866,0.0026789253170136362,0.0026789253170136362,0.00125970661794176,0.018780102021992207,0.1034207967918447,0.00753390913724516,1.0,1.0,0.526579739217653,969,,,0.0506394234828412,0.048103376557633526,0.053735898543119665,0.056271945468327346,,1.0,0.14148684584876425,3.5843471793195256,1.0,0.28295989241451025,-0.0732291699479391,0.7708110250532627,0.4975195715381853,0.9349697632951237,3.1250000000000013e-07,0.0002863796972308611,0.01,0.01,0.01,0.01,0.01,0.0023939971249296757,0.0023939971249296757,8.539581270943403e-05,0.0025935295043042024,4,1,1,2,2,stage_a_context,,short,2-way,False,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,production,0.09433333333333334,0.14148684584876425,-0.0732291699479391,0.019910141825675964,1.0,primary_target,0,,0.8791564620343302,,0.5480249590027031,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0026789253170136362, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 969, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low|b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.674751809638632,production,False,False,0.15,0.674751809638632,0.12383795710362629,1.0,0.006143848244695605,0.004185962872748027,0.06135512523069861,4,0.9349697632951237,within_leaf_future_edge,0.038660456774384164,
(*)|(dist_rolling_7d_high>0.074363917)|(impact_per_oi_intensity_z_24h<=0.81951946&mark_vs_perp_bps<=-1.6473221&trend_acceleration<=-0.01606977),*,dist_rolling_7d_high>0.074363917,impact_per_oi_intensity_z_24h<=0.81951946&mark_vs_perp_bps<=-1.6473221&trend_acceleration<=-0.01606977,0.0044174857321195304,0.0044174857321195304,0.00039301587989585694,0.02066696109250188,0.08243184543887264,0.010773453088621276,1.0,1.0,0.5572289156626506,801,,,0.0648499384853067,0.05254171382003713,0.05683759387632768,0.06914581854159725,,1.0,0.13180291574071096,4.260195697324643,1.0,0.23129414021968842,-0.08291310005599242,0.7134558409452438,0.501390445142359,0.6226838526862102,3.1250000000000013e-07,0.00029670347272572764,0.01,0.01,0.01,0.01,0.023461801931262016,0.0023725043868942255,0.0023725043868942255,9.163084300446603e-05,0.004325854889115064,4,1,1,4,4,stage_a_context,,short,4-way,False,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,production,0.07053333333333334,0.13180291574071096,-0.08291310005599242,-0.007436037063598633,0.7189095270219621,primary_target,0,,0.46161833445768674,,0.5397082860537572,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0044174857321195304, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 801, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low|b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.5079388475704394,production,False,False,0.1,0.5079388475704394,0.032873912116045366,0.75,0.0021836262114973337,0.0018482402209175758,-0.01751281352667204,4,0.6226838526862102,within_leaf_future_edge,0.037552574134814415,
(*)|(dist_range_mid_atr>-0.0095162336)|(asset_minus_universe_median_ret_24h>-0.27885753&log_oi_to_volume_1d<=40.134907&mark_vs_perp_bps<=1.3241471&rv_24h_peer_resid>-0.0056364504),*,dist_range_mid_atr>-0.0095162336,asset_minus_universe_median_ret_24h>-0.27885753&log_oi_to_volume_1d<=40.134907&mark_vs_perp_bps<=1.3241471&rv_24h_peer_resid>-0.0056364504,0.005135982821229845,0.005135982821229845,0.001194950932574056,0.023714732844382524,0.11237204857207106,0.011752428108436847,1.0,1.0,0.7011033099297894,956,,,0.09006670395724656,0.08585680279267799,0.08938461027041428,0.09359451143498286,,1.0,0.07125573583444798,1.4175384645187175,0.75,0.23009091895073652,-0.14346027996225538,0.7696272272150964,0.19613156252314048,0.0,3.1250000000000013e-07,7.875121480324276e-06,0.01,0.01,0.01,0.01,0.03671853430569172,0.002363042903624759,0.002363042903624759,9.014351864153951e-05,0.005045839302588306,4,1,1,5,5,stage_a_context,,short,5-way,False,b_mask_ic_uplift_too_low,production,0.098,0.07125573583444798,-0.14346027996225538,-0.002203330397605896,1.0,primary_target,0,,0.9292834720035978,,0.608902391727462,b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.005135982821229845, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 956, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.768695136319133,production,False,False,0.1,0.768695136319133,-0.01902691742025177,0.25,-0.0020810621856170598,-0.0010016929379239822,-0.032312358621227735,4,0.0,within_leaf_future_edge,0.029434635944972413,
(*)|(dist_local_swing<=0.00080100633)|(compression_ratio>0.010653801&mark_vs_perp_bps<=1.9248385),*,dist_local_swing<=0.00080100633,compression_ratio>0.010653801&mark_vs_perp_bps<=1.9248385,0.0035607817699201405,0.0035607817699201405,0.0013652245587551272,0.021627705078572035,0.10462226594708043,0.009915943588911843,1.0,1.0,0.739,1007,,,0.06510733109064148,0.057016602804582484,0.0706234340923485,0.0787141623784075,,1.0,0.09333591476932833,2.624696711749882,0.75,0.1426108186133206,-0.12138010102737504,0.6876169890165329,0.2242964708680626,0.7599382703274037,3.1250000000000013e-07,2.453495650424532e-07,0.01,0.01,0.01,0.01,0.02619052305817604,0.0023571802500951607,0.0023571802500951607,7.029067643159205e-05,0.0034904910934885486,4,1,1,3,3,stage_a_context,,short,3-way,False,b_mask_ic_uplift_too_low,production,0.09386666666666667,0.09333591476932833,-0.12138010102737504,-0.01453891396522522,1.0,primary_target,0,,0.8858846893036503,,0.5979096035010293,b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0035607817699201405, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 1007, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.5141640566184494,production,False,False,0.3,0.5141640566184494,0.04663884920888184,1.0,0.0030001514837800516,0.0015875436900419674,0.028862191267577386,4,0.7599382703274037,within_leaf_future_edge,0.029103352250894006,
(*)|(*)|(spike_score_surprise<=0.28486592&symbol_minus_mkt_ret_1h>0.43479595),*,*,spike_score_surprise<=0.28486592&symbol_minus_mkt_ret_1h>0.43479595,0.0022995340623310767,0.0022995340623310767,0.0013383378221050587,0.018554401583969593,0.11136821077880218,0.014444232699885581,1.0,1.0,0.5171026156941649,1129,,,0.04666145096058224,0.03943864870003551,0.05133116616658545,0.05855396842713218,,1.0,0.14199763128402254,3.521780720559844,1.0,0.26328730769455433,-0.07271838451268081,0.7676601856946945,0.5422427748362298,0.9324046871016354,3.1250000000000013e-07,0.0005099247415528745,0.01,0.01,0.01,0.01,0.01,0.0023494331425490326,0.0023494331425490326,8.515795182576549e-05,0.002214376110505311,4,1,1,2,2,stage_a_context,,short,2-way,False,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,production,0.0942,0.14199763128402254,-0.07271838451268081,0.004373431205749512,1.0,primary_target,0,,0.9236619803612922,,0.526894079395613,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0022995340623310767, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 1129, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low|b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.6270434040130771,production,False,False,0.15,0.6270434040130771,0.1959292619088919,1.0,0.009126079905817805,0.004793672015750103,0.057163107711907496,4,0.9324046871016354,within_leaf_future_edge,0.03839814907872195,
