feature_a,feature_b,lift,final_pair_score
wick_ratio_4h_max,volu_z,19.528642233386158,19.528642233386158
dist_vwap_96_atr,roc_div,11.367529757985732,11.367529757985732
rvol_hod_base,signed_max_bar_ret_5h,9.190561132704573,9.190561132704573
rvol_hod_base,roc_div,8.392874077084603,8.392874077084603
body_ratio,volu_z,7.548729644015251,7.548729644015251
rvol_hod_base,impact_z,7.246521035144517,7.246521035144517
pullback_72,dv_z,6.958935801041063,6.958935801041063
wick_ratio_4h_max,climax_range_24,6.770050341766513,6.770050341766513
rvol_hod_base,climax_range_24,6.52927774700126,6.52927774700126
pullback_8,dv_z,6.519808966606541,6.519808966606541
evr_slope,rvol_hod_base,6.135488641289106,6.135488641289106
signed_max_bar_ret_5h,impact_z,5.572676002310967,5.572676002310967
pullback_48,tfq_dir2h_signed_mag,5.414505799443321,5.414505799443321
pullback_72,signed_max_bar_ret_5h,5.384604110356494,5.384604110356494
evr_slope,volu_z,5.355843282238631,5.355843282238631
dv_z,kf_score_mean,5.250952191324336,5.250952191324336
body_ratio,volume_trend_alignment,5.239095408865759,5.239095408865759
liq_regime,roc_div,5.229068131944243,5.229068131944243
dist_from_high_48h,wick_ratio_4h_max,5.226574579339565,5.226574579339565
ll_count_24,dv_z,5.112966830071524,5.112966830071524
dist_vwap_96_atr,ffd_d4_05,4.937729225038151,4.937729225038151
pullback_72,volu_z,4.935915758773809,4.935915758773809
rvol_hod_base,ret8h,4.850921651319174,4.850921651319174
pullback_8,tfq_dir2h_abs_prod,4.741404803038084,4.741404803038084
G_TF_GRIND,impact_z,4.7282303952073415,4.7282303952073415
dv_z,wick_ratio_4h_max,4.546192578766697,4.546192578766697
impact_z,climax_range_24,4.45895857829907,4.45895857829907
ll_count_24,volu_z,4.445864753801604,4.445864753801604
wick_ratio_4h_max,impact_12,4.31341059085674,4.31341059085674
vol_state,liq_regime,4.229990320218808,4.229990320218808
pullback_8,pullback_48,5.231924910711838,4.1855399285694705
dv_z,signed_max_bar_ret_5h,4.184212453659167,4.184212453659167
liq_regime,rsi_slope_base,4.182266465064171,4.182266465064171
atr_pct_change,impact_z,4.174515216399319,4.174515216399319
pullback_4,volu_z,4.088583454337617,4.088583454337617
vol_state,signed_max_bar_ret_5h,4.036952753144734,4.036952753144734
kf_atr_mean,signed_max_bar_ret_5h,4.006211021887132,4.006211021887132
ret8h,climax_range_24,4.000007615922787,4.000007615922787
trend_regime,rvol_hod_base,3.9886627129939787,3.9886627129939787
trend_regime,volu_z,3.931171889804136,3.931171889804136
dv_z,tfq_dir2h_signed_mag,3.891491509259331,3.891491509259331
dist_from_high_48h,volu_z,3.8690992772061237,3.8690992772061237
pullback_48,wick_ratio_4h_max,3.8673775084497684,3.8673775084497684
trend_regime,volume_trend_alignment,3.854386616556569,3.854386616556569
dv_z,impact_z,3.8057231204286732,3.8057231204286732
ll_count_24,impact_z,3.80054736330739,3.80054736330739
vol_expansion_ratio,wick_ratio_4h_max,3.7859069613364253,3.7859069613364253
trend_regime,tfq_dir2h_abs_prod,3.780752822409077,3.780752822409077
