fold_id,seed,group,gain,split
0,42,location,2019.4215,304.0
0,42,regime,3881.604,595.0
1,42,location,1759.7264,295.0
1,42,regime,3945.5183,661.0
2,42,location,602.2881,86.0
2,42,regime,1080.6997,147.0
3,42,location,164.4581,14.0
3,42,regime,205.66142,28.0
4,42,location,3492.977,1216.0
4,42,regime,7237.469,2555.0
