,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
mfe_4h,0.2230389,0.005102927,9.748591,86.666664,3.3993464,2209.5752,82967.86,5149.865,1336669.1,46.001236,2.8520858,741.953,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.95000005,1.0
mfe_2h,0.19789818,0.0035645736,10.98692,105.5,4.425306,2515.1367,60927.68,3274.4438,1133683.2,33.280994,1.7966133,616.507,2.0,0.32602298,0.32602298,0.8863367,1.0,1.0,0.0,2.0,0.0,0.88748515,2.0
mfe_8h,0.12593995,0.0051067155,3.1058853,87.166664,5.335937,1423.935,33168.86,3405.1277,323093.06,17.6818,1.8821262,166.11324,3.0,0.18212184,0.18212184,0.5610075,1.0,1.0,0.0,3.0,0.0,0.70855415,3.0
dist_from_low_48h,0.054640535,0.0019579716,1.5248374,59.333332,3.72678,944.6344,13501.254,1384.3749,131672.31,7.247238,0.73145014,71.80593,4.0,0.0,0.0,0.23865686,1.0,1.0,0.0,4.0,0.0,0.5312613,4.0
dist_from_low_120h,0.035628125,0.004079502,0.31115642,47.166668,5.2095,427.0457,8184.839,1589.4268,42148.27,4.4334755,0.8614584,22.816776,7.0,0.0,0.0,0.15270016,0.9714286,1.0,0.0,5.0,0.16666667,0.47684225,5.0
impact_24,0.03012174,0.0016869665,0.53784066,48.333332,1.5986105,1461.3385,6545.4014,885.0071,48408.973,3.6327775,0.4826221,27.344524,5.0,0.0006116584,0.0006116584,0.12780532,0.94285715,1.0,0.0,6.0,0.33333334,0.4560072,6.0
dir_path_edge_2h,0.022418758,0.0034275274,0.14663653,24.0,2.236068,257.59503,4923.4326,468.3472,51756.88,2.6946912,0.22856352,31.769548,6.0,0.0,0.0,0.0929795,0.8,0.8333333,0.35832676,8.0,1.1666666,0.39405507,7.0
clv_mean_4,0.025367761,0.0039118384,0.16450661,41.5,2.43242,708.03973,5754.3237,1252.0203,26447.049,3.2629468,0.69982684,15.21351,8.0,0.009211797,0.009211797,0.106312186,0.85714287,0.6666667,0.0,7.5,0.8333333,0.37275743,8.0
time_since_trough_12h,0.023925072,0.004892863,0.11698858,43.833332,6.0941687,315.27863,5781.4062,1456.4612,22949.227,3.19871,0.7919833,12.919142,10.0,0.008018953,0.008018953,0.09978967,0.8,0.5,0.0,8.5,1.1666666,0.32988435,9.0
ts_12,0.011691493,0.0013569448,0.10073439,31.0,1.0,961.0,2699.3547,247.31586,29462.39,1.5619324,0.13812,17.663141,9.0,0.0,0.0,0.044480633,0.7714286,0.0,0.3757539,20.0,1.3333334,0.2361092,10.0
mae_4h,0.0019429,0.0008378054,0.004505653,15.0,5.6862407,39.569202,480.83157,170.1114,1359.1035,0.30299878,0.119364716,0.76914066,40.0,0.0,0.0,0.00040642434,0.74285716,0.0,0.98926413,40.0,1.5,0.23540103,11.0
kf_vol_ratio_mean,0.005958535,0.0010286792,0.034514293,19.666666,2.0548046,188.23093,1149.0812,161.6621,8167.576,0.7158928,0.089407414,5.7322145,21.0,0.0,0.0,0.018561447,0.74285716,0.0,0.59277165,28.0,1.5,0.22556168,12.0
vol_high,0.0018530047,0.00036338,0.009449134,22.666666,4.1499667,123.80287,343.16357,102.60619,1147.701,0.22005671,0.059387118,0.8154118,37.0,0.0,0.0,0.0,0.8857143,0.0,0.0,39.0,0.6666667,0.22142857,13.0
t_be_proxy,0.0030351519,0.0009295351,0.0099104885,20.666666,1.7950549,237.93762,566.0443,175.931,1821.2034,0.3701064,0.11366591,1.2050997,35.0,0.0,0.0,0.005344587,0.6857143,0.0,0.91041964,36.5,1.8333334,0.21988907,14.0
is_trending,0.0031426891,0.0015071465,0.005460924,12.0,5.5677643,21.552637,721.98926,347.2497,1250.9454,0.44400245,0.21279016,0.7720368,38.0,0.0,0.0,0.0058307718,0.6571429,0.0,0.9998369,34.5,2.0,0.21748449,15.0
rvol_hod_base,0.007699791,0.0018925774,0.03132595,23.333334,4.346135,125.27095,1556.2001,465.5223,5202.2397,0.8998377,0.23999633,3.3738344,28.0,0.00040807197,0.00040807197,0.026433812,0.6,0.0,0.971128,25.5,2.3333333,0.21309501,16.0
ll_count_12,0.009260507,0.0023820328,0.0360016,17.333334,2.8674417,104.77787,2443.8552,705.54565,8464.978,1.3104513,0.38189358,4.4967566,22.0,0.0,0.0,0.033489943,0.62857145,0.0,0.689816,23.5,2.1666667,0.21005315,17.0
signed_vol,0.004737812,0.0011844772,0.018950861,19.333334,1.5986105,233.81416,953.8076,265.17407,3430.7617,0.59428895,0.16414857,2.1515834,31.0,0.0,0.0,0.0130424565,0.6,0.0,1.0,31.5,2.3333333,0.20717335,18.0
ffd_dist_ema_fast_04,0.010804804,0.0016055556,0.072712384,16.833334,2.2669117,124.99874,3196.0308,572.38446,17845.72,1.6381853,0.30143082,8.903041,13.5,0.0,0.0,0.040471837,0.6571429,0.0,0.0,19.0,2.0,0.18654522,19.0
tfq_x_dir_edge_2h,0.016236965,0.0033369365,0.07900631,27.833334,2.409472,321.52042,3896.3596,982.5336,15451.499,2.2325108,0.5366731,9.287039,15.0,0.0,0.0,0.06503109,0.6,0.0,0.0,12.0,2.3333333,0.18576711,20.0
z_vwap_12,0.0041660215,0.000752048,0.023077961,17.166666,2.3392782,125.97666,907.3562,216.43683,3803.8594,0.51721704,0.127195,2.103176,29.5,0.0,0.0,0.010457343,0.54285717,0.0,0.7695788,32.0,2.6666667,0.17994477,21.0
bb_pos_24,0.009796051,0.0020957037,0.045790162,14.0,1.8257419,107.35362,2440.4878,587.6363,10135.489,1.2340928,0.2949777,5.163052,18.0,0.0,0.0,0.03591118,0.4857143,0.0,0.7304431,21.5,3.0,0.17770189,22.0
vw_breakout,0.003586227,0.0005550758,0.02316985,12.333333,1.4907119,102.03924,856.2868,101.98813,7189.337,0.455028,0.06223787,3.3267603,26.0,0.0,0.0,0.007836044,0.51428574,0.0,0.67982453,36.0,2.8333333,0.16687249,23.0
kf_innov_var,0.0034608643,0.0016802491,0.00594038,11.666667,5.497474,20.63237,690.3144,349.9292,1134.8342,0.4710247,0.23402129,0.790043,39.0,0.0,0.0,0.0072692684,0.54285717,0.0,0.54171807,34.0,2.6666667,0.1667983,24.0
dir_path_risk_long_2h,0.0134567395,0.0021250246,0.08521494,37.5,2.6299555,534.70483,2893.6863,517.7273,16173.418,1.6209242,0.2773352,9.473718,11.0,0.0,0.0,0.05246146,0.54285717,0.0,0.0,16.0,2.6666667,0.1645681,25.0
time_since_event_extreme_12h,0.01287493,0.0023298294,0.07114848,33.166668,2.9674156,370.7023,2906.1145,498.73672,16933.787,1.6337385,0.2788953,9.570264,13.5,0.0,0.0,0.04983105,0.54285717,0.0,0.0,15.0,2.6666667,0.16312137,26.0
hh_count_12,0.0066785775,0.001235506,0.03610132,30.833334,3.5316033,269.19626,1302.076,272.16183,6229.3896,0.8255948,0.1613742,4.2237654,24.0,0.0,0.0,0.02181682,0.6,0.0,0.0,29.0,2.3333333,0.16199926,27.0
bb_pos_12,0.0042997003,0.0014603855,0.012659274,15.166667,1.462494,157.28459,894.4269,349.7613,2287.2727,0.5029845,0.1827433,1.3844196,33.0,0.0,0.0,0.011061716,0.4,0.0,0.92462194,32.5,3.5,0.15231505,28.0
atr_state,0.015359493,0.0027549707,0.08563214,33.166668,3.5316033,311.4811,3435.6704,737.0111,16015.811,1.9148328,0.40718406,9.004736,12.0,0.0034930988,0.0034930988,0.061063968,0.42857143,0.0,0.0,14.5,3.3333333,0.14072804,29.0
kf_ret1h_mean,0.0058212653,0.0019251987,0.017601885,11.5,2.43242,54.369724,1317.9619,516.912,3360.3857,0.6891513,0.2589068,1.8343648,32.0,0.0,0.0,0.01794084,0.37142858,0.0,0.5911042,27.5,3.6666667,0.13227981,30.0
z_vwap_24,0.014539941,0.0046004923,0.04595375,20.666666,4.459696,95.77135,3515.7854,1139.2174,10850.208,1.8066031,0.5839973,5.5887494,17.0,0.0,0.0,0.057358705,0.2857143,0.0,0.47030282,15.5,4.1666665,0.126491,31.0
t_trail_proxy,0.012281025,0.0034407913,0.043833982,40.0,5.5075707,290.50922,2476.4521,870.74664,7043.1685,1.5332837,0.5060787,4.6454415,20.0,0.005218699,0.005218699,0.047145955,0.37142858,0.0,0.14835243,16.5,3.6666667,0.12620504,32.0
kf_score_mean,0.014415768,0.0048473114,0.042872086,35.5,7.5,168.03334,2957.1514,1000.90967,8736.797,1.7544003,0.5851456,5.2600927,19.0,0.0,0.0,0.056797307,0.34285715,0.0,0.16441263,12.5,3.8333333,0.12517343,33.0
vol_z_30_calm,0.004201113,0.0019172601,0.009205506,25.0,4.4347115,140.93362,710.397,325.83893,1548.814,0.45991078,0.20378883,1.0379269,36.0,0.0,0.0,0.010615994,0.37142858,0.0,0.3964283,33.5,3.6666667,0.118517354,34.0
press_12,0.013881052,0.0039707543,0.048525695,18.0,3.1091263,104.209335,3224.4233,858.4654,12111.037,1.7008318,0.4533621,6.380835,16.0,0.0,0.0,0.054379813,0.2857143,0.0,0.3149878,17.0,4.1666665,0.11708686,35.0
ffd_cvar_5pct_06,0.006454883,0.0017344157,0.024022799,23.5,3.86221,142.98808,1310.3888,508.97388,3373.6873,0.7564477,0.2778557,2.0593894,29.5,0.0,0.0,0.02080548,0.34285715,0.0,0.35866874,25.5,3.8333333,0.115090735,36.0
ret120h,0.00509332,0.0025918684,0.01000896,23.666666,2.6246693,213.40254,968.818,444.72,2110.56,0.5948044,0.26206315,1.3500267,34.0,0.0,0.0,0.014649737,0.22857143,0.0,0.5814788,32.0,4.5,0.09427415,37.0
impact_12,0.01047553,0.0025882835,0.04239749,30.5,5.8523498,158.95325,2181.0637,747.26227,6365.9565,1.291047,0.41948298,3.9734683,23.0,0.0,0.0,0.038983162,0.25714287,0.0,0.0,21.0,4.3333335,0.085726455,38.0
ffd_dist_ema_slow_04,0.010632233,0.003893985,0.02903051,19.5,3.354102,113.368645,2282.2222,820.4844,6348.1265,1.1769505,0.41830263,3.3115075,27.0,0.0,0.0,0.039691627,0.028571429,0.0,0.52472067,19.5,5.6666665,0.055209287,39.0
vol_expansion_ratio,0.013182589,0.005397611,0.032195844,27.5,5.3463383,141.45195,2746.0222,1242.7712,6067.599,1.5786487,0.67702466,3.6810057,25.0,0.0,0.0,0.051222,0.0,0.0,0.48402008,13.0,5.8333335,0.052373104,40.0
