fold_id,seed,group,used_feature_count,split_count
0,42,location,24,589
0,42,regime,30,3585
1,42,location,17,136
1,42,regime,29,829
2,42,location,13,40
2,42,regime,17,210
3,42,location,12,32
3,42,regime,16,168
4,42,location,19,202
4,42,regime,29,1205
