generated_boolean,group,source_feature,support,support_pct,usable_support,nan_rate_before,nan_rate_ts
loc_dist_ema20_atr_ts_top20,location,dist_ema20_atr,322310,0.8058555855585559,144610,0.0,0.14340786430223593
loc_dist_ema20_atr_ts_bot20,location,dist_ema20_atr,77936,0.19485948594859487,77936,0.0,0.14340786430223593
loc_dist_ema20_atr_ts_top30,location,dist_ema20_atr,285861,0.7147239723972397,181059,0.0,0.14340786430223593
loc_dist_ema20_atr_ts_bot30,location,dist_ema20_atr,114374,0.285963596359636,114374,0.0,0.14340786430223593
loc_dist_ema20_atr_ts_top40,location,dist_ema20_atr,251469,0.6287353735373538,215451,0.0,0.14340786430223593
loc_dist_ema20_atr_ts_bot40,location,dist_ema20_atr,148751,0.3719146914691469,148751,0.0,0.14340786430223593
loc_dist_ema20_atr_ts_top50,location,dist_ema20_atr,202593,0.5065331533153316,202593,0.0,0.14340786430223593
loc_dist_ema20_atr_ts_bot50,location,dist_ema20_atr,197624,0.4941094109410941,197624,0.0,0.14340786430223593
loc_dist_ema20_atr_ts_top60,location,dist_ema20_atr,148612,0.3715671567156716,148612,0.0,0.14340786430223593
loc_dist_ema20_atr_ts_bot60,location,dist_ema20_atr,251609,0.629085408540854,215311,0.0,0.14340786430223593
loc_dist_ema20_atr_ts_top70,location,dist_ema20_atr,114591,0.2865061506150615,114591,0.0,0.14340786430223593
loc_dist_ema20_atr_ts_bot70,location,dist_ema20_atr,285640,0.7141714171417142,181280,0.0,0.14340786430223593
loc_dist_ema20_atr_ts_top80,location,dist_ema20_atr,78071,0.1951970197019702,78071,0.0,0.14340786430223593
loc_dist_ema20_atr_ts_bot80,location,dist_ema20_atr,322174,0.8055155515551555,144746,0.0,0.14340786430223593
loc_dist_ema20_atr_ts_band20_80,location,dist_ema20_atr,244524,0.6113711371137114,222396,0.0,0.14340786430223593
loc_dist_ema20_atr_ts_band25_75,location,dist_ema20_atr,207561,0.5189543954395439,207561,0.0,0.14340786430223593
loc_dist_ema20_atr_ts_band30_70,location,dist_ema20_atr,171541,0.4288953895389539,171541,0.0,0.14340786430223593
