rejection_reason,count
b_sign_consistency_too_low,532
b_support_too_low,176
b_mask_ic_uplift_too_low,371
b_min_fold_support_too_low,208
low_support,6
b_decile_spread_too_low,6
b_positive_ic_fraction_too_low,144
b_support_too_high,12
b_support_instability_too_high,5
b_oos_ic_too_low,10
