fold_id,seed,regime_family,gain,split
0,42,asset_relative_funding,3.88561,1.0
0,42,asset_state,178.09778,17.0
0,42,compression,384.20972,28.0
0,42,context,17.541912,5.0
0,42,crowding,2.08032,1.0
0,42,funding,103.88429,20.0
0,42,liquidity,73.98999,9.0
0,42,momentum,2.88073,1.0
0,42,open_interest,2463.8428,143.0
0,42,path_structure,130.40944,16.0
0,42,perp_tradeability,604.37006,70.0
0,42,residual,36.33804,13.0
0,42,trend,68.15284,7.0
0,42,volatility,44.38145,8.0
0,42,volatility_term_structure,75.72732,13.0
1,42,asset_relative_funding,19.51339,6.0
1,42,asset_state,127.27424,11.0
1,42,compression,412.7822,44.0
1,42,context,51.014843,10.0
1,42,crowding,0.469191,1.0
1,42,funding,157.38562,37.0
1,42,liquidity,222.43272,35.0
1,42,momentum,73.36052,10.0
1,42,open_interest,3455.7744,285.0
1,42,path_structure,382.2285,56.0
1,42,perp_tradeability,1014.93524,153.0
1,42,residual,146.00735,40.0
1,42,trend,72.08049,12.0
1,42,volatility,44.60041,9.0
1,42,volatility_term_structure,77.46561,16.0
2,42,asset_relative_funding,11.428619,3.0
2,42,asset_state,213.53929,15.0
2,42,compression,357.71115,37.0
2,42,context,13.415723,5.0
2,42,crowding,3.52415,1.0
2,42,funding,88.45728,24.0
2,42,liquidity,150.85478,23.0
2,42,momentum,28.80703,5.0
2,42,open_interest,2529.236,209.0
2,42,path_structure,224.37009,30.0
2,42,perp_tradeability,925.87805,102.0
2,42,residual,91.35214,32.0
2,42,trend,66.935135,14.0
2,42,volatility,30.58162,7.0
2,42,volatility_term_structure,59.292778,13.0
3,42,asset_relative_funding,33.02804,10.0
3,42,asset_state,268.2718,27.0
3,42,compression,431.533,53.0
3,42,context,73.66236,15.0
3,42,crowding,8.810659,4.0
3,42,funding,141.6107,33.0
3,42,liquidity,242.57199,40.0
3,42,momentum,48.934887,14.0
3,42,open_interest,3533.7393,362.0
3,42,path_structure,213.01227,45.0
3,42,perp_tradeability,737.1676,154.0
3,42,residual,162.86794,44.0
3,42,trend,122.28871,20.0
3,42,volatility,35.13575,8.0
3,42,volatility_term_structure,83.14443,21.0
4,42,asset_state,152.76962,11.0
4,42,compression,331.43884,26.0
4,42,context,84.11589,8.0
4,42,crowding,0.300684,1.0
4,42,funding,22.289854,6.0
4,42,liquidity,128.51903,17.0
4,42,momentum,8.58128,1.0
4,42,open_interest,1988.0068,129.0
4,42,path_structure,87.73418,17.0
4,42,perp_tradeability,323.1471,47.0
4,42,residual,46.118847,15.0
4,42,trend,39.488937,8.0
4,42,volatility,16.6437,3.0
4,42,volatility_term_structure,11.06994,5.0
