canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(*)|(oi_vol_15d_robust_z<=-0.34895322&price_trend_10d_vol_norm>-0.099684842&price_trend_15d_vol_norm<=0.00000000000000000000000000000000001&true_range_percentile<=0.16010714),4,4,regime,open_interest|volatility,,open_interest|volatility
(*)|(*)|(oi_vol_15d_robust_z>-0.34895322&price_trend_10d_vol_norm>-0.099684842&price_trend_15d_vol_norm<=0.00000000000000000000000000000000001&true_range_percentile<=0.16010714),4,4,regime,open_interest|volatility,,open_interest|volatility
(*)|(*)|(price_trend_10d_vol_norm>-0.099684842&price_trend_15d_vol_norm>0.00000000000000000000000000000000001&volume_trend_48<=-0.13613497),3,3,regime,liquidity|open_interest,,liquidity|open_interest
(*)|(*)|(oi_rank<=0.79910713&price_trend_10d_vol_norm>-0.099684842&price_trend_15d_vol_norm>0.00000000000000000000000000000000001&volume_trend_48>-0.13613497),4,4,regime,liquidity|open_interest,,liquidity|open_interest
(*)|(*)|(oi_rank>0.79910713&price_trend_10d_vol_norm>-0.099684842&price_trend_15d_vol_norm>0.00000000000000000000000000000000001&volume_trend_48>-0.13613497),4,4,regime,liquidity|open_interest,,liquidity|open_interest
(*)|(dist_ma100_atr<=0.028141381&dist_oiw_abs_delta_12h_atr<=-0.0055918493&loc_prev_day_range_pos_24>0.11984637)|(efficiency_ratio_20<=-0.31299281&log_oi_to_volume_1d<=40.975201),5,5,location|regime,open_interest|path_structure,context|open_interest_location,context|open_interest|open_interest_location|path_structure
(*)|(dist_ma100_atr<=0.028141381&dist_oiw_abs_delta_12h_atr>-0.0055918493&loc_prev_day_range_pos_24>0.11984637)|(efficiency_ratio_20<=-0.31299281&log_oi_to_volume_1d<=40.975201),5,5,location|regime,open_interest|path_structure,context|open_interest_location,context|open_interest|open_interest_location|path_structure
(*)|(dist_ma100_atr<=0.028141381&loc_prev_day_range_pos_24>0.11984637)|(efficiency_ratio_20>-0.31299281&funding_vol_7d_robust_z<=0.31716222&log_oi_to_volume_1d<=40.975201),5,5,location|regime,open_interest|path_structure,context,context|open_interest|path_structure
(*)|(dist_ma100_atr>0.028141381&loc_prev_day_range_pos_24>0.11984637)|(log_oi_to_volume_1d<=40.975201),3,3,location|regime,open_interest,context,context|open_interest
(*)|(*)|(log_oi_to_volume_1d>40.975201&oi_rank>0.26636904&price_rv_15d_robust_z<=-0.018741768),3,3,regime,open_interest,,open_interest
(*)|(*)|(asset_funding_rate_mean_7d<=-0.0000054291818&dist_funding_pressure_price_96h_atr>-1.1020741&price_trend_15d_vol_norm<=0.029654495),3,3,regime,open_interest|perp_tradeability,,open_interest|perp_tradeability
(*)|(dist_funding_pressure_price_12h_atr<=0.75256097)|(asset_funding_rate_mean_7d>-0.0000054291818&log_oi_to_volume_1d<=40.01804&oi_trend_10d_robust_z>-0.14660257&price_trend_15d_vol_norm<=0.029654495),5,5,location|regime,open_interest|perp_tradeability,open_interest_location,open_interest|open_interest_location|perp_tradeability
(*)|(dist_oiw_signed_delta_12h_atr>-0.15155919&loc_pullback_depth_24>0.12346752)|(price_trend_15d_vol_norm>0.029654495),3,3,location|regime,open_interest,open_interest_location|path_structure,open_interest|open_interest_location|path_structure
(*)|(dist_ma100_atr<=0.014089184&dist_oiw_abs_delta_12h_atr<=0.47433579)|(asset_funding_rate_mean_15d<=0.0000084054163&log_oi_to_volume_1d<=2.5598366&up_down_return_mass_ratio_tanh>-0.55871409),5,5,location|regime,open_interest|path_structure|perp_tradeability,context|open_interest_location,context|open_interest|open_interest_location|path_structure|perp_tradeability
(*)|(dist_ma100_atr>0.014089184)|(log_oi_to_volume_1d<=2.5598366),2,2,location|regime,open_interest,context,context|open_interest
(*)|(*)|(log_oi_to_volume_1d>40.183464&price_trend_15d_vol_norm>0.009875535),2,2,regime,open_interest,,open_interest
(*)|(dist_local_swing<=0.000090501271)|(log_oi_to_volume_1d<=41.395897&price_trend_15d_vol_norm>-0.069546968),3,3,location|regime,open_interest,context,context|open_interest
(*)|(dist_local_swing>0.0099999961)|(log_oi_to_volume_1d<=41.395897&oi_to_volume_1d_z_90d<=0.272488&price_trend_15d_vol_norm>-0.069546968&range_per_funding_abs_z_24h<=0.26238874),5,5,location|regime,open_interest|perp_tradeability,context,context|open_interest|perp_tradeability
(*)|(dist_local_swing>0.000090501271)|(log_oi_to_volume_1d<=41.395897&oi_to_volume_1d_z_90d>0.272488&price_trend_15d_vol_norm>-0.069546968),4,4,location|regime,open_interest,context,context|open_interest
(*)|(*)|(log_oi_to_volume_1d>41.395897&price_trend_15d_vol_norm<=0.029654495),2,2,regime,open_interest,,open_interest
(*)|(dist_local_swing<=0.00029999856&oiw_pos_delta_entry_dist_14d_atr>-0.75154793)|(*),2,2,location,,context|open_interest_location,context|open_interest_location
(*)|(dist_local_swing>0.00029999856&zscore_price_200<=-1.6557701)|(*),2,2,location,,context,context
(*)|(dist_local_swing>0.00029999856&zscore_price_200>-1.2315063)|(oi_value_z_30d<=-0.58280671),3,3,location|regime,open_interest,context,context|open_interest
(*)|(dist_local_swing>0.00029999856&dist_prior_day_low<=0.03545649&zscore_price_200>-1.2315063)|(asset_atr_level_pct>0.26997915&oi_value_z_30d>-0.58280671),5,5,location|regime,asset_state|open_interest,context,asset_state|context|open_interest
(*)|(dist_local_swing>0.00029999856&dist_prior_day_low>0.03545649&zscore_price_200>-1.2315063)|(compression_ratio>0.01048269&oi_value_z_30d>-0.58280671),5,5,location|regime,open_interest|volatility_term_structure,context,context|open_interest|volatility_term_structure
(*)|(loc_prev_week_range_pos_48>0.24137941)|(asset_funding_rate_mean_15d<=-0.0000082236402&log_oi_to_volume_1d<=41.455032&price_trend_15d_vol_norm<=-0.00089286867),4,4,location|regime,open_interest|perp_tradeability,context,context|open_interest|perp_tradeability
(*)|(loc_prev_week_range_pos_48>0.24137941)|(asset_funding_rate_mean_15d>-0.0000082236402&compression_ratio>-0.32585889&log_oi_to_volume_1d<=41.455032&price_trend_15d_vol_norm<=-0.00089286867),5,5,location|regime,open_interest|perp_tradeability|volatility_term_structure,context,context|open_interest|perp_tradeability|volatility_term_structure
(*)|(dist_prior_day_low<=0.028069675)|(log_oi_to_volume_1d<=41.455032&price_trend_15d_vol_norm>-0.00089286867),3,3,location|regime,open_interest,context,context|open_interest
(*)|(dist_oiw_signed_delta_12h_atr<=0.089623183&dist_prior_day_low>0.028069675)|(log_oi_to_volume_1d<=41.455032&price_trend_15d_vol_norm>-0.00089286867),4,4,location|regime,open_interest,context|open_interest_location,context|open_interest|open_interest_location
(*)|(oiw_pos_delta_entry_dist_7d_atr<=0.00000000000000000000000000000000001)|(log_oi_to_volume_1d>41.455032),2,2,location|regime,open_interest,open_interest_location,open_interest|open_interest_location
(*)|(oiw_pos_delta_entry_dist_7d_atr>0.00000000000000000000000000000000001)|(log_oi_to_volume_1d>41.455032),2,2,location|regime,open_interest,open_interest_location,open_interest|open_interest_location
(*)|(dist_local_swing<=0.00030999258&zscore_price_200<=1.6446148)|(price_trend_15d_vol_norm>-0.04543031),3,3,location|regime,open_interest,context,context|open_interest
(*)|(bars_in_high_vol_state_log_norm<=-0.24460709&dist_local_swing>0.00030999258&zscore_price_200<=1.6446148)|(ema50_slope<=0.11169911&funding_persistence<=0.7589286&price_trend_15d_vol_norm>-0.04543031),6,6,location|regime,funding|open_interest|trend,context,context|funding|open_interest|trend
(*)|(bars_in_high_vol_state_log_norm>-0.24460709&dist_local_swing>0.00030999258&zscore_price_200<=1.6446148)|(funding_persistence<=0.7589286&price_trend_15d_vol_norm>-0.04543031),5,5,location|regime,funding|open_interest,context,context|funding|open_interest
(*)|(dist_local_swing>0.00030999258&zscore_price_200<=1.6446148)|(funding_persistence>0.7589286&price_trend_15d_vol_norm>-0.04543031),4,4,location|regime,funding|open_interest,context,context|funding|open_interest
(*)|(zscore_price_200>1.6446148)|(price_trend_15d_vol_norm>-0.04543031),2,2,location|regime,open_interest,context,context|open_interest
(*)|(loc_prev_week_range_pos_48>0.14814813&zscore_price_200<=-0.97001064)|(compression_ratio>-0.27636889),3,3,location|regime,volatility_term_structure,context,context|volatility_term_structure
(*)|(loc_pullback_depth_24>0.172241&zscore_price_200>-0.97001064)|(fund_abs_z_mkt_resid<=0.50677496&oi_value_log_1d_robust_z>0.21827392),4,4,location|regime,open_interest|residual,context|path_structure,context|open_interest|path_structure|residual
(*)|(loc_pullback_depth_24>0.031900674)|(asset_funding_rate_mean_7d<=-0.0000069314297&dist_funding_pressure_price_96h_atr>-1.6643375),3,3,location|regime,perp_tradeability,path_structure,path_structure|perp_tradeability
(*)|(loc_pullback_depth_24>0.031900674)|(asset_funding_rate_mean_7d>-0.0000069314297&dist_funding_pressure_price_96h_atr>-1.6643375&funding_mean_10d_robust_z<=0.94520414&variance_ratio_10_48<=-0.56994987),5,5,location|regime,open_interest|perp_tradeability|volatility,path_structure,open_interest|path_structure|perp_tradeability|volatility
(*)|(loc_pullback_depth_24>0.031900674&oiw_pos_delta_entry_dist_14d_atr<=0.65478843)|(asset_funding_rate_mean_7d>-0.0000069314297&dist_funding_pressure_price_96h_atr>-1.6643375&funding_mean_10d_robust_z<=0.94520414&variance_ratio_10_48>-0.56994987),6,6,location|regime,open_interest|perp_tradeability|volatility,open_interest_location|path_structure,open_interest|open_interest_location|path_structure|perp_tradeability|volatility
(*)|(loc_pullback_depth_24>0.031900674)|(asset_funding_rate_mean_7d>-0.0000069314297&dist_funding_pressure_price_96h_atr>-1.6643375&funding_mean_10d_robust_z>0.94520414),4,4,location|regime,open_interest|perp_tradeability,path_structure,open_interest|path_structure|perp_tradeability
(*)|(dist_local_swing<=0.0073000789&loc_swing_range_pos_48<=0.022502126)|(price_trend_10d_vol_norm>-0.12598996),3,3,location|regime,open_interest,context,context|open_interest
(*)|(dist_ema200_atr<=0.0022159398&dist_local_swing<=0.0073000789&loc_swing_range_pos_48>0.022502126)|(price_trend_10d_vol_norm>-0.12598996),4,4,location|regime,open_interest,context,context|open_interest
(*)|(dist_ema200_atr>0.0022159398&dist_local_swing<=0.0073000789&loc_swing_range_pos_48>0.022502126)|(price_trend_10d_vol_norm>-0.12598996),4,4,location|regime,open_interest,context,context|open_interest
