fold_id,seed,group,gain,split
0,42,location,1872.9523,163.0
0,42,regime,4189.7925,352.0
1,42,location,2399.0403,306.0
1,42,regime,6257.3247,725.0
2,42,location,2193.9243,245.0
2,42,regime,4795.384,520.0
3,42,location,2525.749,368.0
3,42,regime,6135.7793,850.0
4,42,location,1267.2083,149.0
4,42,regime,3240.2246,294.0
