families_combo,count
context|open_interest,212
context|open_interest|perp_tradeability,77
open_interest,73
open_interest|perp_tradeability,67
compression|context|open_interest,53
context|open_interest|open_interest_location,47
compression|open_interest,44
context|open_interest|path_structure,37
context|perp_tradeability,31
asset_state|context|open_interest,30
compression|open_interest|perp_tradeability,28
context|open_interest|open_interest_location|perp_tradeability,25
open_interest|path_structure|perp_tradeability,24
open_interest|open_interest_location|perp_tradeability,23
compression|context|open_interest|open_interest_location,23
open_interest|path_structure,22
compression|context|open_interest|perp_tradeability,22
compression|context,20
open_interest|open_interest_location,20
context|liquidity|open_interest,19
liquidity|open_interest,19
liquidity|open_interest|perp_tradeability,18
context|funding|open_interest,17
context,17
asset_state|open_interest,16
context|open_interest|perp_tradeability|residual,15
compression|context|perp_tradeability,15
context|path_structure,14
context|open_interest_location|perp_tradeability,14
open_interest|residual,13
open_interest|open_interest_location|path_structure,13
context|open_interest|volatility_term_structure,13
context|open_interest_location,13
context|open_interest|residual,12
context|path_structure|perp_tradeability,12
open_interest|perp_tradeability|residual,12
open_interest|open_interest_location|path_structure|perp_tradeability,12
path_structure|perp_tradeability,12
asset_state|context|open_interest|perp_tradeability,11
context|open_interest|path_structure|perp_tradeability,11
context|liquidity|open_interest|path_structure,10
context|liquidity|open_interest|open_interest_location,9
compression|open_interest|path_structure,9
context|momentum|open_interest,8
funding|open_interest|open_interest_location,8
compression|perp_tradeability,8
context|funding|open_interest|open_interest_location,8
compression|open_interest|path_structure|perp_tradeability,8
compression|context|open_interest|open_interest_location|perp_tradeability,8
compression|open_interest|open_interest_location|path_structure,8
asset_state|compression|context|open_interest,8
context|open_interest|perp_tradeability|volatility_term_structure,8
context|open_interest|open_interest_location|path_structure,8
open_interest|trend,7
compression|open_interest|open_interest_location|perp_tradeability,7
compression|open_interest|open_interest_location,7
compression|context|open_interest_location,7
funding|open_interest,7
compression,7
compression|context|funding|open_interest,7
asset_state|open_interest|perp_tradeability,7
funding|open_interest|perp_tradeability,6
context|liquidity|open_interest|residual,6
open_interest|open_interest_location|residual,6
open_interest|open_interest_location|perp_tradeability|residual,6
context|liquidity|perp_tradeability,6
context|momentum|open_interest|path_structure,5
asset_state|context|liquidity,5
compression|open_interest_location|perp_tradeability,5
context|funding|open_interest|perp_tradeability,5
compression|liquidity|open_interest|perp_tradeability,5
context|open_interest|open_interest_location|trend,5
context|funding|path_structure,5
asset_state|open_interest|trend,5
context|funding|perp_tradeability,5
open_interest|perp_tradeability|trend,5
context|funding,5
asset_state|open_interest|path_structure,5
open_interest|open_interest_location|trend,4
asset_state|open_interest|path_structure|perp_tradeability,4
context|open_interest|open_interest_location|path_structure|perp_tradeability,4
open_interest|path_structure|residual,4
context|open_interest|open_interest_location|perp_tradeability|residual,4
context|open_interest|open_interest_location|residual,4
compression|context|liquidity|open_interest,4
compression|context|open_interest|perp_tradeability|residual,4
compression|context|path_structure,4
context|open_interest|path_structure|volatility,4
compression|path_structure|perp_tradeability,4
asset_state|context|perp_tradeability,4
funding,4
context|liquidity|path_structure,4
compression|context|open_interest|open_interest_location|volatility_term_structure,3
asset_state|compression|open_interest|path_structure,3
open_interest_location|path_structure,3
context|funding|path_structure|trend,3
context|open_interest|volatility,3
compression|context|open_interest|path_structure,3
context|funding|open_interest|open_interest_location|path_structure,3
open_interest|open_interest_location|perp_tradeability|trend,3
compression|context|open_interest|open_interest_location|path_structure,3
asset_state|context|momentum|open_interest,3
open_interest|volatility,3
funding|open_interest|path_structure,3
asset_state|funding|open_interest,3
context|open_interest|perp_tradeability|trend,3
context|trend,3
compression|open_interest|open_interest_location|residual,3
compression|open_interest|volatility_term_structure,3
liquidity|perp_tradeability|trend,3
asset_state|open_interest_location|perp_tradeability,3
asset_state|open_interest|open_interest_location|perp_tradeability,3
context|liquidity|open_interest|path_structure|residual,3
compression|trend,3
context|liquidity,3
open_interest|perp_tradeability|volatility,3
open_interest_location|perp_tradeability|residual,3
context|volatility_term_structure,3
asset_state|context|open_interest|open_interest_location,3
asset_state|compression|open_interest,3
compression|context|open_interest_location|perp_tradeability,3
context|perp_tradeability|residual,2
asset_state|compression|context|residual,2
compression|open_interest_location,2
asset_state|compression|context,2
context|perp_tradeability|trend,2
context|open_interest|trend,2
context|liquidity|open_interest_location|perp_tradeability,2
compression|liquidity|open_interest_location|perp_tradeability,2
asset_relative_funding|context|open_interest,2
context|funding|open_interest|trend|volatility_term_structure,2
compression|open_interest|path_structure|residual,2
asset_state|compression|open_interest|perp_tradeability,2
compression|context|open_interest|path_structure|perp_tradeability,2
compression|funding|open_interest|open_interest_location|path_structure,2
context|open_interest|perp_tradeability|residual|volatility,2
compression|momentum,2
compression|context|residual,2
compression|context|open_interest|trend|volatility_term_structure,2
liquidity|open_interest|open_interest_location|perp_tradeability|volatility,2
asset_state|open_interest|perp_tradeability|trend,2
compression|context|open_interest_location|residual|trend,2
context|liquidity|open_interest|open_interest_location|volatility_term_structure,2
asset_relative_funding|context|open_interest|volatility_term_structure,2
asset_state|open_interest|open_interest_location,2
compression|context|open_interest|open_interest_location|residual,2
compression|context|funding|perp_tradeability,2
asset_state|context|open_interest_location|perp_tradeability|volatility_term_structure,2
asset_state|liquidity|open_interest,2
asset_state|context|open_interest|trend,2
compression|open_interest|volatility,2
asset_state|crowding|liquidity,2
liquidity|open_interest|open_interest_location,2
liquidity|open_interest_location|perp_tradeability|residual,2
compression|open_interest|perp_tradeability|residual,2
asset_relative_funding|open_interest|open_interest_location|path_structure,2
asset_relative_funding|context|open_interest|open_interest_location,2
compression|context|liquidity,2
context|liquidity|residual,2
context|liquidity|open_interest|perp_tradeability,2
path_structure|trend,2
compression|context|open_interest|trend,2
open_interest_location|residual,2
compression|context|liquidity|open_interest|perp_tradeability,2
context|liquidity|open_interest_location|path_structure,2
compression|funding|open_interest|trend,2
perp_tradeability|trend,2
momentum|open_interest|open_interest_location|perp_tradeability,2
context|momentum|open_interest|residual,2
asset_state|compression|open_interest|path_structure|perp_tradeability|trend,2
compression|context|funding|open_interest_location,2
asset_relative_funding|open_interest|open_interest_location|residual,2
context|open_interest_location|residual,2
compression|context|open_interest_location|residual,2
asset_state|momentum|open_interest,2
context|funding|path_structure|perp_tradeability,2
compression|context|path_structure|perp_tradeability|trend,2
asset_state|compression|funding|volatility_term_structure,2
funding|open_interest|path_structure|perp_tradeability,2
compression|context|open_interest|open_interest_location|volatility,2
context|path_structure|volatility,2
context|liquidity|open_interest|open_interest_location|perp_tradeability,2
context|funding|open_interest|open_interest_location|perp_tradeability,2
funding|open_interest|volatility_term_structure,2
open_interest|trend|volatility,2
compression|context|liquidity|perp_tradeability,2
asset_relative_funding|context,2
perp_tradeability,2
liquidity|open_interest|path_structure,2
funding|open_interest|open_interest_location|path_structure,2
liquidity|open_interest|path_structure|perp_tradeability|residual,2
compression|open_interest|path_structure|residual|volatility_term_structure,2
compression|context|open_interest_location|path_structure|perp_tradeability,2
context|funding|open_interest|path_structure,2
context|path_structure|trend,2
context|funding|open_interest|trend,2
context|open_interest_location|path_structure,2
context|open_interest_location|path_structure|residual,2
context|open_interest|path_structure|residual,2
asset_relative_funding|context|open_interest_location|perp_tradeability|residual,2
asset_state|context,2
liquidity|open_interest|residual,2
path_structure|perp_tradeability|trend,2
context|momentum|open_interest|open_interest_location,2
compression|open_interest|residual,2
compression|liquidity|open_interest,2
asset_state|context|open_interest|path_structure,2
liquidity|momentum|open_interest|open_interest_location|perp_tradeability|volatility_term_structure,2
open_interest|residual|volatility,2
compression|funding|open_interest,2
context|liquidity|momentum|open_interest|perp_tradeability,1
path_structure,1
compression|context|liquidity|momentum|open_interest|perp_tradeability,1
asset_state|perp_tradeability,1
momentum|open_interest|open_interest_location|perp_tradeability|volatility_term_structure,1
funding|open_interest|path_structure|perp_tradeability|volatility_term_structure,1
liquidity|open_interest|perp_tradeability|trend,1
liquidity|path_structure|perp_tradeability,1
context|open_interest_location|volatility_term_structure,1
asset_state|compression|open_interest|open_interest_location|path_structure,1
asset_relative_funding|context|open_interest_location,1
compression|momentum|perp_tradeability,1
open_interest|path_structure|trend,1
open_interest|path_structure|residual|trend,1
compression|funding|open_interest|open_interest_location,1
context|liquidity|open_interest|perp_tradeability|volatility_term_structure,1
compression|open_interest|open_interest_location|volatility_term_structure,1
asset_state|funding|liquidity,1
funding|open_interest|perp_tradeability|trend,1
compression|context|trend,1
crowding|open_interest|path_structure,1
context|funding|open_interest_location|path_structure,1
open_interest|open_interest_location|path_structure|perp_tradeability|volatility,1
asset_state|momentum|open_interest|perp_tradeability,1
compression|context|funding,1
liquidity|momentum|open_interest|perp_tradeability,1
compression|liquidity|momentum|open_interest|perp_tradeability,1
compression|funding|path_structure|perp_tradeability,1
asset_state|context|funding|open_interest,1
asset_state|context|trend,1
context|liquidity|path_structure|perp_tradeability,1
context|perp_tradeability|volatility,1
compression|context|open_interest_location|path_structure|residual,1
open_interest|path_structure|perp_tradeability|volatility,1
compression|context|open_interest|residual,1
asset_state|context|residual,1
context|funding|liquidity|open_interest,1
compression|liquidity|momentum|open_interest,1
path_structure|perp_tradeability|volatility,1
liquidity|open_interest|open_interest_location|path_structure,1
compression|funding|open_interest|perp_tradeability,1
compression|perp_tradeability|residual|trend,1
funding|path_structure|perp_tradeability,1
context|funding|perp_tradeability|residual,1
open_interest|volatility_term_structure,1
asset_state|context|open_interest|residual,1
open_interest|open_interest_location|volatility,1
asset_relative_funding|compression|open_interest|open_interest_location|residual,1
compression|context|perp_tradeability|trend,1
context|open_interest_location|perp_tradeability|volatility_term_structure,1
context|open_interest_location|trend,1
compression|funding|open_interest|path_structure,1
asset_state|liquidity|open_interest|perp_tradeability|residual,1
compression|residual,1
compression|perp_tradeability|trend,1
context|open_interest|open_interest_location|volatility_term_structure,1
liquidity|open_interest_location,1
