fold_id,target_mean,target_std,target_p1,target_p50,target_p99
0,0.012753226,0.62200963,-0.9979399,0.016502377,0.9967182
1,0.014818467,0.6234055,-0.9979973,0.02325444,0.9966081
2,0.02017759,0.62411624,-0.99793106,0.032272212,0.9967049
3,0.022184508,0.62398535,-0.99775624,0.036573797,0.9969144
4,0.023675831,0.6277259,-0.99780816,0.03838693,0.99695367
