feature_a,feature_b,lift,final_pair_score
trend_overextension_z,lr_24h,336.8421052631579,336.8421052631579
ret4h,loc_prior_bar_pos_48,234.8623853211009,234.8623853211009
momentum_accel,prog_eff_12,173.23308270676694,173.23308270676694
ret1h_G_VOL_0,trend_z_t,164.10256410256412,164.10256410256412
dist_vwap_atr,loc_initial_balance_pos_24,153.2934131736527,153.2934131736527
dn_vol_6,prior_range,150.58823529411765,150.58823529411765
climax,bb_pos_12,150.58823529411765,150.58823529411765
flow_ratio,shock_decay,138.86181851613497,138.86181851613497
ker_10,trend_strength_percentile,138.2030808539911,138.2030808539911
signed_vol,momentum_accel,135.44973544973544,135.44973544973544
rsi_slope_G_VOL_0,ffd_diff_2_04,134.73684210526318,134.73684210526318
vp_in_hvn_above_zone,up_vol,134.31045969353764,134.31045969353764
ffd_vol_price_corr_10h_04,loc_ema_stack_pos_48,130.6122448979592,130.6122448979592
trend_t,ffd_rv_2h_06,123.67149758454106,123.67149758454106
rsi_slope,trend_acceleration,123.16630355846044,123.16630355846044
tail_asymmetry_q90_q10_atr_norm,ema_slope_norm,119.62616822429906,119.62616822429906
loc_prior_bar_pos_48,compression_ratio_G_VOL_0,111.79039301310044,111.79039301310044
ffd_rv_2h_06,compression_ratio_G_VOL_0,111.79039301310043,111.79039301310043
z_r_12,ffd_diff_8_06,107.11297071129707,107.11297071129707
dist_vwap_atr,second_leg_accel_vol_1h,105.74712643678163,105.74712643678163
lr_24h,rejection_proxy,102.11408057439169,102.11408057439169
trend_t,loc_prior_bar_pos_48,98.93719806763285,98.93719806763285
loc_ema_stack_pos_48,prog_eff_12,98.08429118773947,98.08429118773947
vp_profile_concentration,compression_ratio_G_VOL_0,93.43065693430655,93.43065693430655
delta_stall_6,compression_score_G_VOL_0,91.42857142857144,91.42857142857144
dist_from_high_vol,dir_path_long_2h,87.07482993197279,87.07482993197279
dir_path_risk_short_2h,compression_score_G_VOL_0,82.31511254019293,82.31511254019293
ffd_z_24_06,bars_in_high_vol_state_log_norm_G_VOL_1,79.66609147087885,79.66609147087885
press_12,second_leg_accel_vol_1h,79.01234567901234,79.01234567901234
vol_price_spread,jump_intensity,78.76923076923076,78.76923076923076
ret1h,dist_vwap_atr,77.10843373493977,77.10843373493977
signed_vol,prog_eff_12,76.99248120300753,76.99248120300753
lr_6h,ret5h,75.07331378299119,75.07331378299119
ret4h,compression_ratio_G_VOL_0,74.86879532070029,74.86879532070029
ret24h_G_VOL_1,dn_vol,73.98843930635839,73.98843930635839
ffd_rv_24_05,loc_prior_bar_pos_48,73.14285714285715,73.14285714285715
ft_drop_8,ffd_diff_2_04,72.74152459337644,72.74152459337644
sv_imb_12,impact_12,72.66239558835457,72.66239558835457
ker_24,true_range_percentile,70.58823529411765,70.58823529411765
ker_10,accel_5h,70.46953676085784,70.46953676085784
ffd_rv_2h_06,ema_slope_norm,70.32967032967032,70.32967032967032
vol_compression,ema_slope_norm,69.65406185795992,69.65406185795992
lr_6h,breakout_confirmed,68.08510638297872,68.08510638297872
loc_bb_channel_pos_48,adx_di_plus_7,67.01570680628272,67.01570680628272
dip_velocity,ffd_atr_expansion_06,66.84921570405297,66.84921570405297
range_12h_pct,trend_acceleration,65.80976863753213,65.80976863753213
mr_tape,ffd_rv_12_06,65.13994910941476,65.13994910941476
slope,vol_shock_asym_8_24,65.13994910941476,65.13994910941476
