,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,blended_mu,blended_std,blended_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
vp_in_lvn_above_zone,0.031110873,0.0065149795,0.14856324,52.0,7.5055537,360.26657,91.95868,18.564344,455.5183,0.028359149,0.0054837177,0.14665987,0.39214465,0.017565077,8.754725,1.0,0.4,0.0,1.0,0.99439776,1.0,0.0,1.0,0.33333334,0.94859946,1.0
compression_ratio,0.018175798,0.0048122676,0.06864947,33.166668,4.7404876,232.0495,53.987522,14.49975,201.01398,0.015992537,0.00440023,0.058124524,0.23333584,0.06492199,0.83863133,4.0,0.4,0.125,0.5723003,0.929972,1.0,0.0,3.5,4.1666665,0.69725823,2.0
loc_pullback_depth_48,0.017795287,0.005366671,0.059007205,35.0,8.582929,142.72517,56.738243,18.731081,171.86559,0.016315032,0.005729663,0.046456523,0.25069082,0.090863116,0.69165456,9.0,0.4,0.625,0.55971867,0.92436975,1.0,0.0,4.5,4.5,0.68893766,3.0
dist_vwap_96_atr,0.016664857,0.0042595775,0.065198354,40.166668,8.02946,200.93022,54.0444,14.146605,206.46631,0.015659256,0.0043515423,0.056350667,0.23999284,0.074860156,0.76938874,6.0,0.4,0.375,0.5223409,0.94957983,1.0,0.0,4.0,3.0,0.6746825,4.0
funding_proxy,0.013486455,0.0044600116,0.040781166,36.166668,9.889669,132.26204,49.592327,15.634067,157.31024,0.013225673,0.004437294,0.03942007,0.22210526,0.09695692,0.5087904,12.0,0.0,0.375,0.41724667,0.9019608,1.0,0.0,5.0,5.8333335,0.6049759,5.0
adx_14_slope,0.012885118,0.0023256047,0.07139058,29.5,4.387482,198.34839,41.016304,6.324253,266.01355,0.012303993,0.0019780316,0.0765348,0.17869547,0.03893557,0.82012594,2.0,0.8,0.5,0.3973634,0.9327731,1.0,0.0,7.0,4.0,0.60174316,6.0
body_ratio,0.013283726,0.005292244,0.03334264,27.0,7.6594167,95.176956,42.833942,15.98242,114.79779,0.0121686235,0.004922607,0.030080687,0.19090962,0.08491047,0.42923433,17.0,0.6,0.5,0.4105434,0.85434175,1.0,0.0,10.5,8.666667,0.5893843,7.0
dip_volume_profile,0.011248445,0.0018185808,0.06957486,17.166666,2.9107082,101.24493,30.294044,6.3369412,144.8221,0.009960412,0.002058714,0.048190188,0.12968174,0.020680286,0.81320703,7.0,0.2,0.5,0.34324664,0.91036415,1.0,0.0,21.5,5.3333335,0.5663767,8.0
vp_dist_lvn_above_atr,0.010192757,0.0019589667,0.053034227,23.0,2.7688746,191.05235,32.49449,5.3458366,197.51671,0.009453606,0.0016069855,0.05561386,0.14058156,0.030593323,0.64599645,8.0,1.0,1.0,0.30834016,0.8767507,1.0,0.0,14.0,7.3333335,0.5387747,9.0
reversion_target_distance,0.010423551,0.0015869782,0.06846371,22.0,3.0,161.33333,28.738733,4.313317,191.4802,0.009286391,0.0013744395,0.06274344,0.125752,0.032124527,0.49225828,5.0,0.0,0.375,0.31597143,0.859944,1.0,0.0,18.0,8.333333,0.5387703,10.0
