fold_id,seed,group,gain,split
0,42,location,247.05873,242.0
0,42,regime,196.30898,156.0
1,42,location,156.94896,108.0
1,42,regime,138.34343,75.0
2,42,location,7.8954973,5.0
2,42,regime,20.947538,7.0
