canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(dist_ema200_atr<=-0.27683654&dist_prior_day_high>-0.4638699)|(*),2,2,location,,context,context
(*)|(dist_ema200_atr>-0.27683654&pullback_depth<=-0.23655862)|(volume_zscore_48h<=-0.18363057),3,3,location|regime,liquidity,context,context|liquidity
(*)|(dist_ema200_atr>-0.27683654&pullback_depth>-0.23655862)|(volume_zscore_48h<=-0.18363057),3,3,location|regime,liquidity,context,context|liquidity
(*)|(dist_ema200_atr>-0.27683654&dist_prior_day_low>0.085808352&loc_swing_range_pos_24<=0.39351267)|(efficiency_ratio_20<=0.25567356&range_expansion_ratio<=0.32755265&volume_zscore_48h>-0.18363057),6,6,location|regime,liquidity|path_structure|volatility_term_structure,context,context|liquidity|path_structure|volatility_term_structure
(*)|(dist_ema200_atr>-0.27683654&dist_prior_day_low>0.085808352&loc_swing_range_pos_24<=0.39351267)|(efficiency_ratio_20>0.25567356&range_expansion_ratio<=0.32755265&volume_zscore_48h>-0.18363057),6,6,location|regime,liquidity|path_structure|volatility_term_structure,context,context|liquidity|path_structure|volatility_term_structure
(*)|(loc_prev_week_range_pos_24<=-0.28033876)|(prior_range>-0.51110935),2,2,location|regime,context,context,context
(*)|(loc_prev_week_range_pos_24>-0.28033876&loc_prior_bar_pos_24<=-0.17895259&loc_pullback_depth_24<=-0.21627742)|(atr_compression_ratio>-0.27683654),4,4,location|regime,volatility_term_structure,context|path_structure,context|path_structure|volatility_term_structure
(*)|(loc_prev_week_range_pos_24>-0.28033876&loc_prior_bar_pos_24<=-0.17895259&loc_pullback_depth_24>-0.21627742)|(atr_compression_ratio>-0.27683654),4,4,location|regime,volatility_term_structure,context|path_structure,context|path_structure|volatility_term_structure
(*)|(dist_ema50_atr<=0.075757973&distance_to_ema<=-0.11867709&loc_prev_week_range_pos_24>-0.28033876&loc_prior_bar_pos_24>-0.17895259)|(*),4,4,location,,context,context
(*)|(dist_ema50_atr<=0.075757973&dist_prior_day_high<=-0.061656944&distance_to_ema>-0.11867709&loc_prev_week_range_pos_24>-0.28033876&loc_prior_bar_pos_24>-0.17895259)|(*),5,5,location,,context,context
