fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon,total_splits,total_gain,is_healthy_fold,health_reason
0,42,31,0.11046719259877398,6,64,16,quantile,0.65,quantile,quantile,atr_norm_returns_target,3,398,443.3677,True,healthy
1,42,15,0.11499853089568228,6,64,22,quantile,0.65,quantile,quantile,atr_norm_returns_target,3,183,295.2924,True,healthy
2,42,1,0.11477294324014864,6,64,27,quantile,0.65,quantile,quantile,atr_norm_returns_target,3,12,28.843037,False,low_iterations_or_gain
