feature_name,status,reason,support,group,regime_family
dist_ema20_atr,retained,retained,42120,location,
dist_ema50_atr,retained,retained,42120,location,
dist_ema200_atr,retained,retained,42120,location,
dist_vwap_atr,retained,retained,42120,location,
dist_weekly_vwap,retained,retained,42120,location,
dist_prior_day_high,retained,retained,42120,location,
dist_prior_day_low,retained,retained,42120,location,
dist_rolling_7d_high,retained,retained,42120,location,
dist_local_swing,retained,retained,42120,location,
dist_range_mid_atr,retained,retained,42120,location,
dist_ma100_atr,retained,retained,42120,location,
distance_to_ema,retained,retained,42120,location,
pullback_depth,retained,retained,42120,location,
zscore_price_50,retained,retained,42120,location,
zscore_price_200,retained,retained,42120,location,
loc_ema_stack_pos_24,retained,retained,42120,location,
loc_ema_stack_pos_48,retained,retained,42120,location,
loc_vwap_dev_z_24,retained,retained,42120,location,
loc_vwap_dev_z_48,retained,retained,42120,location,
loc_range_pos_24,retained,retained,42120,location,
loc_range_pos_48,retained,retained,42120,location,
loc_prior_bar_pos_24,retained,retained,42120,location,
loc_prior_bar_pos_48,retained,retained,42120,location,
loc_swing_range_pos_24,retained,retained,42120,location,
loc_swing_range_pos_48,retained,retained,42120,location,
loc_session_pos_24,retained,retained,42120,location,
loc_session_pos_48,retained,retained,42120,location,
loc_initial_balance_pos_24,retained,retained,42120,location,
loc_initial_balance_pos_48,retained,retained,42120,location,
loc_prev_day_range_pos_24,retained,retained,42120,location,
loc_prev_day_range_pos_48,retained,retained,42120,location,
loc_prev_week_range_pos_24,retained,retained,42120,location,
loc_prev_week_range_pos_48,retained,retained,42120,location,
loc_bb_channel_pos_24,retained,retained,42120,location,
loc_bb_channel_pos_48,retained,retained,42120,location,
loc_pullback_depth_24,retained,retained,42120,location,
loc_pullback_depth_48,retained,retained,42120,location,
loc_pivot_ladder_pos_24,retained,retained,42120,location,
loc_pivot_ladder_pos_48,retained,retained,42120,location,
bars_since_ema20_ema50_cross_log_norm,retained,retained,42120,regime,trend
bars_in_high_vol_state_log_norm,retained,retained,42120,location,
bars_outside_ema20_atr_band_log_norm,retained,retained,42120,regime,volatility
up_down_semivol_ratio_tanh,retained,retained,42120,regime,path_structure
up_down_return_mass_ratio_tanh,retained,retained,42120,regime,path_structure
tail_asymmetry_q90_q10_atr_norm,retained,retained,42120,regime,path_structure
atr_compression_ratio,retained,retained,42120,regime,volatility_term_structure
atr_percentile,retained,retained,42120,regime,compression
bars_outside_ema20_atr_band_log_norm,dropped,duplicate_of_bars_outside_ema20_atr_band_log_norm,42120,regime,volatility
bars_since_ema20_ema50_cross_log_norm,dropped,duplicate_of_bars_since_ema20_ema50_cross_log_norm,42120,regime,trend
bollinger_band_width,retained,retained,42120,regime,compression
choppiness_index_20,retained,retained,42120,regime,path_structure
compression_ratio,retained,retained,42120,regime,volatility_term_structure
compression_score,retained,retained,42120,regime,volatility_term_structure
direction_entropy_20,retained,retained,42120,regime,path_structure
efficiency_ratio_20,retained,retained,42120,regime,path_structure
ema20_slope_5h,retained,retained,42120,regime,trend
ema50_slope,retained,retained,42120,regime,trend
ema_slope_norm,retained,retained,42120,regime,trend
prior_range,retained,retained,42120,regime,context
prior_volatility,retained,retained,42120,regime,context
range_expansion_ratio,retained,retained,42120,regime,volatility_term_structure
realized_volatility_24h,retained,retained,42120,regime,volatility
return_autocorr_48,retained,retained,42120,regime,momentum
rolling_range_20,retained,retained,42120,regime,compression
tail_asymmetry_q90_q10_atr_norm,dropped,duplicate_of_tail_asymmetry_q90_q10_atr_norm,42120,regime,path_structure
trend_acceleration,retained,retained,42120,regime,trend
true_range_percentile,retained,retained,42120,regime,volatility
up_down_return_mass_ratio_tanh,dropped,duplicate_of_up_down_return_mass_ratio_tanh,42120,regime,path_structure
up_down_semivol_ratio_tanh,dropped,duplicate_of_up_down_semivol_ratio_tanh,42120,regime,path_structure
variance_ratio_10_48,retained,retained,42120,regime,volatility
volatility_ratio_short_long,retained,retained,42120,regime,volatility
volume_autocorr_48,retained,retained,42120,regime,liquidity
volume_percentile,retained,retained,42120,regime,liquidity
volume_trend_48,retained,retained,42120,regime,liquidity
volume_zscore_48h,retained,retained,42120,regime,liquidity
