fold_id,seed,regime_family,gain,split
0,42,compression,13.871068,9.0
0,42,context,37.843445,20.0
0,42,liquidity,24.541714,14.0
0,42,momentum,4.407932,6.0
0,42,path_structure,43.725094,39.0
0,42,trend,23.5801,23.0
0,42,volatility,32.3344,27.0
0,42,volatility_term_structure,16.005222,18.0
1,42,compression,12.5861435,7.0
1,42,context,11.227706,2.0
1,42,liquidity,14.872319,6.0
1,42,momentum,14.605621,7.0
1,42,path_structure,41.021656,18.0
1,42,trend,7.6847982,11.0
1,42,volatility,20.222145,8.0
1,42,volatility_term_structure,16.123043,16.0
2,42,compression,0.400986,1.0
2,42,liquidity,1.19857,1.0
2,42,momentum,1.29379,1.0
2,42,path_structure,7.26221,1.0
2,42,volatility,10.791983,3.0
