feature_a,feature_b,lift,final_pair_score
tfq_dir2h_abs_prod,mfe_8h,15.147302217808672,15.147302217808672
ft_2,dist_from_high_120h,11.923392205082346,11.923392205082346
accept,mr_soft,10.957508506875675,10.957508506875675
bb_pos_24,dist_from_high_120h,8.09779777594764,8.09779777594764
ft_2,mfe_8h,7.127476208533404,7.127476208533404
accept,vw_breakout,6.361502696171119,6.361502696171119
trend_overextension_z,vol_z_x_regime_trend,6.336393477820879,6.336393477820879
tfq_dir2h_signed_mag,z_vwap_12,5.92362660458499,5.92362660458499
accept_bin3,dist_from_high_120h,5.822684041761541,5.822684041761541
ft_2,accept_bin3,5.58311826555428,5.58311826555428
mr_potential,mfe_8h,5.5171466241914935,5.5171466241914935
dir_path_risk_long_2h,mfe_8h,5.486498036604873,5.486498036604873
reject_dir2h_abs_prod,dist_from_high_120h,5.184853880623465,5.184853880623465
vw_breakout,vol_z_x_regime_trend,5.027697810296688,5.027697810296688
entry_quality_composite,trend_overextension_z,4.728177941713941,4.728177941713941
dir_path_risk_long_2h,dist_from_high_120h,4.548247636829833,4.548247636829833
ft_2,z_vwap_12,4.521557009728989,4.521557009728989
clv_mean_4,dist_from_high_120h,4.47413466850017,4.47413466850017
accept_bin3,trend_overextension_z,4.310205220227949,4.310205220227949
accept_bin3,vol_z_x_regime_trend,4.141037276057948,4.141037276057948
ft_2,bb_pos_12,3.8925255894845803,3.8925255894845803
reject_dir2h_abs_prod,vol_z_x_regime_trend,3.8732897019722476,3.8732897019722476
dir_path_long_2h,vol_z_x_regime_trend,3.8696408139244878,3.8696408139244878
kf_ret1h_mean,vol_z_x_regime_trend,3.8466161798293066,3.8466161798293066
mr_potential,dir_path_edge_2h,3.833338405819156,3.833338405819156
trend_t,dist_from_high_120h,3.7472766884531588,3.7472766884531588
mr_soft,stage_mr,3.7454263348831702,3.7454263348831702
ffd_dist_ema_fast_04,trend_age_hours,3.675761110881773,3.675761110881773
accept_dir2h_abs_prod,bb_pos_12,3.6022958711349746,3.6022958711349746
trend_age_hours,bb_pos_12,3.5637050019887897,3.5637050019887897
tfq_dir2h_abs_prod,dist_from_high_120h,3.5565992869441776,3.5565992869441776
mfe_8h,vol_z_x_regime_trend,3.554266176242036,3.554266176242036
reject_dir2h_abs_prod,z_vwap_12,3.5034705825921186,3.5034705825921186
reject_dir2h_abs_prod,kf_ret1h_mean,3.468785150272921,3.468785150272921
accept_gt66,bb_pos_12,3.436748747058629,3.436748747058629
dir_path_long_2h,trend_t,3.4337622607436193,3.4337622607436193
accept,accept_bin3,4.278187148191256,3.4225497185530047
trend_age_hours,mfe_8h,3.4087219187783315,3.4087219187783315
mrq_dir2h_abs_prod,stage_mr,3.4083325857863804,3.4083325857863804
mrq_dir2h_signed_mag,dist_from_high_120h,3.3605380789651376,3.3605380789651376
accept_bin3,trend_age_hours,3.3445581959123616,3.3445581959123616
accept_bin3,tfq_dir2h_abs_prod,3.313814790717849,3.313814790717849
trend_age_hours,z_vwap_12,3.3036591014502696,3.3036591014502696
ffd_dist_ema_fast_04,vol_z_x_regime_trend,3.2962730714113495,3.2962730714113495
accept,reject_dir2h_abs_prod,3.2475474515694973,3.2475474515694973
accept_bin3,kf_ret1h_mean,3.1204891729290076,3.1204891729290076
mrq_dir2h_abs_prod,dist_from_high_120h,3.097012132029761,3.097012132029761
dist_from_high_120h,bb_pos_12,2.9824651237118385,2.9824651237118385
