fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon,total_splits,total_gain,is_healthy_fold,health_reason
0,42,1,,6,64,33,quantile,0.09999999999999998,quantile,quantile,target_eff,10,17,36.911514,False,low_iterations_or_gain
1,42,1,,6,64,43,quantile,0.09999999999999998,quantile,quantile,target_eff,10,17,37.779915,False,low_iterations_or_gain
2,42,1,,6,64,43,quantile,0.09999999999999998,quantile,quantile,target_eff,10,16,27.5355,False,low_iterations_or_gain
