fold_id,seed,group,gain,split
0,42,location,71.49164,351.0
0,42,regime,617.62445,1428.0
1,42,location,1.39504,1.0
1,42,regime,29.948017,11.0
2,42,location,23.419445,18.0
2,42,regime,119.12614,68.0
