feature_name,group,source_name,source_family,model_split_count,extracted_rule_count,final_registry_count,used_in_model,used_in_extracted_rules,used_in_final_registry
loc_dist_ema20_atr_ts_top20,location,dist_ema20_atr,context,29,17,0,True,True,False
loc_dist_ema20_atr_ts_bot20,location,dist_ema20_atr,context,9,5,0,True,True,False
loc_dist_ema20_atr_ts_top30,location,dist_ema20_atr,context,23,3,0,True,True,False
loc_dist_ema20_atr_ts_bot30,location,dist_ema20_atr,context,20,5,0,True,True,False
loc_dist_ema20_atr_ts_top40,location,dist_ema20_atr,context,15,2,0,True,True,False
loc_dist_ema20_atr_ts_bot40,location,dist_ema20_atr,context,24,7,0,True,True,False
loc_dist_ema20_atr_ts_top50,location,dist_ema20_atr,context,21,4,0,True,True,False
loc_dist_ema20_atr_ts_bot50,location,dist_ema20_atr,context,21,7,0,True,True,False
loc_dist_ema20_atr_ts_top60,location,dist_ema20_atr,context,29,28,0,True,True,False
loc_dist_ema20_atr_ts_bot60,location,dist_ema20_atr,context,9,8,0,True,True,False
loc_dist_ema20_atr_ts_top70,location,dist_ema20_atr,context,21,1,0,True,True,False
loc_dist_ema20_atr_ts_bot70,location,dist_ema20_atr,context,15,2,0,True,True,False
loc_dist_ema20_atr_ts_top80,location,dist_ema20_atr,context,27,9,0,True,True,False
loc_dist_ema20_atr_ts_bot80,location,dist_ema20_atr,context,17,5,0,True,True,False
loc_dist_ema20_atr_ts_band20_80,location,dist_ema20_atr,context,8,2,0,True,True,False
loc_dist_ema20_atr_ts_band25_75,location,dist_ema20_atr,context,78,20,0,True,True,False
loc_dist_ema20_atr_ts_band30_70,location,dist_ema20_atr,context,15,3,0,True,True,False
loc_dist_ema20_atr_ts_band40_60,location,dist_ema20_atr,context,13,3,0,True,True,False
