feature_a,feature_b,lift,final_pair_score
trend_strength_vs_reversion,funding_proxy,12.412479121010564,12.412479121010564
breakout_min,cumulative_delta_stall,9.396594845952905,9.396594845952905
pullback_4_G_VOL_0,mkt_rv_ratio_G_VOL_1,8.448648416593924,8.448648416593924
clv_mean_4_G_VOL_1,ffd_cvar_5pct_06,8.253694793448433,8.253694793448433
trend_snr,trend_strength_vs_reversion,9.835983270712525,7.86878661657002
overext,jump_rate_10h,7.407876023046518,7.407876023046518
rsi_slope_base,overext,6.767464158589579,6.767464158589579
climax_decay,asset_atr_level,6.641319389741241,6.641319389741241
vov_interaction,asym_ft,6.614791524248214,6.614791524248214
clv_mean_4_G_VOL_1,trend_strength_vs_reversion,6.612042972154059,6.612042972154059
pullback_4_G_VOL_0,range_norm_12,6.489355910894123,6.489355910894123
clv_mean_4_G_VOL_1,cumulative_delta_stall,6.481688424113495,6.481688424113495
accel_5h,ffd_cvar_5pct_06,6.280432889984081,6.280432889984081
ffd_mr_z_04,cumulative_delta_stall,6.239089528214197,6.239089528214197
cumulative_delta_stall,tail_against_G_VOL_1,5.907051067179243,5.907051067179243
pct_breakout_t,mkt_rv_ratio_G_VOL_1,5.779819702217273,5.779819702217273
up_vol_6,excess_6h_G_VOL_1,5.689747239374633,5.689747239374633
pullback_4_G_VOL_0,tail_against_G_VOL_1,5.460617626288242,5.460617626288242
climax_range_24,rsi_G_VOL_1,5.424731772957049,5.424731772957049
asset_vol_level,ret4h,5.395616165537171,5.395616165537171
range_norm_12,tail_against_G_VOL_1,5.394502701118411,5.394502701118411
pullback_4_G_VOL_0,atr_pct_change,5.331211154026938,5.331211154026938
trend_snr,pullback_4_G_VOL_0,5.21116373610993,5.21116373610993
climax_decay,mkt_rv_ratio_G_VOL_1,5.135391887716069,5.135391887716069
pullback_48,cumulative_delta_stall,5.132325760831191,5.132325760831191
pct_breakout_t,ffd_mr_z_04,5.007120556788423,5.007120556788423
ffd_cvar_5pct_06,overext,4.998485848464741,4.998485848464741
pullback_4_G_VOL_0,overext,4.983554654787112,4.983554654787112
atr_pct_change,ret1h_z,4.958756732618089,4.958756732618089
accel_5h,vol_z_x_regime_trend,4.950736749523976,4.950736749523976
ffd_mr_z_04,pullback_48,4.8727797117729255,4.8727797117729255
mkt_rv_ratio_G_VOL_0,asset_vol_level,4.827152841168212,4.827152841168212
vol_z_x_regime_trend,grind_score,4.808868821569277,4.808868821569277
trend_strength_vs_reversion,cumulative_delta_stall,4.6630152698601055,4.6630152698601055
ret4h,trend_strength_vs_reversion,4.6554439996933406,4.6554439996933406
G_VOL,cumulative_delta_stall,4.654354505558095,4.654354505558095
pullback_4_G_VOL_0,asset_atr_level,4.508879627320835,4.508879627320835
up_vol_6,climax,4.450249501336023,4.450249501336023
trend_snr,range_norm_12,4.437195528481332,4.437195528481332
G_VOL,asym_ft,4.435672729391199,4.435672729391199
vol_z_x_regime_trend,cumulative_delta_stall,4.434205246444804,4.434205246444804
asset_vol_level,pullback_4_G_VOL_0,4.375437798828711,4.375437798828711
excess_6h_G_VOL_1,cumulative_delta_stall,4.351047557234896,4.351047557234896
vov_interaction,atr_pct_change,4.319485794283993,4.319485794283993
trend_strength_vs_reversion,grind_score,4.205142127735299,4.205142127735299
overext,climax,4.155183349467109,4.155183349467109
trend_snr,v_power,4.120118318803263,4.120118318803263
accel_5h,ffd_mr_z_04,4.1168258834478415,4.1168258834478415
