regime_families_combo,count
volatility,1291
trend|volatility,610
volatility|volatility_term_structure,46
,35
trend,33
trend|volatility|volatility_term_structure,21
compression|volatility,4
volatility_term_structure,2
trend|volatility_term_structure,2
compression|trend|volatility,2
