canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(dist_prior_day_high<=0.018759744)|(asset_atr_level_pct<=0.80334151&up_down_return_mass_ratio_tanh>0.86310297),3,3,location|regime,asset_state|path_structure,context,asset_state|context|path_structure
(*)|(dist_prior_day_high>0.018759744)|(asset_atr_level_pct<=0.80334151&asset_minus_mkt_oi_1d_z_90d<=0.057205927&dist_funding_pressure_price_96h_atr<=-1.5623851&oiw_entry_zone_1d_atr<=0.61178547),5,5,location|regime,asset_state|open_interest|perp_tradeability,context,asset_state|context|open_interest|perp_tradeability
(*)|(dist_ema50_atr<=0.0016824254)|(asset_atr_level_pct>0.80334151),2,2,location|regime,asset_state,context,asset_state|context
(*)|(dist_ema50_atr>0.0016824254)|(asset_atr_level_pct>0.80334151),2,2,location|regime,asset_state,context,asset_state|context
(*)|(loc_prev_week_range_pos_48>0.70743543)|(asset_atr_level_pct<=0.38431492),2,2,location|regime,asset_state,context,asset_state|context
(*)|(loc_bb_channel_pos_48<=0.17968273)|(asset_atr_level_pct>0.38431492),2,2,location|regime,asset_state,compression,asset_state|compression
(*)|(loc_bb_channel_pos_48>0.17968273)|(asset_atr_level_pct>0.38431492&dist_funding_pressure_price_96h_atr<=-1.2443894),3,3,location|regime,asset_state|perp_tradeability,compression,asset_state|compression|perp_tradeability
(*)|(loc_bb_channel_pos_48<=0.64065427&loc_prev_week_range_pos_24>0.21332513)|(asset_atr_level_pct<=0.86061108&asset_funding_rate_mean_7d>-0.0000036216318&log_oi_to_volume_1d<=40.227295&range_24h_pct>0.032662123),6,6,location|regime,asset_state|compression|open_interest|perp_tradeability,compression|context,asset_state|compression|context|open_interest|perp_tradeability
(*)|(loc_bb_channel_pos_48>0.64065427)|(asset_atr_level_pct<=0.86061108&compression_score>-0.42727906&range_24h_pct>0.032662123),4,4,location|regime,asset_state|compression|volatility_term_structure,compression,asset_state|compression|volatility_term_structure
(*)|(dist_rolling_7d_high<=0.21582116&oiw_z_delta_entry_dist_14d_atr>0.9554224)|(oi_vol_15d_robust_z<=-0.28097171),3,3,location|regime,open_interest,context|open_interest_location,context|open_interest|open_interest_location
(*)|(dist_rolling_7d_high<=0.21582116)|(oi_vol_10d_robust_z>0.27671716&oi_vol_15d_robust_z>-0.28097171&range_expansion_ratio<=-0.30537581),4,4,location|regime,open_interest|volatility_term_structure,context,context|open_interest|volatility_term_structure
(*)|(dist_rolling_7d_high>0.21582116)|(range_24h_pct>0.086630657),2,2,location|regime,compression,context,compression|context
(*)|(dist_rolling_7d_high<=0.26029518&dist_rolling_7d_high>0.041948467&loc_swing_range_pos_48<=0.60663438)|(asset_atr_level_pct<=0.60879207&ema_slope_norm>-0.38623333),5,5,location|regime,asset_state|trend,context,asset_state|context|trend
(*)|(dist_rolling_7d_high<=0.26029518)|(asset_atr_level_pct>0.60879207&compression_ratio<=0.82803452&compression_ratio>0.0093975412),4,4,location|regime,asset_state|volatility_term_structure,context,asset_state|context|volatility_term_structure
(*)|(dist_rolling_7d_high<=0.26029518)|(asset_atr_level_pct>0.60879207&compression_ratio>0.82803452),3,3,location|regime,asset_state|volatility_term_structure,context,asset_state|context|volatility_term_structure
(*)|(dist_rolling_7d_high>0.26029518)|(*),1,1,location,,context,context
(*)|(loc_prev_week_range_pos_48<=0.84808141)|(asset_atr_level_pct<=0.67408806&price_trend_15d_vol_norm>-0.046745248&return_autocorr_48>0.00000000000000000000000000000000001),4,4,location|regime,asset_state|momentum|open_interest,context,asset_state|context|momentum|open_interest
(*)|(loc_prev_day_range_pos_48<=0.32574269)|(asset_atr_level_pct>0.67408806),2,2,location|regime,asset_state,context,asset_state|context
(*)|(loc_prev_day_range_pos_48>0.32574269)|(asset_atr_level_pct>0.67408806&funding_persistence>0.50297618),3,3,location|regime,asset_state|funding,context,asset_state|context|funding
(*)|(*)|(asset_atr_level_pct<=0.81246871&dist_funding_pressure_price_96h_atr>0.52120036&fund_abs_z_mkt_resid>0.25829434&range_24h_pct>0.038758494&xasset_funding_ts_resid>-0.60584718),5,5,regime,asset_state|compression|perp_tradeability|residual,,asset_state|compression|perp_tradeability|residual
(*)|(dist_rolling_7d_high<=0.14812735)|(asset_atr_level_pct>0.81246871&range_24h_pct>0.038758494),3,3,location|regime,asset_state|compression,context,asset_state|compression|context
(*)|(dist_prior_day_high>0.018983738&zscore_price_200<=-1.6632984)|(*),2,2,location,,context,context
(*)|(dist_prior_day_high>0.035611145&zscore_price_200>-1.6632984)|(funding_vol_15d_robust_z<=-0.10576746),3,3,location|regime,open_interest,context,context|open_interest
(*)|(dist_prior_day_high>0.035611145&zscore_price_200>-1.6632984)|(funding_vol_15d_robust_z>-0.10576746&oi_trend_10d_robust_z>-0.041130777),4,4,location|regime,open_interest,context,context|open_interest
(*)|(dist_prior_day_high<=0.064198881&pullback_depth<=1.3669322)|(dist_oiw_z_delta_96h_atr>1.2190294&funding_vol_15d_robust_z<=0.065955766&up_down_return_mass_ratio_tanh<=0.50869501),5,5,location|regime,open_interest|path_structure|perp_tradeability,context,context|open_interest|path_structure|perp_tradeability
(*)|(dist_prior_day_high<=0.064198881&loc_pullback_depth_48<=0.23380117&pullback_depth<=1.3669322)|(oi_vol_15d_robust_z<=0.49246201&up_down_return_mass_ratio_tanh>0.50869501),5,5,location|regime,open_interest|path_structure,context|path_structure,context|open_interest|path_structure
(*)|(dist_prior_day_high<=0.030366948&loc_ema_stack_pos_24<=0.69672179)|(asset_atr_level_pct>0.19391201),3,3,location|regime,asset_state,context|trend,asset_state|context|trend
(*)|(dist_prior_day_high>0.030366948&zscore_price_200<=-1.551742)|(*),2,2,location,,context,context
(*)|(dist_prior_day_high>0.030366948&zscore_price_200>-1.551742)|(bollinger_band_width<=0.0080592474&oi_expansion_compression_balance_24h<=0.052583318),4,4,location|regime,compression|perp_tradeability,context,compression|context|perp_tradeability
(*)|(*)|(asset_atr_level_pct<=0.39265835&asset_minus_mkt_oi_1d_peer_resid>-0.23559859&price_trend_15d_vol_norm<=-0.019069949),3,3,regime,asset_state|open_interest|residual,,asset_state|open_interest|residual
(*)|(zscore_price_200<=-1.2783085)|(asset_atr_level_pct>0.39265835&price_trend_15d_vol_norm>-0.10208496),3,3,location|regime,asset_state|open_interest,context,asset_state|context|open_interest
(*)|(zscore_price_200>-1.2783085)|(asset_atr_level_pct>0.68173593&bollinger_band_width>-0.012438311&price_trend_15d_vol_norm>-0.10208496),4,4,location|regime,asset_state|compression|open_interest,context,asset_state|compression|context|open_interest
(*)|(dist_prior_day_high<=0.10239773)|(atr_compression_ratio>-1.182797&cs_rank_oi_value_z_30d>0.68925482&oi_vol_15d_robust_z>-0.23261477&up_down_semivol_ratio_tanh<=0.6843369),5,5,location|regime,open_interest|path_structure|volatility_term_structure,context,context|open_interest|path_structure|volatility_term_structure
(*)|(dist_prior_day_high<=0.10239773)|(funding_vol_15d_robust_z<=-0.051031079&up_down_semivol_ratio_tanh>0.6843369),3,3,location|regime,open_interest|path_structure,context,context|open_interest|path_structure
(*)|(dist_prior_day_high<=0.10239773)|(funding_vol_15d_robust_z>-0.051031079&up_down_semivol_ratio_tanh>0.6843369),3,3,location|regime,open_interest|path_structure,context,context|open_interest|path_structure
(*)|(dist_local_swing<=0.00079999957&dist_rolling_7d_high<=0.28535208)|(funding_persistence<=0.75297618&price_rv_15d_robust_z<=0.45508257&variance_ratio_10_48>-0.47403109),5,5,location|regime,funding|open_interest|volatility,context,context|funding|open_interest|volatility
(*)|(dist_rolling_7d_high<=0.28535208)|(price_rv_15d_robust_z>0.45508257&variance_ratio_10_48>-0.47403109),3,3,location|regime,open_interest|volatility,context,context|open_interest|volatility
(*)|(dist_rolling_7d_high>0.28535208)|(*),1,1,location,,context,context
(*)|(pullback_depth>0.54601663)|(asset_atr_level_pct<=0.88682067&price_trend_15d_vol_norm<=-0.0082017416&volume_autocorr_48>-0.26531035),4,4,location|regime,asset_state|liquidity|open_interest,context,asset_state|context|liquidity|open_interest
(*)|(oiw_intensity_entry_dist_7d_atr>0.84295809)|(asset_atr_level_pct<=0.88682067&price_trend_15d_vol_norm>-0.0082017416&return_autocorr_48<=0.66782701),4,4,location|regime,asset_state|momentum|open_interest,open_interest_location,asset_state|momentum|open_interest|open_interest_location
(*)|(*)|(asset_atr_level_pct>0.88682067),1,1,regime,asset_state,,asset_state
(*)|(dist_prior_day_high<=0.029362749)|(asset_atr_level_pct>0.67408806),2,2,location|regime,asset_state,context,asset_state|context
(*)|(dist_prior_day_high>0.029362749)|(donchian_zone_1d_atr<=-0.31060168&oi_value_log_1d_robust_z>-0.8521744),3,3,location|regime,open_interest|perp_tradeability,context,context|open_interest|perp_tradeability
(*)|(dist_prior_day_high<=0.10239773)|(funding_vol_10d_robust_z>-0.022059733&oi_expansion_compression_balance_24h<=0.44755393&prior_range>-0.41343716&up_down_semivol_ratio_tanh<=0.21663934),5,5,location|regime,context|open_interest|path_structure|perp_tradeability,context,context|open_interest|path_structure|perp_tradeability
(*)|(dist_prior_day_high<=0.10239773)|(prior_volatility<=-0.15890884&up_down_semivol_ratio_tanh>0.21663934&variance_ratio_10_48<=-0.3101581),4,4,location|regime,context|path_structure|volatility,context,context|path_structure|volatility
(*)|(*)|(amihud_illiq<=1.0028713&asset_atr_level_pct>0.33442554&asset_funding_rate_mean_15d<=0.000019846129&log_oi_to_volume_1d>1.827559&price_trend_10d_vol_norm>-0.12706135),5,5,regime,asset_state|liquidity|open_interest|perp_tradeability,,asset_state|liquidity|open_interest|perp_tradeability
(*)|(*)|(amihud_illiq>1.0028713&asset_atr_level_pct>0.33442554&asset_funding_rate_mean_15d<=0.000019846129&price_trend_10d_vol_norm>-0.12706135),4,4,regime,asset_state|liquidity|open_interest|perp_tradeability,,asset_state|liquidity|open_interest|perp_tradeability
(*)|(*)|(asset_atr_level_pct>0.33442554&asset_funding_rate_mean_15d>0.000019846129&price_trend_10d_vol_norm>-0.12706135),3,3,regime,asset_state|open_interest|perp_tradeability,,asset_state|open_interest|perp_tradeability
(*)|(dist_rolling_7d_high<=0.25109798)|(asset_atr_level_pct<=0.89450699&oi_trend_7d_robust_z<=-0.29748985&price_rv_15d_robust_z>-0.1032085),4,4,location|regime,asset_state|open_interest,context,asset_state|context|open_interest
(*)|(dist_rolling_7d_high<=0.25109798)|(asset_atr_level_pct<=0.89450699&ema_slope_norm<=0.33979464&oi_trend_7d_robust_z>-0.29748985&price_rv_15d_robust_z>-0.1032085),5,5,location|regime,asset_state|open_interest|trend,context,asset_state|context|open_interest|trend
(*)|(loc_prev_week_range_pos_48<=0.84397298)|(asset_atr_level_pct<=0.83669287&log_oi_to_volume_1d>2.1453238&variance_ratio_10_48<=-0.57798845),4,4,location|regime,asset_state|open_interest|volatility,context,asset_state|context|open_interest|volatility
(*)|(loc_prev_week_range_pos_48>0.84397298)|(asset_atr_level_pct<=0.83669287),2,2,location|regime,asset_state,context,asset_state|context
(*)|(*)|(asset_atr_level_pct>0.83669287&compression_ratio>0.88690782),2,2,regime,asset_state|volatility_term_structure,,asset_state|volatility_term_structure
(*)|(loc_prev_week_range_pos_24<=0.4280943)|(prior_range>0.30489177&range_24h_pct>0.05173878),3,3,location|regime,compression|context,context,compression|context
(*)|(loc_prev_day_range_pos_48<=0.43981406&loc_prev_week_range_pos_24>0.4280943)|(range_24h_pct>0.05173878),3,3,location|regime,compression,context,compression|context
(*)|(loc_initial_balance_pos_24>0.29090899&loc_prev_day_range_pos_24<=0.7664957&pullback_depth<=0.80758888&zscore_price_200>-1.9779835)|(asset_atr_level_pct<=0.51645923),5,5,location|regime,asset_state,context,asset_state|context
(*)|(loc_initial_balance_pos_24>0.29090899&loc_prev_day_range_pos_24>0.7664957&pullback_depth<=0.80758888&zscore_price_200>-1.9779835)|(asset_atr_level_pct<=0.51645923),5,5,location|regime,asset_state,context,asset_state|context
(*)|(zscore_price_200>-1.9779835)|(asset_atr_level_pct>0.51645923&oiw_entry_zone_1d_atr<=0.27343482),3,3,location|regime,asset_state|perp_tradeability,context,asset_state|context|perp_tradeability
(*)|(dist_ema20_atr<=-1.0119791&dist_prior_day_high>0.0232067)|(price_trend_15d_vol_norm<=-0.053732157),3,3,location|regime,open_interest,context,context|open_interest
(*)|(dist_ema200_atr<=0.014058374&dist_prior_day_high>0.0232067&oiw_pos_delta_entry_dist_7d_atr>-0.92582184)|(price_trend_15d_vol_norm>-0.053732157),4,4,location|regime,open_interest,context|open_interest_location,context|open_interest|open_interest_location
(*)|(dist_ema200_atr>0.014058374&dist_prior_day_high>0.0232067)|(price_trend_15d_vol_norm>-0.053732157),3,3,location|regime,open_interest,context,context|open_interest
(*)|(*)|(asset_atr_level_pct>0.72001082&ema50_slope<=-0.30237719),2,2,regime,asset_state|trend,,asset_state|trend
(*)|(zscore_price_200>-1.6632984)|(price_rv_15d_robust_z<=0.35954747&spectral_entropy_ret_24<=-0.69390774),3,3,location|regime,open_interest|path_structure,context,context|open_interest|path_structure
(*)|(dist_local_swing>0.044999897&zscore_price_200>-1.6632984)|(price_rv_15d_robust_z<=0.35954747&spectral_entropy_ret_24>-0.69390774),4,4,location|regime,open_interest|path_structure,context,context|open_interest|path_structure
(*)|(dist_local_swing>0.0029099956&zscore_price_200>-1.6632984)|(cs_rank_oi_value_z_30d<=0.73753935&price_rv_15d_robust_z>0.35954747),4,4,location|regime,open_interest,context,context|open_interest
(*)|(dist_rolling_7d_high<=0.3292689)|(compression_score>-0.72160441&funding_vol_15d_robust_z>-0.33337852&oi_trend_10d_robust_z>0.20209549&price_trend_7d_vol_norm<=0.069984235),5,5,location|regime,open_interest|volatility_term_structure,context,context|open_interest|volatility_term_structure
(*)|(dist_rolling_7d_high<=0.3292689)|(compression_score>-0.72160441&funding_vol_15d_robust_z>-0.33337852&price_trend_7d_vol_norm>0.069984235),4,4,location|regime,open_interest|volatility_term_structure,context,context|open_interest|volatility_term_structure
(*)|(dist_oiw_abs_delta_12h_atr>0.0043933829&dist_prior_day_high<=0.036667284&loc_prev_week_range_pos_24>0.37723494&loc_session_pos_24>0.047618411)|(oi_vol_7d_robust_z<=0.25808561),5,5,location|regime,open_interest,context|open_interest_location,context|open_interest|open_interest_location
(*)|(dist_prior_day_high>0.036667284)|(price_trend_7d_vol_norm<=-0.090117864),2,2,location|regime,open_interest,context,context|open_interest
