fold_id,seed,group,used_feature_count,split_count
0,42,location,47,904
0,42,regime,99,2046
1,42,location,43,158
1,42,regime,78,283
2,42,location,5,5
2,42,regime,4,4
3,42,location,47,1005
3,42,regime,98,2225
4,42,location,47,1451
4,42,regime,99,2977
