fold_id,seed,regime_family,gain,split
0,42,asset_relative_funding,112.83864,26.0
0,42,asset_state,1626.3323,66.0
0,42,compression,1445.0665,114.0
0,42,context,338.7564,38.0
0,42,crowding,153.22513,34.0
0,42,funding,677.20483,116.0
0,42,liquidity,561.71606,85.0
0,42,momentum,621.273,65.0
0,42,open_interest,5739.3506,670.0
0,42,path_structure,1450.4093,168.0
0,42,perp_tradeability,2310.819,356.0
0,42,residual,731.0336,149.0
0,42,trend,237.96574,38.0
0,42,volatility,246.6083,28.0
0,42,volatility_term_structure,960.46857,93.0
1,42,asset_relative_funding,0.700487,1.0
1,42,asset_state,1111.6085,24.0
1,42,compression,1211.3966,32.0
1,42,context,107.4177,6.0
1,42,funding,114.824524,14.0
1,42,liquidity,57.944496,10.0
1,42,momentum,83.61617,6.0
1,42,open_interest,1585.1232,83.0
1,42,path_structure,416.46198,23.0
1,42,perp_tradeability,334.02863,43.0
1,42,residual,36.583145,8.0
1,42,trend,87.9481,7.0
1,42,volatility,106.09276,9.0
1,42,volatility_term_structure,279.73166,17.0
2,42,context,22.6783,1.0
2,42,open_interest,34.3789,1.0
2,42,volatility,14.2292,1.0
2,42,volatility_term_structure,9.76066,1.0
3,42,asset_relative_funding,155.02234,34.0
3,42,asset_state,1677.2628,87.0
3,42,compression,1708.6133,124.0
3,42,context,482.476,51.0
3,42,crowding,128.15125,30.0
3,42,funding,432.58176,102.0
3,42,liquidity,550.35706,116.0
3,42,momentum,454.88828,65.0
3,42,open_interest,5012.229,763.0
3,42,path_structure,1374.0276,184.0
3,42,perp_tradeability,1737.9244,336.0
3,42,residual,591.4694,160.0
3,42,trend,236.63062,39.0
3,42,volatility,225.2298,41.0
3,42,volatility_term_structure,673.22235,93.0
4,42,asset_relative_funding,136.11264,41.0
4,42,asset_state,899.84155,89.0
4,42,compression,2035.0917,176.0
4,42,context,394.5163,64.0
4,42,crowding,288.6508,62.0
4,42,funding,547.5508,162.0
4,42,liquidity,522.34546,137.0
4,42,momentum,510.68762,89.0
4,42,open_interest,5806.326,1051.0
4,42,path_structure,1349.0452,240.0
4,42,perp_tradeability,1776.3148,438.0
4,42,residual,533.515,170.0
4,42,trend,360.66644,60.0
4,42,volatility,392.98993,79.0
4,42,volatility_term_structure,673.85583,119.0
