strategy,threshold,scope,n,net_hit,gross_hit,theo_gross_bps,gross_bps,net_bps,delay_fill_bps,fees_drag_bps,entry_slip_proxy_bps,entry_gap_bps,slippage_bps
long_loc,0.8,local,2863,0.5309116311561299,0.5326580509954593,256.71876888700024,255.28212392707334,235.02684080632886,-1.4366449599268827,20.25528312074451,0.06440943302476877,1.3626015335667523,0.0
long_loc,0.8,accepted,473,0.6765327695560254,0.678646934460888,329.18025846307233,329.15867273110655,308.82951413368204,-0.02158573196585665,20.32915859742447,0.01008014588152056,0.022180781206151363,0.0
long_loc,0.85,local,2175,0.5508045977011494,0.5517241379310345,280.7964723290016,279.4978935231276,259.2183946167182,-1.2985788058739678,20.279498906409444,0.04389898766710015,1.1862749734696203,0.0
long_loc,0.85,accepted,473,0.6765327695560254,0.678646934460888,329.18025846307233,329.15867273110655,308.82951413368204,-0.02158573196585665,20.32915859742447,0.01008014588152056,0.022180781206151363,0.0
long_loc,0.9,local,1454,0.5804676753782668,0.5811554332874828,302.88761113404524,302.35630198713386,282.053944261416,-0.5313091469113624,20.302357725717847,0.018460182121578843,0.5304598537387251,0.0
long_loc,0.9,accepted,359,0.7158774373259053,0.7158774373259053,360.7128141111223,360.7775660579294,340.4167887948673,0.0647519468070802,20.36077726306217,0.013281083570917061,-0.0640672773376628,0.0
long_loc,0.94,local,914,0.6017505470459519,0.6017505470459519,335.7447948045374,335.72451158180706,315.38878561719304,-0.020283222730273092,20.33572596461408,0.0,0.020392688044959206,0.0
long_loc,0.94,accepted,248,0.717741935483871,0.717741935483871,368.1649350097629,368.14864799207885,347.7805004528557,-0.016287017684140887,20.36814753922324,0.0,0.016377201925629657,0.0
long_loc,0.97,local,466,0.630901287553648,0.630901287553648,341.48525250361996,341.48525250362,321.1437659680112,5.565260936878383e-15,20.34148653560872,0.0,0.0,0.0
long_loc,0.97,accepted,133,0.8270676691729323,0.8270676691729323,429.34004829526873,429.3400482952687,408.91070938884394,-4.5324541947514325e-14,20.429338906424857,0.0,0.0,0.0
long_dist,0.8,local,7429,0.46951137434378787,0.5131242428321443,242.5823713908846,241.56437222561954,221.3228067356049,-1.0179991652650302,20.241565490014636,0.05274847629878625,1.0684169187432524,0.0
long_dist,0.8,accepted,868,0.5771889400921659,0.6117511520737328,280.1474578736082,280.15454975242596,259.8743936270249,0.007091878817819859,20.280156125401035,0.008734950929086115,-0.004494324235612813,0.0
long_dist,0.85,local,5806,0.4879435067171891,0.5304857044436789,263.487776257863,263.44581170516483,243.1823648369569,-0.04196455269811067,20.263446868207954,0.03692572254557884,0.04768669305013413,0.0
long_dist,0.85,accepted,868,0.5771889400921659,0.6117511520737328,280.1474578736082,280.15454975242596,259.8743936270249,0.007091878817819859,20.280156125401035,0.008734950929086115,-0.004494324235612813,0.0
long_dist,0.9,local,4045,0.519159456118665,0.5550061804697157,285.91290558827893,286.15852982385746,265.872370356487,0.24562423557849405,20.28615946737046,0.0008233006063760314,-0.2425667210246935,0.0
long_dist,0.9,accepted,683,0.6134699853587116,0.6486090775988287,303.5861582098806,303.6928474939702,283.38915324695193,0.10668928408957817,20.30369424701825,0.0,-0.10357790173077494,0.0
long_dist,0.94,local,2435,0.5687885010266941,0.6041067761806982,328.43037112096687,328.27176267495344,307.9434901860106,-0.15860844601340246,20.328272488942897,0.0,0.1580514697228364,0.0
long_dist,0.94,accepted,452,0.6747787610619469,0.7079646017699115,363.35376342858183,363.35376342858183,342.9904073854544,2.8333626878995838e-14,20.363356043127432,0.0,0.0,0.0
long_dist,0.97,local,1221,0.6101556101556102,0.6445536445536445,334.621786805094,334.43874828510036,314.1043087152697,-0.18303851999370113,20.334439569830614,0.0,0.18181715183091332,0.0
long_dist,0.97,accepted,214,0.7242990654205608,0.7429906542056075,348.7503625142713,348.7503625142713,328.4016098555803,-7.973509026097397e-15,20.348752658690945,0.0,0.0,0.0
