strategy,scope,months,first_hit,last_hit,delta_hit,first_net_bps,last_net_bps,delta_net_bps,hit_slope_per_month,net_bps_slope_per_month,n_total
long_dist,accepted_portfolio,2026-01->2026-05,0.42424242424242425,0.6285289747399703,0.20428655049754602,141.9465831569378,291.9611818351504,150.0145986782126,0.013518630330443987,64.75067819706842,772
long_loc,accepted_portfolio,2026-01->2026-05,0.6973684210526315,0.672544080604534,-0.02482434044809756,213.22694853729362,327.1312647264416,113.90431618914798,0.12779620193413296,85.8559431968901,473
short_dist,accepted_portfolio,2026-01->2026-05,0.8852459016393442,0.7823741007194245,-0.10287180091991976,298.37760780312243,230.94220345516501,-67.43540434795742,-0.06821406579160592,-102.49738242797103,678
short_loc,accepted_portfolio,2026-01->2026-05,0.8434782608695652,0.8267008985879333,-0.016777362281631958,294.15349212543,200.76163567562492,-93.39185644980506,-0.021544865394979837,-21.47179422905425,1009
long_dist,local_candidates,2026-01->2026-05,0.36589698046181174,0.5239669421487604,0.15806996168694865,113.01775945591997,275.8046206284409,162.7868611725209,0.07006474318338764,86.95203153725863,4798
long_loc,local_candidates,2026-01->2026-05,0.511705685618729,0.5570362473347548,0.045330561716025786,136.05896705285798,278.847749009892,142.78878195703405,0.1294034767045563,93.3572609121263,2175
short_dist,local_candidates,2026-01->2026-05,0.7700453857791225,0.7008431703204048,-0.06920221545871774,256.2655376799306,199.26762927580683,-56.99790840412379,-0.08059434757300112,-82.20760467656183,3626
short_loc,local_candidates,2026-01->2026-05,0.8165627782724845,0.7510531594784353,-0.06550961879404915,252.47161730167775,132.4406465804819,-120.03097072119584,-0.03331164303271761,-27.651138181211163,6108
