strategy,segment,scope,threshold,n,trades_per_day,gross_hit,net_hit,theo_gross_bps,gross_bps,net_bps,delay_effect_bps_calc,friction_drag_bps_calc,fees_bps,slippage_bps,entry_gap_bps,price_gap_bps,expected_friction_bps,orderbook_slippage_bps,side
long_dist_weekly_vwap_0_074823022_loc_prev_week_range_pos_48_0_48354843_mkt_ret_eq_24h_-0_43956268_volume_autocorr_48_-0_38378653,original_threshold,accepted_portfolio,0.8,868,7.667280088332721,0.6117511520737328,0.5771889400921659,280.1474578736082,280.15454975242596,259.8743936270249,0.007091878817831651,20.280156125401035,20.280156125401035,0.0,-0.004494324235612813,0.39041773307498195,20.280156125401035,0.0,long
long_dist_weekly_vwap_0_074823022_loc_prev_week_range_pos_48_0_48354843_mkt_ret_eq_24h_-0_43956268_volume_autocorr_48_-0_38378653,original_threshold,local_candidates,0.8,7429,65.50183688464364,0.5131242428321443,0.46951137434378787,242.58237139088453,241.56437222561954,221.3228067356049,-1.0179991652650173,20.241565490014636,20.24156549001464,0.0,1.0684169187432524,3.081421460356447,20.24156549001464,0.0,long
long_dist_weekly_vwap_0_074823022_loc_prev_week_range_pos_48_0_48354843_mkt_ret_eq_24h_-0_43956268_volume_autocorr_48_-0_38378653,raised_threshold,accepted_portfolio,0.97,214,2.2253032928942806,0.7429906542056075,0.7242990654205608,348.7503625142712,348.7503625142713,328.4016098555803,2.4605673822075927e-14,20.348752658690945,20.34875265869094,0.0,0.0,0.0,20.34875265869094,0.0,long
long_dist_weekly_vwap_0_074823022_loc_prev_week_range_pos_48_0_48354843_mkt_ret_eq_24h_-0_43956268_volume_autocorr_48_-0_38378653,raised_threshold,local_candidates,0.97,1221,12.625592417061611,0.6445536445536445,0.6101556101556102,334.621786805094,334.43874828510036,314.1043087152697,-0.18303851999370055,20.334439569830614,20.334439569830618,0.0,0.18181715183091332,0.18181715183091332,20.334439569830618,0.0,long
long_loc_prev_week_range_pos_48_0_42586401_loc_vwap_dev_z_24_0_10701825_zscore_price_50_1_0128103_mkt_ret_eq_24h_-0_78752208_up_down_return_mass_ratio_tanh_1_1231147,original_threshold,accepted_portfolio,0.85,473,4.181215469613259,0.678646934460888,0.6765327695560254,329.18025846307245,329.15867273110655,308.82951413368204,-0.021585731965867768,20.32915859742447,20.32915859742447,0.0,0.023418548014530343,2.871966120630181,20.32915859742447,0.0,long
long_loc_prev_week_range_pos_48_0_42586401_loc_vwap_dev_z_24_0_10701825_zscore_price_50_1_0128103_mkt_ret_eq_24h_-0_78752208_up_down_return_mass_ratio_tanh_1_1231147,original_threshold,local_candidates,0.85,2175,19.13489736070381,0.5517241379310345,0.5508045977011494,280.7964723290016,279.4978935231276,259.2183946167182,-1.2985788058739682,20.279498906409444,20.279498906409444,0.0,1.3184200650467164,6.607557541539511,20.279498906409444,0.0,long
long_loc_prev_week_range_pos_48_0_42586401_loc_vwap_dev_z_24_0_10701825_zscore_price_50_1_0128103_mkt_ret_eq_24h_-0_78752208_up_down_return_mass_ratio_tanh_1_1231147,raised_threshold,accepted_portfolio,0.94,248,2.1946902654867255,0.717741935483871,0.717741935483871,368.164935009763,368.14864799207885,347.7805004528557,-0.016287017684157298,20.36814753922324,20.36814753922324,0.0,0.01699391664249437,1.8308933309578876,20.36814753922324,0.0,long
long_loc_prev_week_range_pos_48_0_42586401_loc_vwap_dev_z_24_0_10701825_zscore_price_50_1_0128103_mkt_ret_eq_24h_-0_78752208_up_down_return_mass_ratio_tanh_1_1231147,raised_threshold,local_candidates,0.94,914,8.0825350036846,0.6017505470459519,0.6017505470459519,335.7447948045374,335.72451158180706,315.38878561719304,-0.02028322273027769,20.33572596461408,20.335725964614078,0.0,0.022510769170401828,4.7249878740405835,20.335725964614078,0.0,long
short_dist_rolling_7d_high_0_13977644_mkt_ret_eq_24h_-0_56630391_rolling_range_20_-0_40672407,original_threshold,accepted_portfolio,0.59,678,6.019977802441732,0.8097345132743363,0.8008849557522124,263.4016940756029,263.3399390789892,243.07659774786532,-0.06175499661365283,20.26334133112391,20.263341331123915,0.0,0.0744376730001002,10.156332640072085,20.263341331123915,0.0,short
short_dist_rolling_7d_high_0_13977644_mkt_ret_eq_24h_-0_56630391_rolling_range_20_-0_40672407,original_threshold,local_candidates,0.59,3626,31.923697725605283,0.7247655819084391,0.7134583563154991,229.4262100347973,229.88792562962072,209.65803673723147,0.46171559482340263,20.229888892389216,20.229888892389216,0.0,-0.6309653460683906,15.443429331656642,20.229888892389216,0.0,short
