strategy_short,candidates,accepted,delayed_fill_rate,mean_entry_gap_bps,mean_entry_slippage_proxy_bps,mean_expected_friction_bps
long_dist,7429,895,1.0,1.0684169187432524,0.05274847629878625,20.24156549001464
long_loc,2863,464,0.9035976248690185,1.5079737884041793,0.0712811004058419,20.255283120744508
short_dist,3626,690,0.7600661886376172,-0.6309653460683907,0.30717535711825783,20.229888892389216
short_loc,6108,979,0.9433529796987558,1.5775884664160233,0.4381671963816593,20.174684978558222
