,trades,hit_rate_net,hit_rate_gross,hit_rate_no_delay_net_same_exit,mean_net_return_pct,mean_gross_return_pct,mean_no_delay_net_same_exit_pct,mean_no_delay_gross_same_exit_pct,delay_cost_bps_net_mean,delay_cost_bps_net_median,delay_cost_bps_gross_mean,entry_gap_bps_mean,entry_gap_bps_median,entry_gap_bps_p90,entry_gap_bps_p10,entry_slippage_proxy_bps_mean,expected_friction_bps_mean,gross_to_net_friction_bps_mean,delayed_1m_fill_rate,mean_position_size
global_accepted,3028.0,0.7212681638044914,0.737450462351387,0.7206076618229855,2.5536278754395303,2.7563842723878422,2.550557980109457,2.753314377057769,-0.306989533007311,0.0,-0.3069895330073111,-0.34126949617368496,0.0,0.0,0.0,0.05000905741156468,20.275639694831188,20.275639694831188,0.9138044914134742,157219.58966670095
