strategy_short,trades,hit_rate_net,hit_rate_gross,hit_rate_no_delay_net_same_exit,mean_net_return_pct,mean_gross_return_pct,mean_no_delay_net_same_exit_pct,mean_no_delay_gross_same_exit_pct,delay_cost_bps_net_mean,delay_cost_bps_net_median,delay_cost_bps_gross_mean,entry_gap_bps_mean,entry_gap_bps_median,entry_gap_bps_p90,entry_gap_bps_p10,entry_slippage_proxy_bps_mean,expected_friction_bps_mean,gross_to_net_friction_bps_mean,delayed_1m_fill_rate,mean_position_size
long_dist,895.0,0.5642458100558659,0.6022346368715084,0.5642458100558659,2.604780450104664,2.807588056639245,2.5966517302879906,2.7994593368225713,-0.8128719816673686,-4.336808689942018e-14,-0.8128719816673686,-0.8207263329717424,0.0,0.0,0.0,0.0,20.280760653458078,20.280760653458078,1.0,180832.17143278386
long_loc,464.0,0.6702586206896551,0.6724137931034483,0.6681034482758621,3.093846871381833,3.2971440134918053,3.0906257801386894,3.293922922248662,-0.3221091243143642,0.0,-0.3221091243143643,-0.343246332485803,0.0,0.0,0.0,0.011036826393424133,20.329714210997256,20.329714210997256,0.9310344827586207,166359.5098820185
short_dist,690.0,0.7985507246376812,0.8072463768115942,0.7985507246376812,2.605316663430798,2.808124800512878,2.6067183563532303,2.80952649343531,0.1401692922432543,0.0,0.1401692922432542,0.19391756257026593,0.0,-0.0,-0.0,0.0,20.280813708208,20.280813708208,0.7478260869565218,162968.98331852717
short_loc,979.0,0.8345250255362615,0.8426966292134831,0.8335035750766088,2.2143955647587363,2.416812391710091,2.212870518177329,2.4152873451286836,-0.15250465814078001,0.0,-0.15250465814077996,-0.17480700709444505,0.0,-0.0,0.0,0.14459648577471887,20.241682695135452,20.241682695135452,0.9438202247191011,127248.94075933467
