,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,blended_mu,blended_std,blended_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
vol_shock_asym_4_12,0.018438369,0.0031053834,0.109478734,37.0,1.2909944,1060.4229,218.85934,31.567957,1517.343,0.030066965,0.004488211,0.20142154,0.3765225,0.030080074,4.71306,1.0,0.0,0.31118888,1.0,0.9921466,1.0,0.0,2.0,0.5,0.9480367,1.0
body_ratio_15m,0.017137604,0.004535952,0.0647488,33.666668,5.3748384,210.87971,178.85304,55.366245,577.76013,0.027496595,0.008587768,0.08803949,0.30311432,0.08257243,1.1126995,4.0,0.0,0.96070164,0.92531306,0.91099477,1.0,0.0,5.5,5.6666665,0.88667095,2.0
climax,0.016332112,0.005113674,0.052161694,31.833334,8.05019,125.8804,174.02527,53.535328,565.6973,0.026745463,0.008312631,0.08605214,0.30026695,0.102319695,0.8811622,9.0,0.0,0.96070164,0.8790636,0.83507854,0.8333333,0.0,4.5,10.5,0.8172546,3.0
range_expansion_ratio_G_VOL_1,0.015692953,0.0042318506,0.058194112,28.166666,5.335937,148.68263,177.11177,49.67544,631.47064,0.025337592,0.007361609,0.087208316,0.3027725,0.0857105,1.0695443,5.0,0.2154391,0.9737711,0.84236455,0.8691099,0.8333333,0.0,4.5,8.333333,0.805578,4.0
loc_session_pos_48,0.013705072,0.0042606434,0.044084653,31.833334,3.9334745,257.62494,152.16165,36.773132,629.6219,0.020816838,0.004887359,0.088665634,0.26003468,0.06875327,0.9834884,6.0,0.0,0.6867063,0.728225,0.908377,1.0,0.0,8.5,5.8333335,0.77761805,5.0
compression_score_G_VOL_1,0.011793815,0.0026637202,0.05221797,34.833332,5.1126204,237.32664,147.61462,39.354733,553.6837,0.01923691,0.0051438995,0.07194127,0.25350988,0.07469143,0.8604368,10.0,0.2072996,0.95579565,0.618485,0.908377,1.0,0.0,10.0,5.8333335,0.71726096,6.0
loc_initial_balance_pos_48,0.012779835,0.003850148,0.042420235,23.833334,3.6247606,156.70767,139.57104,43.786636,444.88632,0.020146146,0.006481419,0.06262012,0.23457041,0.065940544,0.8344377,12.0,0.544753,0.8421278,0.67509997,0.84554976,0.8333333,0.0,11.5,9.833333,0.70769244,7.0
dist_vwap_12_atr,0.011303934,0.00204897,0.062362514,24.166666,4.0585985,143.89888,129.25682,30.719309,543.8705,0.018631665,0.004299683,0.08073594,0.21873903,0.05319491,0.8994614,7.0,0.87380505,0.88911545,0.5903572,0.921466,1.0,0.0,16.5,5.0,0.705063,8.0
up_down_semivol_ratio_tanh,0.0105579365,0.0014511984,0.076812394,28.666666,2.924988,280.9508,136.85855,27.517849,680.6587,0.018256426,0.0038517884,0.08653049,0.23333219,0.05412326,1.0059245,3.0,0.0,0.0,0.5475237,0.93193716,1.0,0.0,10.5,4.3333335,0.6841223,9.0
gap_pct,0.011144083,0.002603797,0.047695953,21.833334,4.7404876,100.558105,130.0431,46.389503,364.54822,0.018534936,0.0063228607,0.054333612,0.21795662,0.07401462,0.64183384,13.0,0.71035624,1.0,0.58117884,0.8115183,0.8333333,0.0,14.0,12.0,0.64752793,10.0
