,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
mae_4h,0.21801755,0.0032887904,14.452624,120.666664,0.94280905,15443.684,152215.34,7610.438,3044438.5,84.28433,4.4446883,1598.2783,1.0,0.21144578,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.79228914,1.0
dir_path_short_2h,0.113771826,0.004052712,3.1939175,97.5,4.031129,2358.2104,68255.234,6489.193,717928.6,36.26519,3.6204917,363.2556,3.0,0.99126506,0.99825215,0.52113235,1.0,1.0,0.0,4.0,0.0,0.7806493,2.0
mae_2h,0.14636801,0.0039838688,5.3775854,104.5,2.0615528,5297.099,92646.99,7556.17,1135954.5,49.800304,4.1484556,597.8297,2.0,0.20301205,0.63764906,0.6708676,1.0,1.0,0.0,2.0,0.0,0.6754061,3.0
mae_8h,0.1231501,0.0061454517,2.4678328,107.666664,3.6362374,3187.9412,73152.34,8571.524,624307.3,40.545883,4.7752314,344.26996,4.0,0.0,0.42559755,0.5642128,1.0,1.0,0.0,3.0,0.0,0.59747446,4.0
time_since_trough_12h,0.05272325,0.009611558,0.28920817,65.166664,6.5680203,646.5715,30653.691,3780.0657,248580.03,16.356293,1.9995728,133.79276,6.0,0.6195783,0.86270434,0.240697,0.9411765,1.0,0.0,5.0,0.33333334,0.59345376,5.0
dir_path_edge_2h,0.047307525,0.0027079007,0.8264711,34.166668,1.5723302,742.4402,29261.002,3909.4978,219006.69,15.015071,2.054254,109.74901,5.0,0.5930723,0.8687059,0.21581909,0.9117647,0.8333333,0.17070949,6.0,0.5,0.5556278,6.0
accept_dir2h_abs_prod,0.027046308,0.0021662186,0.33768648,45.666668,1.7950549,1161.772,15198.248,2075.1648,111310.06,8.183127,1.0927315,61.280903,7.0,0.99216866,0.9917665,0.12274629,0.9411765,0.0,0.0,10.0,0.33333334,0.47668904,7.0
ffd_dist_ema_slow_04,0.032862592,0.0053583784,0.2015442,45.166668,4.8790936,418.11612,17493.951,2094.425,146120.45,9.463543,1.0346014,86.56344,8.0,0.65271086,0.84516567,0.14946422,0.85294116,0.16666667,0.0,7.5,0.8333333,0.42108995,8.0
dir_path_risk_long_2h,0.01463531,0.0037636256,0.05691115,41.166668,3.4359214,493.22855,8404.872,1783.8209,39601.438,4.4092712,0.9051293,21.47944,13.0,1.0,1.0,0.065734595,0.64705884,0.0,0.0,14.5,2.0,0.38477182,9.0
tfq_dir2h_signed_mag,0.011713454,0.002907471,0.047190495,36.0,2.5819888,501.93863,6427.05,1025.3033,40287.555,3.583735,0.5518487,23.272964,14.5,0.35421687,0.8707805,0.052312627,0.7647059,0.0,0.41133037,17.0,1.3333334,0.3008958,10.0
time_since_event_extreme_12h,0.018618032,0.0040107835,0.0864248,35.5,3.1490738,400.19702,10626.764,1679.0018,67259.07,5.555437,0.8727998,35.360783,9.0,0.20692772,0.84130836,0.0840298,0.8235294,0.0,0.18727587,12.5,1.0,0.28604212,11.0
