regime_families_combo,count
volatility,795
trend|volatility,497
volatility|volatility_term_structure,100
trend,43
trend|volatility|volatility_term_structure,37
trend|volatility_term_structure,7
,6
compression|volatility,4
volatility_term_structure,3
