feature_name,status,reason,support,group,regime_family
loc_dist_ema20_atr_ts_top20,retained,retained,576,location,
loc_dist_ema20_atr_ts_bot20,retained,retained,144,location,
loc_dist_ema20_atr_ts_top30,retained,retained,504,location,
loc_dist_ema20_atr_ts_bot30,retained,retained,216,location,
loc_dist_ema20_atr_ts_top40,retained,retained,432,location,
loc_dist_ema20_atr_ts_bot40,retained,retained,288,location,
loc_dist_ema20_atr_ts_top50,retained,retained,360,location,
loc_dist_ema20_atr_ts_bot50,retained,retained,360,location,
loc_dist_ema20_atr_ts_top60,retained,retained,288,location,
loc_dist_ema20_atr_ts_bot60,retained,retained,432,location,
loc_dist_ema20_atr_ts_top70,retained,retained,216,location,
loc_dist_ema20_atr_ts_bot70,retained,retained,504,location,
loc_dist_ema20_atr_ts_top80,retained,retained,144,location,
loc_dist_ema20_atr_ts_bot80,retained,retained,576,location,
loc_dist_ema20_atr_ts_band20_80,retained,retained,432,location,
loc_dist_ema20_atr_ts_band25_75,retained,retained,360,location,
loc_dist_ema20_atr_ts_band30_70,retained,retained,288,location,
loc_dist_ema20_atr_ts_band40_60,retained,retained,144,location,
loc_dist_ema50_atr_ts_top20,retained,retained,576,location,
loc_dist_ema50_atr_ts_bot20,retained,retained,144,location,
loc_dist_ema50_atr_ts_top30,retained,retained,504,location,
loc_dist_ema50_atr_ts_bot30,retained,retained,216,location,
loc_dist_ema50_atr_ts_top40,retained,retained,432,location,
loc_dist_ema50_atr_ts_bot40,retained,retained,288,location,
loc_dist_ema50_atr_ts_top50,retained,retained,360,location,
loc_dist_ema50_atr_ts_bot50,retained,retained,360,location,
loc_dist_ema50_atr_ts_top60,retained,retained,288,location,
loc_dist_ema50_atr_ts_bot60,retained,retained,432,location,
loc_dist_ema50_atr_ts_top70,retained,retained,216,location,
loc_dist_ema50_atr_ts_bot70,retained,retained,504,location,
loc_dist_ema50_atr_ts_top80,retained,retained,144,location,
loc_dist_ema50_atr_ts_bot80,retained,retained,576,location,
loc_dist_ema50_atr_ts_band20_80,retained,retained,432,location,
loc_dist_ema50_atr_ts_band25_75,retained,retained,360,location,
loc_dist_ema50_atr_ts_band30_70,retained,retained,288,location,
loc_dist_ema50_atr_ts_band40_60,retained,retained,144,location,
loc_dist_ema200_atr_ts_top20,retained,retained,576,location,
loc_dist_ema200_atr_ts_bot20,retained,retained,144,location,
loc_dist_ema200_atr_ts_top30,retained,retained,504,location,
loc_dist_ema200_atr_ts_bot30,retained,retained,216,location,
loc_dist_ema200_atr_ts_top40,retained,retained,432,location,
loc_dist_ema200_atr_ts_bot40,retained,retained,288,location,
loc_dist_ema200_atr_ts_top50,retained,retained,360,location,
loc_dist_ema200_atr_ts_bot50,retained,retained,360,location,
loc_dist_ema200_atr_ts_top60,retained,retained,288,location,
loc_dist_ema200_atr_ts_bot60,retained,retained,432,location,
loc_dist_ema200_atr_ts_top70,retained,retained,216,location,
loc_dist_ema200_atr_ts_bot70,retained,retained,504,location,
loc_dist_ema200_atr_ts_top80,retained,retained,144,location,
loc_dist_ema200_atr_ts_bot80,retained,retained,576,location,
loc_dist_ema200_atr_ts_band20_80,retained,retained,432,location,
loc_dist_ema200_atr_ts_band25_75,retained,retained,360,location,
loc_dist_ema200_atr_ts_band30_70,retained,retained,288,location,
loc_dist_ema200_atr_ts_band40_60,retained,retained,144,location,
loc_dist_vwap_atr_ts_top20,retained,retained,576,location,
loc_dist_vwap_atr_ts_bot20,retained,retained,144,location,
loc_dist_vwap_atr_ts_top30,retained,retained,504,location,
loc_dist_vwap_atr_ts_bot30,retained,retained,216,location,
loc_dist_vwap_atr_ts_top40,retained,retained,432,location,
loc_dist_vwap_atr_ts_bot40,retained,retained,288,location,
loc_dist_vwap_atr_ts_top50,retained,retained,360,location,
loc_dist_vwap_atr_ts_bot50,retained,retained,360,location,
loc_dist_vwap_atr_ts_top60,retained,retained,288,location,
loc_dist_vwap_atr_ts_bot60,retained,retained,432,location,
loc_dist_vwap_atr_ts_top70,retained,retained,216,location,
loc_dist_vwap_atr_ts_bot70,retained,retained,504,location,
loc_dist_vwap_atr_ts_top80,retained,retained,144,location,
loc_dist_vwap_atr_ts_bot80,retained,retained,576,location,
loc_dist_vwap_atr_ts_band20_80,retained,retained,432,location,
loc_dist_vwap_atr_ts_band25_75,retained,retained,360,location,
loc_dist_vwap_atr_ts_band30_70,retained,retained,288,location,
loc_dist_vwap_atr_ts_band40_60,retained,retained,144,location,
loc_dist_weekly_vwap_ts_top20,retained,retained,576,location,
loc_dist_weekly_vwap_ts_bot20,retained,retained,144,location,
loc_dist_weekly_vwap_ts_top30,retained,retained,504,location,
loc_dist_weekly_vwap_ts_bot30,retained,retained,216,location,
loc_dist_weekly_vwap_ts_top40,retained,retained,432,location,
loc_dist_weekly_vwap_ts_bot40,retained,retained,288,location,
loc_dist_weekly_vwap_ts_top50,retained,retained,360,location,
loc_dist_weekly_vwap_ts_bot50,retained,retained,360,location,
loc_dist_weekly_vwap_ts_top60,retained,retained,288,location,
loc_dist_weekly_vwap_ts_bot60,retained,retained,432,location,
loc_dist_weekly_vwap_ts_top70,retained,retained,216,location,
loc_dist_weekly_vwap_ts_bot70,retained,retained,504,location,
loc_dist_weekly_vwap_ts_top80,retained,retained,144,location,
loc_dist_weekly_vwap_ts_bot80,retained,retained,576,location,
loc_dist_weekly_vwap_ts_band20_80,retained,retained,432,location,
loc_dist_weekly_vwap_ts_band25_75,retained,retained,360,location,
loc_dist_weekly_vwap_ts_band30_70,retained,retained,288,location,
loc_dist_weekly_vwap_ts_band40_60,retained,retained,144,location,
loc_dist_prior_day_high_ts_top20,retained,retained,576,location,
loc_dist_prior_day_high_ts_bot20,retained,retained,144,location,
loc_dist_prior_day_high_ts_top30,retained,retained,504,location,
loc_dist_prior_day_high_ts_bot30,retained,retained,216,location,
loc_dist_prior_day_high_ts_top40,retained,retained,432,location,
loc_dist_prior_day_high_ts_bot40,retained,retained,288,location,
loc_dist_prior_day_high_ts_top50,retained,retained,360,location,
loc_dist_prior_day_high_ts_bot50,retained,retained,360,location,
loc_dist_prior_day_high_ts_top60,retained,retained,288,location,
loc_dist_prior_day_high_ts_bot60,retained,retained,432,location,
loc_dist_prior_day_high_ts_top70,retained,retained,216,location,
loc_dist_prior_day_high_ts_bot70,retained,retained,504,location,
loc_dist_prior_day_high_ts_top80,retained,retained,144,location,
loc_dist_prior_day_high_ts_bot80,retained,retained,576,location,
loc_dist_prior_day_high_ts_band20_80,retained,retained,432,location,
loc_dist_prior_day_high_ts_band25_75,retained,retained,360,location,
loc_dist_prior_day_high_ts_band30_70,retained,retained,288,location,
loc_dist_prior_day_high_ts_band40_60,retained,retained,144,location,
loc_dist_prior_day_low_ts_top20,retained,retained,576,location,
loc_dist_prior_day_low_ts_bot20,retained,retained,144,location,
loc_dist_prior_day_low_ts_top30,retained,retained,504,location,
loc_dist_prior_day_low_ts_bot30,retained,retained,216,location,
loc_dist_prior_day_low_ts_top40,retained,retained,432,location,
loc_dist_prior_day_low_ts_bot40,retained,retained,288,location,
loc_dist_prior_day_low_ts_top50,retained,retained,360,location,
loc_dist_prior_day_low_ts_bot50,retained,retained,360,location,
loc_dist_prior_day_low_ts_top60,retained,retained,288,location,
loc_dist_prior_day_low_ts_bot60,retained,retained,432,location,
loc_dist_prior_day_low_ts_top70,retained,retained,216,location,
loc_dist_prior_day_low_ts_bot70,retained,retained,504,location,
loc_dist_prior_day_low_ts_top80,retained,retained,144,location,
loc_dist_prior_day_low_ts_bot80,retained,retained,576,location,
loc_dist_prior_day_low_ts_band20_80,retained,retained,432,location,
loc_dist_prior_day_low_ts_band25_75,retained,retained,360,location,
loc_dist_prior_day_low_ts_band30_70,retained,retained,288,location,
loc_dist_prior_day_low_ts_band40_60,retained,retained,144,location,
loc_dist_rolling_7d_high_ts_top20,retained,retained,576,location,
