Stage: Combine | Step: 04_03 | Shape: (244405, 36)
                        open     high      low    close     volume  close_returns  open_returns  high_returns  low_returns  close_log_returns  close_log  open_log  high_log   low_log  close_detrended  label     sma_5     sma_20       ema_12       ema_26  price_momentum_5  price_momentum_20  volatility_5  volatility_20  volume_ma_5  volume_ma_20  volume_momentum  high_low_ratio  close_open_ratio  body_size  upper_shadow  lower_shadow        rsi      macd  macd_signal  macd_histogram
timestamp                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2025-02-17 16:02:00  2753.67  2754.60  2743.08  2746.86  17327.276            NaN           NaN           NaN          NaN          -0.000632   7.918214  7.920690  7.921028  7.916837              NaN      1  2738.144  2741.2750  2739.804026  2740.401126         -0.001591          -0.001561      0.000473       0.000404     576.9282     744.27735        -0.207519        1.000884          0.999368   0.714876      0.285124      0.000000  17.483108 -0.597100     0.092707       -0.689807
2025-02-17 16:03:00  2746.86  2752.53  2744.00  2750.73   8786.269       0.001409     -0.002473     -0.000751     0.000335           0.000175   7.919622  7.918214  7.920276  7.917172              NaN      1  2737.798  2741.0425  2739.415714  2740.169932         -0.000632          -0.001696      0.000430       0.000398     621.1208     721.86830         0.456696        1.000325          1.000175   0.539326      0.213483      0.247191  22.388060 -0.754218    -0.076678       -0.677539
2025-02-17 16:04:00  2750.79  2759.39  2749.20  2757.60  11420.870       0.002498      0.001431      0.002492     0.001895           0.000281   7.922116  7.919643  7.922765  7.919065              NaN      1  2737.874  2740.9035  2739.205604  2740.012900          0.000139          -0.001014      0.000404       0.000398     538.9414     719.70320        -0.367031        1.001027          1.000285   0.277580      0.064057      0.658363  27.946128 -0.807295    -0.222802       -0.584494
2025-02-17 16:05:00  2757.61  2764.28  2754.51  2757.22  11998.325      -0.000138      0.002479      0.001772     0.001931          -0.000084   7.921978  7.922120  7.924535  7.920995              NaN      1  2737.696  2740.7445  2738.992434  2739.850463         -0.000325          -0.001160      0.000353       0.000398     497.4512     716.56220        -0.393973        1.000405          0.999912   0.216216      0.783784      0.000000  28.645384 -0.858028    -0.349847       -0.508181
2025-02-17 16:06:00  2757.21  2763.13  2756.27  2761.51   7724.295       0.001556     -0.000145     -0.000416     0.000639           0.000000   7.923533  7.921975  7.924119  7.921634              NaN     -1  2737.554  2740.5570  2738.812060  2739.700058         -0.000259          -0.001368      0.000354       0.000393     544.0522     705.13935         0.633632        1.000438          1.000007   0.016667      0.983333      0.000000  28.744589 -0.887998    -0.457477       -0.430521
2025-02-17 16:07:00  2761.52  2763.96  2756.01  2756.02   6351.417      -0.001988      0.001563      0.000300    -0.000094          -0.000022   7.921543  7.923537  7.924420  7.921539              NaN     -1  2737.746  2740.3410  2738.650205  2739.556350          0.000351          -0.001575      0.000152       0.000389     536.2492     691.75850        -0.100813        1.000373          0.999978   0.058824      0.882353      0.058824  31.232361 -0.906146    -0.547211       -0.358935
2025-02-17 16:08:00  2756.01  2759.90  2753.00  2753.69   4855.608      -0.000845     -0.001995     -0.001469    -0.001092           0.000310   7.920697  7.921539  7.922950  7.920447              NaN      1  2738.012  2740.0465  2738.644019  2739.486250          0.000486          -0.002146      0.000184       0.000331     476.3376     686.81730        -0.425030        1.000460          1.000314   0.682540      0.071429      0.246032  33.965673 -0.842231    -0.606215       -0.236016
2025-02-17 16:09:00  2753.69  2759.79  2753.61  2755.31   4965.912       0.000588     -0.000842     -0.000040     0.000222           0.001299   7.921285  7.920697  7.922910  7.920668              NaN     -1  2738.836  2739.9765  2739.186478  2739.685046          0.001505          -0.000510      0.000579       0.000452     513.5732     690.52350         0.262733        1.001413          1.001296   0.917313      0.067183      0.015504  48.266100 -0.498569    -0.584686        0.086117
2025-02-17 16:10:00  2755.30  2755.39  2743.29  2744.78  10183.733      -0.003822      0.000585     -0.001594    -0.003748          -0.000788   7.917456  7.921282  7.921314  7.916913              NaN     -1  2739.274  2739.8125  2739.313174  2739.709117          0.000800          -0.001196      0.000755       0.000483     533.4296     685.22950         0.311122        1.000792          0.999216   0.990783      0.004608      0.004608  41.434756 -0.395944    -0.546937        0.150994
2025-02-17 16:11:00  2744.77  2744.96  2735.98  2744.96  19703.103       0.000066     -0.003822     -0.003785    -0.002665          -0.000843   7.917522  7.917453  7.917522  7.914245              NaN      1  2739.250  2739.5590  2739.064993  2739.560294         -0.000044          -0.001848      0.000883       0.000513     528.1096     690.99420        -0.044279        1.001209          0.999161   0.694864      0.175227      0.129909  39.739027 -0.495301    -0.536610        0.041309
2025-02-17 16:12:00  2744.96  2750.72  2741.22  2749.64   9342.345       0.001705      0.000069      0.002098     0.001915          -0.000040   7.919225  7.917522  7.919618  7.916158              NaN     -1  2739.216  2739.3020  2738.838071  2739.414346         -0.000062          -0.001874      0.000883       0.000513     614.2480     606.79660         1.237660        1.000438          0.999960   0.091667      0.483333      0.425000  45.209177 -0.576275    -0.544543       -0.031732
2025-02-17 16:13:00  2749.64  2750.17  2740.93  2741.59   7606.616      -0.002928      0.001705     -0.000200    -0.000106          -0.000427   7.916293  7.919225  7.919418  7.916053              NaN     -1  2738.778  2739.0355  2738.466060  2739.192542         -0.000800          -0.001944      0.000877       0.000515     855.7482     644.18100         2.979755        1.000907          0.999569   0.475806      0.096774      0.427419  45.733788 -0.726482    -0.580931       -0.145552
2025-02-17 16:14:00  2741.60  2744.84  2738.46  2743.70   6308.859       0.000770     -0.002924     -0.001938    -0.000901          -0.000015   7.917063  7.916297  7.917478  7.915151              NaN      1  2737.620  2738.7465  2738.145128  2738.984206         -0.002111          -0.002108      0.000395       0.000512     789.5186     630.74335        -0.370081        1.000461          0.999985   0.031746      0.325397      0.642857  41.465201 -0.839078    -0.632560       -0.206518
2025-02-17 16:15:00  2743.71  2750.00  2742.03  2749.17   6766.197       0.001994      0.000770      0.001880     0.001304          -0.000011   7.919054  7.917066  7.919356  7.916454              NaN     -1  2736.888  2738.4310  2737.868954  2738.789080         -0.001336          -0.002301      0.000367       0.000508     772.7534     632.06215        -0.200353        1.000230          0.999989   0.047619      0.650794      0.301587  41.925926 -0.920125    -0.690073       -0.230052
2025-02-17 16:16:00  2749.18  2752.20  2746.48  2752.20   5209.889       0.001102      0.001994      0.000800     0.001623           0.000742   7.920156  7.919058  7.920156  7.918075              NaN     -1  2737.024  2738.2110  2737.947577  2738.758777          0.000248          -0.001604      0.000425       0.000543     988.4136     664.44295         1.878135        1.000764          1.000746   0.976077      0.023923      0.000000  55.724638 -0.811201    -0.714299       -0.096902
2025-02-17 16:17:00  2752.19  2752.23  2746.09  2748.15   3992.870      -0.001472      0.001095      0.000011    -0.000142          -0.000424   7.918683  7.920152  7.920167  7.917933              NaN     -1  2736.950  2738.0140  2737.835642  2738.644794         -0.000135          -0.001437      0.000477       0.000536     893.6672     655.27315        -0.608377        1.000490          0.999569   0.880597      0.111940      0.007463  49.792818 -0.809152    -0.733269       -0.075883
2025-02-17 16:18:00  2748.15  2749.37  2746.20  2749.20   2683.014       0.000382     -0.001468     -0.001039     0.000040          -0.000274   7.919065  7.918683  7.919127  7.917973              NaN     -1  2736.960  2737.8870  2737.625543  2738.483698          0.000018          -0.000927      0.000449       0.000511     651.6908     651.22435        -0.750205        1.000570          0.999726   0.480769      0.096154      0.423077  44.536653 -0.858155    -0.758247       -0.099908
2025-02-17 16:19:00  2749.20  2751.60  2747.08  2748.70   5043.450      -0.000182      0.000382      0.000811     0.000320          -0.000625   7.918883  7.919065  7.919938  7.918294              NaN     -1  2736.636  2737.7415  2737.184690  2738.207869         -0.000592          -0.001063      0.000530       0.000518     847.2708     672.32600         1.734942        1.000794          0.999375   0.788018      0.004608      0.207373  40.401506 -1.023178    -0.811233       -0.211945
2025-02-17 16:20:00  2748.70  2749.37  2740.05  2740.24   5290.983      -0.003078     -0.000182     -0.000810    -0.002559          -0.000571   7.915801  7.918883  7.919127  7.915731              NaN     -1  2736.006  2737.4660  2736.571661  2737.836915         -0.001151          -0.002012      0.000560       0.000520    1091.6512     723.82135         3.652200        1.000629          0.999437   0.895349      0.000000      0.104651  36.800000 -1.265254    -0.902037       -0.363217
2025-02-17 16:21:00  2740.24  2741.31  2730.65  2738.07  17360.879      -0.000792     -0.003078     -0.002932    -0.003431          -0.000139   7.915009  7.915801  7.916191  7.912295         -11.3970      1  2734.894  2737.1805  2735.994482  2737.465292         -0.002030          -0.002085      0.000202       0.000520    1030.0726     772.66200        -0.186327        1.000432          0.999861   0.322034      0.067797      0.610169  36.139169 -1.470810    -1.015792       -0.455018
2025-02-17 16:22:00  2738.21  2742.50  2736.00  2742.15   6993.952       0.001490     -0.000741      0.000434     0.001959          -0.000630   7.916498  7.915060  7.916625  7.914252          -7.0815     -1  2733.670  2736.8955  2735.241485  2736.993789         -0.002236          -0.002083      0.000226       0.000520    1474.8632     879.75690         7.292869        1.001190          0.999374   0.526154      0.135385      0.338462  29.909042 -1.752304    -1.163094       -0.589210
