Stage: EngineerFeatures | Step: 04_02 | Shape: (255967, 88)
       open     high      low    close    volume  close_returns  open_returns  high_returns  low_returns  price_impact  volume_price_impact  order_flow_imbalance  bid_ask_spread  market_depth  realized_volatility  parkinson_volatility  garman_klass_volatility  volatility_regime  volatility_percentile  autocorr_1  autocorr_5  autocorr_10  rolling_corr_5  rolling_corr_10  correlation_strength  momentum_5  momentum_10  momentum_20     roc_5    roc_10  momentum_strength  avg_volume  volume_volatility  liquidity_score  bullish_engulfing_count  bullish_engulfing_present  bearish_engulfing_count  bearish_engulfing_present  hammer_count  hammer_present  hanging_man_count  hanging_man_present  shooting_star_count  shooting_star_present  inverted_hammer_count  inverted_hammer_present  tweezer_top_count  tweezer_top_present  tweezer_bottom_count  tweezer_bottom_present  bullish_marubozu_count  bullish_marubozu_present  bearish_marubozu_count  bearish_marubozu_present  rising_three_methods_count  rising_three_methods_present  falling_three_methods_count  falling_three_methods_present  doji_count  doji_present  spinning_top_count  spinning_top_present  total_patterns  pattern_density  bullish_patterns  bearish_patterns  bullish_bearish_ratio  nearest_support_distance  nearest_resistance_distance  support_levels_count  resistance_levels_count  morl_detrended_energy_ts  adaptive_sma  adaptive_ema  adaptive_atr  adaptive_bollinger  1m_price_change  1m_price_volatility  1m_volume_change  1m_volume_ma_ratio  1m_5m_volume_ma_ratio  1m_15m_volume_ma_ratio  5m_price_change  5m_price_volatility  5m_volume_change  5m_volume_ma_ratio  5m_5m_volume_ma_ratio  5m_15m_volume_ma_ratio
20  2735.62  2736.00  2730.26  2730.49  2284.224      -0.001872      0.000699     -0.000460    -0.000688           0.0                  0.0                   0.0        0.006792   2721.357750             2.150287              0.000002             6.180047e-07                  2               0.636364         NaN         NaN          NaN       -0.532004        -0.294261                   0.0       -4.05        -1.06        -5.22 -0.001481 -0.000388           0.000388  2721.35775        2058.376802              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.429051                     0.528495                     3                        3                       NaN   2734.449558   2733.573729      3.436016            0.022621        -0.001872             0.000786          2.417438            0.932428               2.230184                0.752171        -0.001907             0.002032         -0.271589            0.325778                0.28164                0.386369
21  2730.50  2733.15  2730.47  2731.92  2179.447       0.000524     -0.001872     -0.001042     0.000077           0.0                  0.0                   0.0        0.005596   2771.941650             2.158037              0.000002             6.041827e-07                  2               0.638576         NaN         NaN          NaN       -0.727489        -0.390055                   0.0       -5.22        -0.07        -5.02 -0.001907 -0.000026           0.000026  2771.94165        2030.429573              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.428303                     0.527695                     3                        3                       NaN   2733.476259   2733.077871      3.408023            0.207822         0.000524             0.000789          2.417438            0.932428               2.230184                0.752171        -0.001907             0.002032         -0.271589            0.325778                0.28164                0.386369
22  2731.92  2734.46  2730.45  2734.45  2237.729       0.000926      0.000520      0.000479    -0.000007           0.0                  0.0                   0.0        0.004262   2804.273600             2.238343              0.000002             6.059486e-07                  2               0.660457         NaN         NaN          NaN       -0.422726        -0.316524                   0.0       -1.21         0.69        -1.58 -0.000442  0.000252           0.000252  2804.27360        2015.731632              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.426981                     0.526281                     3                        3                       NaN   2733.255774   2733.536193      3.409730            0.521454         0.000926             0.000819          2.417438            0.932428               2.230184                0.752171         0.001094             0.002032         -0.271589            0.325778                0.28164                0.386369
23  2734.45  2736.00  2732.89  2735.37  1282.162       0.000336      0.000926      0.000563     0.000894           0.0                  0.0                   0.0        0.004482   2801.511350             2.247409              0.000002             6.082064e-07                  2               0.663016         NaN         NaN          NaN       -0.360620        -0.318883                   0.0        1.67         0.07        -1.04  0.000611  0.000026           0.000026  2801.51135        2017.884245              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.426501                     0.525768                     3                        3                       NaN   2733.570336   2734.125709      3.411153            0.637451         0.000336             0.000822          2.417438            0.932428               2.230184                0.752171         0.001094             0.002032         -0.271589            0.325778                0.28164                0.386369
24  2735.36  2736.00  2731.04  2731.82  2288.849      -0.001298      0.000333      0.000000    -0.000677           0.0                  0.0                   0.0        0.005170   2861.227700             2.188187              0.000002             6.332486e-07                  2               0.647045         NaN         NaN          NaN       -0.314837        -0.327935                   0.0       -3.79        -2.67        -0.39 -0.001385 -0.000976           0.000977  2861.22770        1982.063902              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.428355                     0.527751                     3                        3                       NaN   2732.863180   2733.413562      3.466940            0.236927        -0.001298             0.000800          2.417438            0.932428               2.230184                0.752171         0.001094             0.002032         -0.271589            0.325778                0.28164                0.386369
25  2731.81  2735.76  2731.71  2735.51  1133.223       0.001351     -0.001298     -0.000088     0.000245           0.0                  0.0                   0.0        0.005655   2854.518800             2.338813              0.000002             6.231593e-07                  3               0.686524         NaN         NaN          NaN       -0.375376        -0.450763                   0.0        5.02         0.97         3.52  0.001838  0.000355           0.000355  2854.51880        1987.960942              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.426428                     0.525690                     3                        3                       NaN   2733.797437   2734.087987      3.463000            0.660780         0.001351             0.000856          2.417438            0.932428               2.230184                0.752171         0.001094             0.002032         -0.271589            0.325778                0.28164                0.386369
26  2735.52  2736.53  2734.50  2734.91  2370.042      -0.000219      0.001358      0.000281     0.001021           0.0                  0.0                   0.0        0.004000   2923.950950             2.331705              0.000002             6.204769e-07                  3               0.684762         NaN         NaN          NaN       -0.500439        -0.458618                   0.0        2.99        -2.23         1.71  0.001094 -0.000815           0.000815  2923.95095        1942.834459              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.426741                     0.526025                     3                        3                       NaN   2734.352288   2734.349492      3.404487            0.628350        -0.000219             0.000853          2.417438            0.932428               2.230184                0.752171         0.001094             0.002032         -0.271589            0.325778                0.28164                0.386369
27  2734.90  2734.90  2731.00  2732.01  2166.262      -0.001060     -0.000227     -0.000596    -0.001280           0.0                  0.0                   0.0        0.003883   2662.129050             2.345914              0.000002             6.290627e-07                  3               0.688160         NaN         NaN          NaN       -0.391792        -0.401177                   0.0       -2.44        -3.65         1.49 -0.000892 -0.001334           0.001336  2662.12905        1636.128201              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.428256                     0.527644                     3                        3                       NaN   2733.897886   2733.625051      3.420189            0.293560        -0.001060             0.000858          2.417438            0.932428               2.230184                0.752171        -0.002980             0.002032         -0.271589            0.325778                0.28164                0.386369
28  2732.00  2732.34  2729.16  2729.62  1332.599      -0.000875     -0.001060     -0.000936    -0.000674           0.0                  0.0                   0.0        0.004447   2422.312700             2.360427              0.000002             6.337200e-07                  3               0.691778         NaN         NaN          NaN       -0.369983        -0.339671                   0.0       -5.75        -4.08         1.21 -0.002102 -0.001492           0.001495  2422.31270        1441.127587              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.429506                     0.528982                     3                        3                       NaN   2732.828248   2732.399628      3.414235            0.105117        -0.000875             0.000863          2.417438            0.932428               2.230184                0.752171        -0.002980             0.002032         -0.271589            0.325778                0.28164                0.386369
29  2729.62  2730.00  2726.72  2728.38  1630.506      -0.000454     -0.000871     -0.000856    -0.000894           0.0                  0.0                   0.0        0.004041   2201.569450             2.374520              0.000002             6.370632e-07                  3               0.695111         NaN         NaN          NaN       -0.250418        -0.279546                   0.0       -3.44        -7.23        -0.60 -0.001259 -0.002643           0.002650  2201.56945        1169.479877              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.430156                     0.529677                     3                        3                       NaN   2732.182008   2731.195111      3.384723            0.090783        -0.000454             0.000869          2.417438            0.932428               2.230184                0.752171        -0.002980             0.002032         -0.271589            0.325778                0.28164                0.386369
30  2728.37  2729.25  2725.19  2726.62  1532.224      -0.000645     -0.000458     -0.000275    -0.000561           0.0                  0.0                   0.0        0.004620   2071.939550             2.321797              0.000002             6.288581e-07                  3               0.682136         NaN         NaN          NaN        0.577434        -0.143972                   0.0       -8.89        -3.87        -4.93 -0.003250 -0.001417           0.001419  2071.93955        1085.769802              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.431079                     0.530664                     3                        3                       NaN   2730.524385   2729.834267      3.422199            0.048934        -0.000645             0.000849          2.417438            0.932428               2.230184                0.752171        -0.002980             0.002032         -0.271589            0.325778                0.28164                0.386369
31  2726.61  2727.76  2726.07  2726.76  1321.900       0.000051     -0.000645     -0.000546     0.000323           0.0                  0.0                   0.0        0.003893   1987.685800             2.318094              0.000002             6.037288e-07                  3               0.681183         NaN         NaN          NaN       -0.215766        -0.020584                   0.0       -8.15        -5.16        -5.23 -0.002980 -0.001889           0.001892  1987.68580        1074.717083              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.431006                     0.530586                     3                        3                       NaN   2729.006057   2728.966571      3.367703            0.146144         0.000051             0.000848          2.417438            0.932428               2.230184                0.752171        -0.002980             0.002032         -0.271589            0.325778                0.28164                0.386369
32  2726.76  2729.67  2726.76  2728.53  1663.444       0.000649      0.000055      0.000700     0.000253           0.0                  0.0                   0.0        0.002978   1995.741450             2.318094              0.000002             5.994546e-07                  3               0.681179         NaN         NaN          NaN        0.821260        -0.114718                   0.0       -3.48        -5.92        -5.23 -0.001274 -0.002165           0.002170  1995.74145        1071.486546              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.430077                     0.529593                     3                        3                       NaN   2728.354191   2728.931580      3.338918            0.311844         0.000649             0.000848          2.417438            0.932428               2.230184                0.752171         0.000590             0.002032         -0.271589            0.325778                0.28164                0.386369
33  2728.53  2729.65  2726.36  2727.06  1135.386      -0.000539      0.000649     -0.000007    -0.000147           0.0                  0.0                   0.0        0.003887   1987.993650             2.292548              0.000002             6.198961e-07                  3               0.674768         NaN         NaN          NaN        0.078076        -0.274318                   0.0       -2.56        -8.31        -8.24 -0.000938 -0.003038           0.003047  1987.99365        1077.399586              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.430848                     0.530417                     3                        3                       NaN   2727.865107   2728.443870      3.351735            0.250941        -0.000539             0.000839          2.417438            0.932428               2.230184                0.752171         0.000590             0.002032         -0.271589            0.325778                0.28164                0.386369
34  2727.06  2729.26  2727.06  2728.37   949.728       0.000480     -0.000539     -0.000143     0.000257           0.0                  0.0                   0.0        0.003502   2007.002350             2.321999              0.000002             6.224854e-07                  3               0.682179         NaN         NaN          NaN       -0.251144        -0.216415                   0.0       -0.01        -3.45        -6.12 -0.000004 -0.001263           0.001264  2007.00235        1054.159815              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.430161                     0.529683                     3                        3                       NaN   2727.858547   2728.526756      3.260974            0.375528         0.000480             0.000849          2.417438            0.932428               2.230184                0.752171         0.000590             0.002032         -0.271589            0.325778                0.28164                0.386369
35  2728.36  2728.74  2723.43  2725.22  3446.876      -0.001155      0.000477     -0.000191    -0.001331           0.0                  0.0                   0.0        0.005090   2031.750750             2.404945              0.000002             6.720065e-07                  3               0.702280         NaN         NaN          NaN       -0.668375        -0.019130                   0.0       -1.40       -10.29        -9.32 -0.000513 -0.003762           0.003776  2031.75075        1082.928417              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.431814                     0.531451                     3                        3                       NaN   2727.597821   2727.611050      3.352775            0.173717        -0.001155             0.000880          2.417438            0.932428               2.230184                0.752171         0.000590             0.002032         -0.271589            0.325778                0.28164                0.386369
36  2725.23  2728.37  2723.91  2728.37  2162.805       0.001156     -0.001147     -0.000136     0.000176           0.0                  0.0                   0.0        0.006141   2077.256350             2.444666              0.000002             7.081338e-07                  3               0.711234         NaN         NaN          NaN       -0.856071        -0.353891                   0.0        1.61        -6.54        -8.77  0.000590 -0.002391           0.002397  2077.25635        1067.480413              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.430161                     0.529683                     3                        3                       NaN   2727.891086   2727.966655      3.458109            0.510803         0.001156             0.000895          2.417438            0.932428               2.230184                0.752171         0.000590             0.002032         -0.271589            0.325778                0.28164                0.386369
37  2728.38  2732.89  2727.95  2731.40  1795.347       0.001111      0.001156      0.001657     0.001483           0.0                  0.0                   0.0        0.005889   1881.431350             2.549306              0.000002             6.681333e-07                  3               0.733503         NaN         NaN          NaN       -0.347019         0.060458                   0.0        2.87        -0.61        -4.26  0.001052 -0.000223           0.000223  1881.43135         638.792005              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.428575                     0.527986                     3                        3                       NaN   2728.429362   2729.143225      3.537182            0.940407         0.001111             0.000933          2.417438            0.932428               2.230184                0.752171        -0.002272             0.002032         -0.271589            0.325778                0.28164                0.386369
38  2731.31  2732.95  2730.00  2730.29  1746.039      -0.000406      0.001074      0.000022     0.000751           0.0                  0.0                   0.0        0.005087   1880.576150             2.525623              0.000002             6.847843e-07                  3               0.728658         NaN         NaN          NaN       -0.381088        -0.163558                   0.0        3.23         0.67        -3.41  0.001184  0.000245           0.000245  1880.57615         638.970126              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.429156                     0.528607                     3                        3                       NaN   2729.013771   2729.572466      3.537449            0.765461        -0.000406             0.000925          2.417438            0.932428               2.230184                0.752171        -0.002272             0.002032         -0.271589            0.325778                0.28164                0.386369
39  2730.29  2730.30  2727.82  2727.82   389.008      -0.000905     -0.000373     -0.000970    -0.000799           0.0                  0.0                   0.0        0.003408   1752.390000             2.525623              0.000002             6.112996e-07                  3               0.728654         NaN         NaN          NaN       -0.144845        -0.168508                   0.0       -0.55        -0.56        -7.79 -0.000202 -0.000205           0.000205  1752.39000         669.013389              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.430450                     0.529991                     3                        3                       NaN   2728.904084   2729.096525      3.527645            0.445079        -0.000905             0.000925          2.417438            0.932428               2.230184                0.752171        -0.002272             0.002032         -0.271589            0.325778                0.28164                0.386369
40  2727.81  2730.07  2724.61  2724.95  1699.307      -0.001052     -0.000908     -0.000084    -0.001177           0.0                  0.0                   0.0        0.005308   1723.144150             2.347662              0.000002             6.480238e-07                  3               0.688598         NaN         NaN          NaN        0.170842        -0.054401                   0.0       -0.27        -1.67        -5.54 -0.000099 -0.000612           0.000613  1723.14415         657.221559              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.431956                     0.531602                     3                        3                       NaN   2728.822462   2727.866902      3.555585            0.126927        -0.001052             0.000860          2.417438            0.932428               2.230184                0.752171        -0.002272             0.002032         -0.271589            0.325778                0.28164                0.386369
41  2724.94  2724.95  2718.77  2722.17  5622.012      -0.001020     -0.001052     -0.001875    -0.002143           0.0                  0.0                   0.0        0.007308   1895.272400             2.375132              0.000002             7.380850e-07                  3               0.695251         NaN         NaN          NaN        0.807010         0.090303                   0.0       -6.20        -4.59        -9.75 -0.002272 -0.001683           0.001686  1895.27240        1090.805084              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.433419                     0.533167                     3                        3                       NaN   2727.666145   2726.195155      3.667799            0.003324        -0.001020             0.000870          2.417438            0.932428               2.230184                0.752171        -0.002272             0.002032         -0.271589            0.325778                0.28164                0.386369
42  2722.17  2723.45  2719.50  2722.68  2049.607       0.000187     -0.001017     -0.000550     0.000269           0.0                  0.0                   0.0        0.006506   1885.866300             2.281152              0.000002             7.527802e-07                  3               0.671904         NaN         NaN          NaN        0.153965         0.023793                   0.0       -8.72        -5.85       -11.77 -0.003193 -0.002144           0.002149  1885.86630        1088.505302              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.433150                     0.532879                     3                        3                       NaN   2726.028297   2725.209107      3.678183            0.142992         0.000187             0.000836          2.417438            0.932428               2.230184                0.752171         0.001495             0.002032         -0.271589            0.325778                0.28164                0.386369
43  2722.68  2726.00  2722.43  2726.00  1751.502       0.001219      0.000187      0.000936     0.001077           0.0                  0.0                   0.0        0.004721   1909.333300             2.423376              0.000002             7.368762e-07                  3               0.706581         NaN         NaN          NaN        0.673623         0.130435                   0.0       -4.29        -1.06        -9.37 -0.001571 -0.000389           0.000389  1909.33330        1079.829737              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.431405                     0.531012                     3                        3                       NaN   2725.256009   2725.611398      3.728498            0.418362         0.001219             0.000888          2.417438            0.932428               2.230184                0.752171         0.001495             0.002032         -0.271589            0.325778                0.28164                0.386369
44  2726.00  2730.00  2725.75  2726.80  2008.990       0.000293      0.001219      0.001467     0.001219           0.0                  0.0                   0.0        0.004915   1895.340350             2.325483              0.000002             7.459766e-07                  3               0.683136         NaN         NaN          NaN        0.597550         0.196686                   0.0       -1.02        -1.57        -5.02 -0.000374 -0.000575           0.000576  1895.34035        1076.460970              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.430985                     0.530563                     3                        3                       NaN   2725.040571   2726.088818      3.831971            0.496084         0.000293             0.000852          2.417438            0.932428               2.230184                0.752171         0.001495             0.002032         -0.271589            0.325778                0.28164                0.386369
45  2726.80  2728.55  2726.31  2728.54   502.636       0.000638      0.000293     -0.000531     0.000205           0.0                  0.0                   0.0        0.004252   1863.811000             2.188391              0.000002             7.354931e-07                  2               0.647108         NaN         NaN          NaN        0.552588         0.315210                   0.0        3.59         3.32        -6.97  0.001317  0.001218           0.001217  1863.81100        1108.709936              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.430072                     0.529587                     3                        3                       NaN   2725.672738   2726.937921      3.775618            0.613371         0.000638             0.000802          2.417438            0.932428               2.230184                0.752171         0.001495             0.002032         -0.271589            0.325778                0.28164                0.386369
46  2728.54  2728.89  2725.80  2726.24   478.845      -0.000843      0.000638      0.000125    -0.000187           0.0                  0.0                   0.0        0.003378   1769.251150             2.231269              0.000002             7.410411e-07                  2               0.658625         NaN         NaN          NaN       -0.141000         0.461426                   0.0        4.07        -2.13        -8.67  0.001495 -0.000781           0.000781  1769.25115        1143.368671              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.431279                     0.530878                     3                        3                       NaN   2726.425259   2726.805084      3.743021            0.442533        -0.000843             0.000818          2.417438            0.932428               2.230184                0.752171         0.001495             0.002032         -0.271589            0.325778                0.28164                0.386369
47  2726.22  2729.02  2725.89  2728.69   632.043       0.000899     -0.000850      0.000048     0.000033           0.0                  0.0                   0.0        0.003893   1692.540200             2.240682              0.000002             7.288048e-07                  2               0.661067         NaN         NaN          NaN       -0.493170         0.169386                   0.0        6.01        -2.71        -3.32  0.002207 -0.000992           0.000993  1692.54020        1166.562196              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.429994                     0.529503                     3                        3                       NaN   2727.533878   2727.472359      3.655054            0.690495         0.000899             0.000822          2.417438            0.932428               2.230184                0.752171         0.001093             0.002032         -0.271589            0.325778                0.28164                0.386369
48  2728.68  2729.03  2724.29  2725.10  1197.524      -0.001316      0.000902      0.000004    -0.000587           0.0                  0.0                   0.0        0.005029   1685.786450             2.318099              0.000002             7.518331e-07                  3               0.681187         NaN         NaN          NaN       -0.583726         0.042923                   0.0       -0.90        -5.19        -4.52 -0.000330 -0.001901           0.001905  1685.78645        1169.143881              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.431877                     0.531518                     3                        3                       NaN   2727.367564   2726.807135      3.744577            0.389673        -0.001316             0.000850          2.417438            0.932428               2.230184                0.752171         0.001093             0.002032         -0.271589            0.325778                0.28164                0.386369
49  2725.11  2729.22  2725.04  2728.84   922.139       0.001372     -0.001308      0.000070     0.000275           0.0                  0.0                   0.0        0.005595   1650.368100             2.466182              0.000002             7.422859e-07                  3               0.716004         NaN         NaN          NaN       -0.900407        -0.187936                   0.0        2.04         1.02         0.46  0.000748  0.000374           0.000374  1650.36810        1181.570391              1.0                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN                         NaN                           NaN                          NaN                            NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.429915                     0.529419                     3                        3                       NaN   2727.755652   2727.527188      3.714569            0.765794         0.001372             0.000904          2.417438            0.932428               2.230184                0.752171         0.001093             0.002032         -0.271589            0.325778                0.28164                0.386369
