Stage: Combine | Step: 04_03 | Shape: (255925, 89)
       open     high      low    close     volume  close_returns  open_returns  high_returns  low_returns  close_log  open_log  high_log   low_log  close_detrended  label  price_impact  volume_price_impact  order_flow_imbalance  bid_ask_spread  market_depth  realized_volatility  parkinson_volatility  garman_klass_volatility  volatility_regime  volatility_percentile  autocorr_1  autocorr_5  autocorr_10  rolling_corr_5  rolling_corr_10  correlation_strength  momentum_5  momentum_10  momentum_20     roc_5    roc_10  momentum_strength  avg_volume  volume_volatility  liquidity_score  engulfing_patterns_count  engulfing_patterns_present  hammer_hanging_man_count  hammer_hanging_man_present  shooting_star_inverted_hammer_count  shooting_star_inverted_hammer_present  tweezer_patterns_count  tweezer_patterns_present  marubozu_patterns_count  marubozu_patterns_present  doji_patterns_count  doji_patterns_present  spinning_top_patterns_count  spinning_top_patterns_present  bullish_engulfing_count  bullish_engulfing_present  bearish_engulfing_count  bearish_engulfing_present  hammer_count  hammer_present  hanging_man_count  hanging_man_present  shooting_star_count  shooting_star_present  inverted_hammer_count  inverted_hammer_present  tweezer_top_count  tweezer_top_present  tweezer_bottom_count  tweezer_bottom_present  bullish_marubozu_count  bullish_marubozu_present  bearish_marubozu_count  bearish_marubozu_present  doji_count  doji_present  spinning_top_count  spinning_top_present  total_patterns  pattern_density  bullish_patterns  bearish_patterns  bullish_bearish_ratio  adaptive_sma  adaptive_ema  adaptive_atr  adaptive_bollinger  volume_regime  trend_regime
0   2764.04  2767.21  2762.27  2766.00   3209.050            NaN           NaN           NaN          NaN   7.925158  7.924449  7.925595  7.923808              NaN     -1      0.000270             0.027714             -0.344693        0.006506    1885.86630             2.281152              0.000002             7.527802e-07                  3               0.671717   -0.121995   -0.271885     0.129453        0.153965         0.023793              0.121995       -8.72        -5.85       -11.77 -0.003193 -0.002144           0.002149  1885.86630        1088.505302         0.999730                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2726.133520   2725.322795      3.678183            0.147919              3             0
1   2765.99  2767.84  2765.50  2767.80   2221.711       0.000651      0.000705      0.000228     0.001169   7.925808  7.925154  7.925823  7.924977              NaN     -1      0.001739             0.152278             -0.328166        0.004721    1909.33330             2.423376              0.000002             7.368762e-07                  3               0.706382   -0.092871   -0.270594     0.103399        0.673623         0.130435              0.092871       -4.29        -1.06        -9.37 -0.001571 -0.000389           0.000389  1909.33330        1079.829737         0.998264                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2725.343180   2725.726913      3.728498            0.418495              3             0
2   2767.81  2767.81  2755.00  2755.42   6944.543      -0.004473      0.000658     -0.000011    -0.003797   7.921325  7.925812  7.925812  7.921173              NaN     -1      0.000422             0.042399             -0.217209        0.004915    1895.34035             2.325483              0.000002             7.459766e-07                  3               0.682946   -0.100584   -0.259362     0.059729        0.597550         0.196686              0.100584       -1.02        -1.57        -5.02 -0.000374 -0.000575           0.000576  1895.34035        1076.460970         0.999578                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2725.105634   2726.195694      3.831971            0.495280              3             0
3   2755.42  2755.94  2745.36  2748.05   8548.087      -0.002675     -0.004476     -0.004289    -0.003499   7.918647  7.921325  7.921514  7.917667              NaN     -1      0.000934             0.023462             -0.237800        0.004252    1863.81100             2.188391              0.000002             7.354931e-07                  2               0.646926   -0.090894   -0.309482     0.030130        0.552588         0.315210              0.090894        3.59         3.32        -6.97  0.001317  0.001218           0.001217  1863.81100        1108.709936         0.999067                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2725.719760   2727.035025      3.775618            0.611890              0             0
4   2748.05  2753.18  2746.79  2753.17   5165.327       0.001863     -0.002675     -0.001001     0.000521   7.920508  7.918647  7.920512  7.918188              NaN     -1      0.001300            -0.031125             -0.197064        0.003378    1769.25115             2.231269              0.000002             7.410411e-07                  2               0.658441   -0.106526   -0.281483    -0.010750       -0.141000         0.461426              0.106526        4.07        -2.13        -8.67  0.001495 -0.000781           0.000781  1769.25115        1143.368671         0.998702                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2726.458812   2726.900071      3.743021            0.442055              0             0
5   2753.18  2753.18  2751.00  2751.01   2202.229      -0.000785      0.001867      0.000000     0.001533   7.919723  7.920512  7.920512  7.919720              NaN     -1      0.001448             0.045745             -0.123329        0.003893    1692.54020             2.240682              0.000002             7.288048e-07                  2               0.660882   -0.136504   -0.267595     0.024050       -0.493170         0.169386              0.136504        6.01        -2.71        -3.32  0.002207 -0.000992           0.000993  1692.54020        1166.562196         0.998555                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2727.554013   2727.563991      3.655054            0.689633              0             0
6   2751.00  2751.01  2742.97  2743.37   4384.376      -0.002777     -0.000792     -0.000788    -0.002919   7.916942  7.919720  7.919723  7.916797              NaN     -1      0.002130            -0.127511             -0.119817        0.005029    1685.78645             2.318099              0.000002             7.518331e-07                  3               0.680997   -0.147609   -0.304617     0.008487       -0.583726         0.042923              0.147609       -0.90        -5.19        -4.52 -0.000330 -0.001901           0.001905  1685.78645        1169.143881         0.997875                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2727.379487   2726.897981      3.744577            0.389658              2             0
7   2743.44  2748.83  2742.90  2746.61   2637.970       0.001181     -0.002748     -0.000792    -0.000026   7.918123  7.916968  7.918931  7.916771              NaN     -1      0.002266             0.104486             -0.045053        0.005595    1650.36810             2.466182              0.000002             7.422859e-07                  3               0.715807   -0.176300   -0.254335    -0.038859       -0.900407        -0.187936              0.176300        2.04         1.02         0.46  0.000748  0.000374           0.000374  1650.36810        1181.570391         0.997739                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2727.755652   2727.619589      3.714569            0.765794              1             0
8   2746.61  2747.51  2740.00  2741.89  10478.575      -0.001718      0.001155     -0.000480    -0.001057   7.916403  7.918123  7.918450  7.915713              NaN      1      0.000503            -0.028811             -0.033751        0.004565    1631.06405             2.439223              0.000002             7.237218e-07                  3               0.709811   -0.170064   -0.263403     0.001957       -0.877338        -0.354834              0.170064       -0.52         3.07         1.40 -0.000191  0.001127           0.001125  1631.06405        1186.744667         0.999498                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2727.644818   2727.827471      3.642780            0.649581              2             1
9   2741.90  2744.27  2740.48  2743.45   3435.807       0.000569     -0.001715     -0.001179     0.000175   7.916972  7.916406  7.917270  7.915888              NaN      1      0.000753             0.021891             -0.057756        0.003041    1594.04875             2.452305              0.000002             7.194723e-07                  3               0.712776   -0.169560   -0.282019    -0.017174       -0.880349        -0.611673              0.169560        2.98         7.05         2.46  0.001093  0.002590           0.002583  1594.04875        1208.245738         0.999248                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2728.180211   2728.337404      3.588772            0.738041              0             1
