Stage: Combine | Step: 04_03 | Shape: (255925, 89)
       open     high      low    close     volume  close_returns  open_returns  high_returns  low_returns  close_log  open_log  high_log   low_log  close_detrended  label  price_impact  volume_price_impact  order_flow_imbalance  bid_ask_spread  market_depth  realized_volatility  parkinson_volatility  garman_klass_volatility  volatility_regime  volatility_percentile  autocorr_1  autocorr_5  autocorr_10  rolling_corr_5  rolling_corr_10  correlation_strength  momentum_5  momentum_10  momentum_20     roc_5    roc_10  momentum_strength  avg_volume  volume_volatility  liquidity_score  engulfing_patterns_count  engulfing_patterns_present  hammer_hanging_man_count  hammer_hanging_man_present  shooting_star_inverted_hammer_count  shooting_star_inverted_hammer_present  tweezer_patterns_count  tweezer_patterns_present  marubozu_patterns_count  marubozu_patterns_present  doji_patterns_count  doji_patterns_present  spinning_top_patterns_count  spinning_top_patterns_present  bullish_engulfing_count  bullish_engulfing_present  bearish_engulfing_count  bearish_engulfing_present  hammer_count  hammer_present  hanging_man_count  hanging_man_present  shooting_star_count  shooting_star_present  inverted_hammer_count  inverted_hammer_present  tweezer_top_count  tweezer_top_present  tweezer_bottom_count  tweezer_bottom_present  bullish_marubozu_count  bullish_marubozu_present  bearish_marubozu_count  bearish_marubozu_present  doji_count  doji_present  spinning_top_count  spinning_top_present  total_patterns  pattern_density  bullish_patterns  bearish_patterns  bullish_bearish_ratio  adaptive_sma  adaptive_ema  adaptive_atr  adaptive_bollinger  volume_regime  trend_regime
10  2743.45  2749.68  2743.44  2749.67   3989.687       0.002267      0.000565      0.001971     0.001080   7.919236  7.916972  7.919240  7.916968              NaN     -1      0.000105            -0.011495             -0.175758        0.002413    1620.44555             2.421910              0.000002             7.150363e-07                  3               0.706007   -0.167816   -0.291469    -0.012546       -0.860154        -0.689003              0.167816        0.36         6.37         0.52  0.000132  0.002340           0.002334  1620.44555        1215.586292         0.999895                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2728.232606   2728.619766      3.518780            0.709745              3             1
11  2749.68  2753.62  2739.98  2740.73  13098.619      -0.003251      0.002271      0.001433    -0.001261   7.915980  7.919240  7.920672  7.915706              NaN     -1      0.002081            -0.115993             -0.175234        0.003877    1619.41540             2.518997              0.000002             7.033244e-07                  3               0.727228   -0.161155   -0.227830    -0.070959       -0.608298        -0.589387              0.161155        0.58        -0.32        -1.38  0.000213 -0.000117           0.000117  1619.41540        1216.027641         0.997923                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2728.327489   2727.775101      3.526117            0.183598              2             2
12  2740.73  2742.02  2736.42  2741.14   5581.959       0.000150     -0.003255     -0.004213    -0.001299   7.916129  7.915980  7.916450  7.914406              NaN      1      0.002665             0.221033             -0.150053        0.005778    1654.87255             2.697376              0.000002             7.359674e-07                  3               0.763209   -0.215063   -0.139532    -0.061068       -0.624771        -0.769241              0.215063        1.25         3.29         1.72  0.000458  0.001207           0.001205  1654.87255        1205.768429         0.997342                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2728.561839   2728.574874      3.554071            0.790889              3             2
13  2741.14  2748.88  2740.45  2748.71   5245.421       0.002762      0.000150      0.002502     0.001473   7.918887  7.916129  7.918949  7.915877              NaN     -1      0.001468            -0.034324             -0.065982        0.005216    1505.91725             2.645718              0.000002             6.759472e-07                  3               0.752862   -0.240597   -0.131876    -0.077291       -0.723361        -0.804524              0.240597       -0.14        -0.66         2.66 -0.000051 -0.000242           0.000242  1505.91725        1155.714750         0.998535                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2728.526428   2728.413858      3.500825            0.487076              0             2
14  2748.70  2749.45  2743.67  2744.00   2956.006      -0.001714      0.002758      0.000207     0.001175   7.917172  7.918883  7.919156  7.917052              NaN      1      0.001767            -0.050251             -0.165434        0.003248    1426.21720             2.608945              0.000002             6.414059e-07                  3               0.745351   -0.208505   -0.145911    -0.071849       -0.492739        -0.662194              0.208505       -3.86        -0.88        -3.01 -0.001414 -0.000323           0.000323  1426.21720        1162.970173         0.998236                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2727.806339   2727.528134      3.534308            0.161446              0             2
15  2744.00  2752.71  2743.17  2748.91   7136.479       0.001789     -0.001710      0.001186    -0.000182   7.918960  7.917172  7.920341  7.916869              NaN     -1      0.001552             0.085435             -0.194521        0.003627    1391.48760             2.559917              0.000002             6.042512e-07                  3               0.735571   -0.247686   -0.128154    -0.057769       -0.590178        -0.661886              0.247686       -1.53        -1.17        -3.88 -0.000561 -0.000429           0.000429  1391.48760        1161.737328         0.998450                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2727.518126   2727.594340      3.524782            0.466546              2             2
16  2748.90  2753.00  2747.47  2751.51   3499.810       0.000946      0.001786      0.000105     0.001568   7.919905  7.918956  7.920447  7.918436              NaN     -1      0.001062            -0.045164             -0.167745        0.003588    1346.71920             2.566933              0.000002             5.945163e-07                  3               0.737035   -0.253405   -0.095478    -0.053533       -0.660345        -0.636847              0.253405        0.41         0.99        -4.20  0.000150  0.000363           0.000363  1346.71920        1164.603625         0.998939                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2727.589612   2727.198875      3.486903            0.240244              1             2
17  2751.52  2753.74  2748.72  2748.73   2943.083      -0.001010      0.000953      0.000269     0.000455   7.918894  7.919909  7.920715  7.918891              NaN     -1      0.002133            -0.138868             -0.195033        0.004125    1392.37180             2.592411              0.000002             6.176867e-07                  3               0.742269   -0.243713   -0.135755    -0.100838       -0.312631        -0.437249              0.243713       -6.97        -5.72        -4.70 -0.002553 -0.002096           0.002101  1392.37180        1142.776650         0.997871                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2726.308315   2726.019105      3.483273            0.024818              3             2
18  2748.72  2752.50  2748.00  2750.59   3008.053       0.000677     -0.001018     -0.000450    -0.000262   7.919571  7.918891  7.920265  7.918629              NaN     -1      0.001596             0.073806             -0.103674        0.003947    1353.66045             2.567192              0.000002             5.424659e-07                  3               0.737078   -0.270738   -0.157467    -0.057182       -0.422427        -0.535512              0.270738       -2.60        -2.74         0.33 -0.000953 -0.001004           0.001005  1353.66045        1144.943391         0.998407                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2725.819488   2725.885617      3.417403            0.304190              2             2
19  2750.58  2752.00  2749.19  2750.80   2017.755       0.000076      0.000677     -0.000182     0.000433   7.919647  7.919567  7.920083  7.919062           1.2220     -1      0.002824            -0.140763              0.081007        0.003824    1122.39955             2.590924              0.000002             4.541126e-07                  3               0.741965   -0.294519   -0.135474    -0.076717       -0.722557        -0.586513              0.294519       -3.25        -7.11        -0.06 -0.001193 -0.002605           0.002612  1122.39955         549.923853         0.997184                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2725.211667   2724.821425      3.491067            0.084618              2             2
20  2750.80  2750.80  2745.85  2747.62   2548.807      -0.001156      0.000080     -0.000436    -0.001215   7.918490  7.919647  7.919647  7.917846          -1.0390      1      0.001593            -0.084800             -0.060361        0.004156    1073.13695             2.615229              0.000002             4.216295e-07                  3               0.746640   -0.289873   -0.138560    -0.101528       -0.497627        -0.544391              0.289873       -7.12        -8.65        -2.28 -0.002610 -0.003170           0.003180  1073.13695         504.768216         0.998409                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2723.892260   2723.580510      3.482888            0.060946              3             1
21  2747.61  2750.47  2747.01  2750.46   1372.217       0.001034     -0.001160     -0.000120     0.000422   7.919523  7.918487  7.919527  7.918268           2.6680     -1      0.000009             0.000953             -0.044547        0.003876    1089.38365             2.488122              0.000002             4.446090e-07                  3               0.720627   -0.288843   -0.130521    -0.115234       -0.610369        -0.555712              0.288843       -5.68        -5.27        -5.59 -0.002084 -0.001933           0.001937  1089.38365         532.233567         0.999991                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2722.804385   2722.719468      3.498252            0.148596              4             1
22  2750.47  2750.47  2745.37  2747.43   2336.856      -0.001102      0.001041      0.000000    -0.000597   7.918421  7.919527  7.919527  7.917671           0.0375      1      0.002745             0.145771             -0.091999        0.004318    1042.04600             2.576240              0.000001             4.070260e-07                  3               0.738961   -0.280273   -0.154665    -0.057740       -0.337054        -0.367536              0.280273        0.15        -6.82        -3.53  0.000055 -0.002498           0.002504  1042.04600         486.254366         0.997263                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2722.829977   2723.051669      3.531718            0.399290              3             1
23  2747.44  2749.00  2746.38  2748.81   1292.823       0.000502     -0.001102     -0.000534     0.000368   7.918923  7.918425  7.918992  7.918039           1.3795      1      0.002484            -0.094422             -0.150737        0.004631    1054.93295             2.589965              0.000002             4.293447e-07                  3               0.741777   -0.305053   -0.174638    -0.041044       -0.354318        -0.390087              0.305053       -4.63        -7.23        -7.89 -0.001699 -0.002650           0.002657  1054.93295         474.479038         0.997523                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2721.962875   2722.451884      3.519369            0.213937              2             1
24  2748.81  2750.52  2748.45  2750.00   1524.488       0.000433      0.000499      0.000553     0.000754   7.919356  7.918923  7.919545  7.918792           2.7280     -1      0.002364            -0.822908             -0.350369        0.006211    1379.11475             2.635632              0.000002             4.994535e-07                  3               0.750776   -0.268629   -0.158425    -0.010360        0.088137        -0.330708              0.268629       -4.72        -7.97        -8.85 -0.001734 -0.002924           0.002933  1379.11475        1390.623613         0.997642                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2721.076944   2721.049378      3.599651            0.058769              4             0
25  2750.01  2751.24  2748.62  2749.86   1191.565      -0.000051      0.000437      0.000262     0.000062   7.919305  7.919360  7.919807  7.918854           2.6455     -1      0.002982             0.262315             -0.297335        0.006450    1435.49165             2.769691              0.000002             4.967409e-07                  3               0.776711   -0.307170   -0.165620     0.022777       -0.360188        -0.402558              0.307170        1.27        -5.85        -7.02  0.000467 -0.002145           0.002149  1435.49165        1381.568862         0.997027                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2721.312084   2721.440589      3.604024            0.435334              3             0
26  2749.86  2751.90  2749.20  2751.36   1260.264       0.000545     -0.000055      0.000240     0.000211   7.919851  7.919305  7.920047  7.919065           3.7460     -1      0.001851            -0.103598             -0.295416        0.004642    1431.58105             2.719352              0.000002             4.663511e-07                  3               0.767333   -0.320532   -0.160603     0.019493       -0.507572        -0.451798              0.320532       -1.39        -7.07        -6.08 -0.000511 -0.002593           0.002600  1431.58105        1382.388342         0.998152                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2721.022284   2720.853040      3.601237            0.225209              2             0
27  2751.36  2752.84  2751.35  2752.08    804.255       0.000262      0.000545      0.000342     0.000782   7.920112  7.919851  7.920388  7.919847           4.1925     -1      0.001045            -0.042164             -0.357244        0.003799    1425.82235             2.556598              0.000002             4.696457e-07                  3               0.734836   -0.287841   -0.149185     0.041393       -0.496151        -0.457836              0.287841       -5.74        -5.59       -11.31 -0.002108 -0.002053           0.002057  1425.82235        1384.859936         0.998956                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2719.907790   2719.965370      3.610645            0.152763              1             0
