Stage: Combine | Step: 04_03 | Shape: (255867, 82)
       open     high      low    close    volume  close_returns  open_returns  high_returns  low_returns  close_log  open_log  high_log   low_log  close_detrended  label  bid_ask_spread  market_depth  realized_volatility  parkinson_volatility  garman_klass_volatility  volatility_regime  volatility_percentile  autocorr_1  autocorr_5  autocorr_10  rolling_corr_5  rolling_corr_10  correlation_strength  momentum_5  momentum_10  momentum_20     roc_5    roc_10  momentum_strength  avg_volume  volume_volatility  bullish_engulfing_count  bullish_engulfing_present  bearish_engulfing_count  bearish_engulfing_present  hammer_count  hammer_present  hanging_man_count  hanging_man_present  shooting_star_count  shooting_star_present  inverted_hammer_count  inverted_hammer_present  tweezer_top_count  tweezer_top_present  tweezer_bottom_count  tweezer_bottom_present  bullish_marubozu_count  bullish_marubozu_present  bearish_marubozu_count  bearish_marubozu_present  doji_count  doji_present  spinning_top_count  spinning_top_present  total_patterns  pattern_density  bullish_patterns  bearish_patterns  bullish_bearish_ratio  nearest_support_distance  nearest_resistance_distance  morl_detrended_energy_ts  adaptive_sma  adaptive_ema  adaptive_atr  adaptive_bollinger  1m_price_change  1m_price_volatility  5m_price_change  5m_price_volatility  15m_price_change  15m_price_volatility  30m_price_change  30m_price_volatility  volume_regime  trend_regime
20  2735.62  2736.00  2730.26  2730.49  2284.224      -0.001872      0.000699     -0.000460    -0.000688   7.912236  7.914113  7.914252  7.912152          -2.9560      1        0.007967    1645.95440             2.472289              0.000002             6.490129e-07                  3               0.717368    0.031016   -0.234540    -0.120638       -0.309474         0.160541              0.031016        8.88         6.03         4.14  0.003248  0.002203           0.002198  1645.95440        1435.073622                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.422419                     0.521402                       NaN   2738.952608   2740.007233      3.321505            0.881450        -0.000419             0.000903         0.002961             0.002099          0.002642              0.001816          0.004225              0.003615              3             3
21  2730.50  2733.15  2730.47  2731.92  2179.447       0.000524     -0.001872     -0.001042     0.000077   7.912760  7.912240  7.913210  7.912229          -1.2750     -1        0.002902    1410.52425             2.368399              0.000002             5.842216e-07                  3               0.693556    0.048868   -0.235779    -0.127963       -0.126710         0.188514              0.048868        8.10         5.52         1.00  0.002961  0.002016           0.002012  1410.52425        1142.995582                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.422378                     0.521357                       NaN   2740.505811   2740.904744      3.304619            0.819030         0.000029             0.000865         0.002961             0.002099          0.002642              0.001816          0.004225              0.003615              1             3
22  2731.92  2734.46  2730.45  2734.45  2237.729       0.000926      0.000520      0.000479    -0.000007   7.913686  7.912760  7.913689  7.912222           1.3340     -1        0.006651    1652.08235             2.593931              0.000002             6.604862e-07                  3               0.742789    0.007655   -0.202839    -0.186577       -0.289771         0.127936              0.007655       12.31         9.82         7.28  0.004499  0.003586           0.003573  1652.08235        1787.913005                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.419769                     0.518568                       NaN   2742.747218   2743.000074      3.468430            0.959865         0.001837             0.000947         0.003080             0.002188          0.001578              0.001816          0.004225              0.003615              4             3
23  2734.45  2736.00  2732.89  2735.37  1282.162       0.000336      0.000926      0.000563     0.000894   7.914022  7.913686  7.914252  7.913115           2.3060     -1        0.007401    1925.22010             2.297100              0.000002             6.614628e-07                  3               0.675960    0.039982   -0.177659    -0.206288       -0.268409         0.180757              0.039982       12.02        13.19        14.52  0.004389  0.004818           0.004795  1925.22010        2101.905097                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.418603                     0.517320                       NaN   2745.090502   2745.232848      3.513765            0.927072         0.000822             0.000839         0.003080             0.002188          0.001578              0.001816          0.004225              0.003615              4             3
24  2735.36  2736.00  2731.04  2731.82  2288.849      -0.001298      0.000333      0.000000    -0.000677   7.912723  7.914018  7.914252  7.912438          -1.2245     -1        0.005530    2017.61035             2.387734              0.000002             7.074091e-07                  3               0.698357    0.026598   -0.224172    -0.156372       -0.275441        -0.035851              0.026598        4.03        14.41        12.02  0.001468  0.005271           0.005243  2017.61035        2100.005235                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.419738                     0.518534                       NaN   2745.837694   2745.969487      3.473240            0.782057        -0.000800             0.000872         0.003080             0.002188          0.001578              0.001816          0.004225              0.003615              4             4
25  2731.81  2735.76  2731.71  2735.51  1133.223       0.001351     -0.001298     -0.000088     0.000245   7.914073  7.912720  7.914165  7.912683           2.2895     -1        0.008228    2253.57735             2.661853              0.000002             8.051006e-07                  3               0.756283   -0.022093   -0.239912    -0.143876       -0.397652        -0.373912              0.022093       11.28        20.16        18.80  0.004112  0.007373           0.007319  2253.57735        2200.274932                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.416594                     0.515172                       NaN   2747.845044   2748.277182      3.665571            0.929886         0.002219             0.000971         0.003080             0.002188          0.001578              0.001816          0.004225              0.003615              4             4
26  2735.52  2736.53  2734.50  2734.91  2370.042      -0.000219      0.001358      0.000281     0.001021   7.913854  7.914077  7.914446  7.913704           1.6040     -1        0.008314    2430.34420             2.785567              0.000003             8.518977e-07                  3               0.779798   -0.080235   -0.236995    -0.154450       -0.761901        -0.545436              0.080235        8.45        16.55        15.68  0.003080  0.006051           0.006014  2430.34420        2194.613654                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.418010                     0.516686                       NaN   2749.374548   2749.001253      3.782016            0.777583        -0.000998             0.001016         0.003080             0.002188          0.001578              0.001816          0.004225              0.003615              4             4
27  2734.90  2734.90  2731.00  2732.01  2166.262      -0.001060     -0.000227     -0.000596    -0.001280   7.912793  7.913850  7.913850  7.912423          -1.3705     -1        0.005192    2374.63495             2.777186              0.000003             8.609472e-07                  3               0.778263   -0.078222   -0.229500    -0.144481       -0.498821        -0.407319              0.078222        3.36        15.67        16.10  0.001223  0.005727           0.005695  2374.63495        2188.770427                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.418036                     0.516713                       NaN   2750.034841   2749.518500      3.778956            0.741742        -0.000018             0.001013         0.000265             0.002047          0.001578              0.001816          0.004225              0.003615              2             4
28  2732.00  2732.34  2729.16  2729.62  1332.599      -0.000875     -0.001060     -0.000936    -0.000674   7.911918  7.912789  7.912914  7.911749          -3.8210     -1        0.004363    2416.04590             2.826643              0.000003             8.616477e-07                  3               0.786904   -0.076302   -0.241169    -0.184021       -0.610529        -0.295102              0.076302       -1.88        10.14        15.32 -0.000683  0.003703           0.003689  2416.04590        2171.267967                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.419573                     0.518358                       NaN   2749.715079   2748.946702      3.695319            0.551254        -0.001083             0.001030         0.000265             0.002047          0.001578              0.001816          0.004225              0.003615              2             4
29  2729.62  2730.00  2726.72  2728.38  1630.506      -0.000454     -0.000871     -0.000856    -0.000894   7.911463  7.911918  7.912057  7.910855          -5.0310     -1        0.005325    2404.40245             2.882968              0.000003             8.887081e-07                  3               0.796484   -0.108798   -0.267449    -0.098633       -0.646985        -0.464573              0.108798        3.97         8.00        19.38  0.001444  0.002915           0.002907  2404.40245        2176.405209                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.417691                     0.516344                       NaN   2750.462759   2749.685968      3.795239            0.735000         0.001328             0.001051         0.000265             0.002047          0.001578              0.001816          0.004225              0.003615              1             4
30  2728.37  2729.25  2725.19  2726.62  1532.224      -0.000645     -0.000458     -0.000275    -0.000561   7.910818  7.911460  7.911782  7.910293          -6.5445     -1        0.005024    2434.49715             2.781141              0.000003             8.449587e-07                  3               0.778954   -0.111219   -0.253477    -0.104280       -0.549052        -0.416093              0.111219       -1.51         9.77        15.80 -0.000548  0.003562           0.003549  2434.49715        2164.810606                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.417371                     0.516003                       NaN   2750.283881   2750.433128      3.768953            0.739205         0.000225             0.001013         0.000265             0.002047          0.001578              0.001816          0.004225              0.003615              2             4
31  2726.61  2727.76  2726.07  2726.76  1321.900       0.000051     -0.000645     -0.000546     0.000323   7.910869  7.910814  7.911236  7.910616          -6.1430     -1        0.003108    2472.65080             2.796141              0.000003             8.479665e-07                  3               0.781705   -0.096463   -0.209837    -0.115217       -0.324117        -0.436690              0.096463        0.73         9.18        14.70  0.000265  0.003346           0.003335  2472.65080        2134.480083                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.417634                     0.516283                       NaN   2750.464634   2750.760353      3.614649            0.682311        -0.000185             0.001019         0.000265             0.002047          0.001578              0.001816          0.004225              0.003615              1             4
32  2726.76  2729.67  2726.76  2728.53  1663.444       0.000649      0.000055      0.000700     0.000253   7.911518  7.910869  7.911936  7.910869          -4.1115     -1        0.002096    2486.98030             2.808452              0.000003             8.468474e-07                  3               0.783888   -0.102704   -0.236037    -0.143847       -0.376153        -0.418803              0.102704        0.34         3.70        13.52  0.000124  0.001346           0.001344  2486.98030        2124.173873                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.417861                     0.516526                       NaN   2750.569622   2750.856976      3.543649            0.599216        -0.000160             0.001023        -0.001762             0.002107          0.001578              0.001816          0.004225              0.003615              1             4
33  2728.53  2729.65  2726.36  2727.06  1135.386      -0.000539      0.000649     -0.000007    -0.000147   7.910979  7.911518  7.911929  7.910723          -5.1695     -1        0.002336    2490.53620             2.795937              0.000002             8.389041e-07                  3               0.781681   -0.097035   -0.211401    -0.152779       -0.491298        -0.583004              0.097035        2.63         0.75        13.94  0.000957  0.000273           0.000273  2490.53620        2121.490428                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.418216                     0.516906                       NaN   2751.095152   2750.730045      3.412715            0.502031        -0.000251             0.001019        -0.001762             0.002107          0.001578              0.001816          0.004225              0.003615              0             4
34  2727.06  2729.26  2727.06  2728.37   949.728       0.000480     -0.000539     -0.000143     0.000257   7.911460  7.910979  7.911786  7.910979          -3.5535     -1        0.004109    2535.34960             2.622744              0.000003             8.834199e-07                  3               0.748376   -0.099101   -0.199973    -0.176129        0.317028        -0.558683              0.099101        0.00         3.97        18.38  0.000000  0.001444           0.001442  2535.34960        2106.220810                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.417691                     0.516344                       NaN   2751.203590   2751.021735      3.473245            0.589806         0.000371             0.000955        -0.001762             0.002107          0.001578              0.001816          0.004225              0.003615              3             4
35  2728.36  2728.74  2723.43  2725.22  3446.876      -0.001155      0.000477     -0.000191    -0.001331   7.910304  7.911456  7.911595  7.909647          -6.2375      1        0.004244    2536.81345             2.721821              0.000003             8.772567e-07                  3               0.767941   -0.103984   -0.201622    -0.219845       -0.786988        -0.533280              0.103984       -2.98        -4.49        15.67 -0.001082 -0.001630           0.001633  2536.81345        2104.975978                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.418907                     0.517645                       NaN   2750.665274   2750.435203      3.453530            0.252716        -0.000857             0.000991        -0.001762             0.002107          0.001578              0.001816          0.004225              0.003615              0             4
36  2725.23  2728.37  2723.91  2728.37  2162.805       0.001156     -0.001147     -0.000136     0.000176   7.911460  7.910308  7.911460  7.909824          -2.6490     -1        0.005378    2859.27515             2.811956              0.000003             9.299898e-07                  3               0.784474   -0.140345   -0.177396    -0.181534        0.020780        -0.213886              0.140345       -4.85        -4.12        12.43 -0.001762 -0.001497           0.001499  2859.27515        2300.675150                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.420136                     0.518960                       NaN   2749.780919   2749.321992      3.604979            0.073514        -0.000865             0.001024        -0.001762             0.002107          0.001578              0.001816          0.004225              0.003615              4             4
37  2728.38  2732.89  2727.95  2731.40  1795.347       0.001111      0.001156      0.001657     0.001483   7.912570  7.911463  7.913115  7.911306           0.5940     -1        0.005774    2874.39380             2.890475              0.000003             9.453559e-07                  3               0.797875   -0.089737   -0.190340    -0.170092        0.218237        -0.076260              0.089737       -6.80        -6.46         9.21 -0.002471 -0.002348           0.002353  2874.39380        2288.585870                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.421373                     0.520282                       NaN   2748.542651   2747.857089      3.635518            0.049039        -0.000870             0.001053        -0.000986             0.002041         -0.002486              0.001816         -0.004098              0.003615              0             4
38  2731.31  2732.95  2730.00  2730.29  1746.039      -0.000406      0.001074      0.000022     0.000751   7.912163  7.912537  7.913137  7.912057          -0.3455     -1        0.003689    2929.10185             2.872138              0.000003             9.471576e-07                  3               0.794613   -0.067237   -0.178510    -0.090171        0.136678        -0.005468              0.067237       -7.41        -4.78         5.36 -0.002693 -0.001739           0.001742  2929.10185        2245.932481                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.422046                     0.521003                       NaN   2747.223071   2746.502490      3.620636            0.088519        -0.000474             0.001046        -0.000986             0.002041         -0.002486              0.001816         -0.004098              0.003615              1             4
39  2730.29  2730.30  2727.82  2727.82   389.008      -0.000905     -0.000373     -0.000970    -0.000799   7.911258  7.912163  7.912167  7.911258          -2.4260     -1        0.004025    2745.88825             2.616260              0.000002             8.182238e-07                  3               0.747055   -0.047640   -0.175258    -0.116728       -0.323751         0.534179              0.047640      -10.84       -10.84        -2.84 -0.003938 -0.003938           0.003954  2745.88825        2204.955859                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.423296                     0.522340                       NaN   2745.303699   2744.886110      3.668593            0.088413        -0.000878             0.000952        -0.000986             0.002041         -0.002486              0.001816         -0.004098              0.003615              1             4
40  2727.81  2730.07  2724.61  2724.95  1699.307      -0.001052     -0.000908     -0.000084    -0.001177   7.910205  7.911254  7.912083  7.910081          -5.0190     -1        0.003634    2692.83090             2.608920              0.000002             8.053139e-07                  3               0.745532   -0.057159   -0.168203    -0.113260       -0.391071         0.104062              0.057159       -7.97       -10.95        -1.18 -0.002898 -0.003977           0.003993  2692.83090        2233.246605                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.423031                     0.522057                       NaN   2743.862776   2743.940572      3.519122            0.197338         0.000186             0.000949        -0.000986             0.002041         -0.002486              0.001816         -0.004098              0.003615              0             3
41  2724.94  2724.95  2718.77  2722.17  5622.012      -0.001020     -0.001052     -0.001875    -0.002143   7.909185  7.910202  7.910205  7.907935          -7.3115      1        0.003023    2730.90960             2.690619              0.000002             8.027073e-07                  3               0.762038   -0.047300   -0.190545    -0.108218        0.686975         0.335544              0.047300       -2.71        -7.56         1.62 -0.000986 -0.002747           0.002754  2730.90960        2203.652923                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.421538                     0.520460                       NaN   2743.384024   2744.190929      3.544232            0.389378         0.001050             0.000979        -0.000986             0.002041         -0.002486              0.001816         -0.004098              0.003615              1             3
42  2722.17  2723.45  2719.50  2722.68  2049.607       0.000187     -0.001017     -0.000550     0.000269   7.909372  7.909185  7.909655  7.908203          -6.2130      1        0.005067    2441.50160             2.498302              0.000002             7.478038e-07                  3               0.723111   -0.077766   -0.154809    -0.088667       -0.166829        -0.028438              0.077766       -3.20       -10.00        -6.30 -0.001166 -0.003634           0.003647  2441.50160        1877.694622                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.423031                     0.522057                       NaN   2742.818406   2743.487450      3.652288            0.268082        -0.001049             0.000909        -0.001803             0.002082         -0.002486              0.001816         -0.004098              0.003615              2             2
43  2722.68  2726.00  2722.43  2726.00  1751.502       0.001219      0.000187      0.000936     0.001077   7.910591  7.909372  7.910591  7.909280          -2.4245     -1        0.004489    2180.61100             2.429001              0.000002             7.072910e-07                  3               0.707784   -0.053676   -0.174148    -0.075010       -0.158278        -0.022314              0.053676       -3.07       -10.48        -9.73 -0.001119 -0.003809           0.003824  2180.61100        1605.861330                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.423639                     0.522706                       NaN   2742.263548   2742.649679      3.605745            0.247152        -0.000427             0.000884        -0.001803             0.002082         -0.002486              0.001816         -0.004098              0.003615              2             1
44  2726.00  2730.00  2725.75  2726.80  2008.990       0.000293      0.001219      0.001467     0.001219   7.910884  7.910591  7.912057  7.910499          -1.3735     -1        0.002137    2064.97520             2.415259              0.000002             6.557807e-07                  3               0.704651   -0.040132   -0.196502    -0.072663       -0.273754        -0.052670              0.040132        0.33       -10.51        -6.54  0.000120 -0.003819           0.003833  2064.97520        1637.749694                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.423125                     0.522156                       NaN   2742.340216   2742.394414      3.533102            0.333023         0.000361             0.000879        -0.001803             0.002082         -0.002486              0.001816         -0.004098              0.003615              0             1
45  2726.80  2728.55  2726.31  2728.54   502.636       0.000638      0.000293     -0.000531     0.000205   7.911522  7.910884  7.911526  7.910704           0.7150     -1        0.002607    1864.40050             1.902017              0.000001             5.500559e-07                  2               0.560334   -0.038210   -0.198688    -0.072909       -0.213836         0.130065              0.038210        0.36        -7.61       -12.10  0.000131 -0.002767           0.002775  1864.40050        1447.098405                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.422845                     0.521857                       NaN   2742.420292   2742.394555      3.541699            0.406643         0.000197             0.000692        -0.001803             0.002082         -0.002486              0.001816         -0.004098              0.003615              2             0
46  2728.54  2728.89  2725.80  2726.24   478.845      -0.000843      0.000638      0.000125    -0.000187   7.910679  7.911522  7.911650  7.910517          -1.1515     -1        0.002935    1696.85745             1.884287              0.000001             4.944804e-07                  2               0.554111   -0.041293   -0.218211    -0.041949       -0.429556        -0.015987              0.041293       -4.95        -7.66       -11.78 -0.001803 -0.002788           0.002796  1696.85745        1373.734912                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.424106                     0.523206                       NaN   2741.502273   2741.628272      3.497248            0.149677        -0.000886             0.000686        -0.001803             0.002082         -0.002486              0.001816         -0.004098              0.003615              0             0
47  2726.22  2729.02  2725.89  2728.69   632.043       0.000899     -0.000850      0.000048     0.000033   7.911577  7.910671  7.911698  7.910550           1.4645     -1        0.003033    1631.13085             1.923903              0.000001             4.742240e-07                  2               0.567843   -0.042844   -0.231030    -0.054689       -0.217309        -0.196539              0.042844       -0.86        -4.06       -10.52 -0.000314 -0.001479           0.001481  1631.13085        1386.641592                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.423478                     0.522534                       NaN   2741.353653   2741.496949      3.483230            0.350892         0.000442             0.000700         0.000303             0.002073         -0.002486              0.001816         -0.004098              0.003615              0             0
48  2728.68  2729.03  2724.29  2725.10  1197.524      -0.001316      0.000902      0.000004    -0.000587   7.910260  7.911573  7.911702  7.909963          -1.8995      1        0.003884    1648.85295             1.900336              0.000001             4.904371e-07                  2               0.559717   -0.025468   -0.146856    -0.010291       -0.222708        -0.135027              0.025468        2.12        -0.95        -5.73  0.000773 -0.000346           0.000346  1648.85295        1392.968446                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.422539                     0.521529                       NaN   2741.754229   2741.976673      3.534896            0.677669         0.000660             0.000692         0.000303             0.002073         -0.002486              0.001816         -0.004098              0.003615              4             0
49  2725.11  2729.22  2725.04  2728.84   922.139       0.001372     -0.001308      0.000070     0.000275   7.911632  7.910264  7.911771  7.910238           1.8175     -1        0.003627    1605.94910             1.697931              0.000001             4.562315e-07                  1               0.484195   -0.017876   -0.142576    -0.020937       -0.040962        -0.153632              0.017876        2.25         2.58        -8.26  0.000821  0.000941           0.000940  1605.94910        1414.645893                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN                  0.421958                     0.520908                       NaN   2742.177103   2742.652757      3.321649            0.801045         0.000408             0.000619         0.000303             0.002073         -0.002486              0.001816         -0.004098              0.003615              0             0
