Stage: Combine | Step: 04_03 | Shape: (256181, 89)
       open     high      low    close    volume  close_returns  open_returns  high_returns  low_returns  close_log  open_log  high_log   low_log  close_detrended  label  price_impact  volume_price_impact  order_flow_imbalance  bid_ask_spread  market_depth  realized_volatility  parkinson_volatility  garman_klass_volatility  volatility_regime  volatility_percentile  autocorr_1  autocorr_5  autocorr_10  rolling_corr_5  rolling_corr_10  correlation_strength  momentum_5  momentum_10  momentum_20     roc_5    roc_10  momentum_strength  avg_volume  volume_volatility  liquidity_score  engulfing_patterns_count  engulfing_patterns_present  hammer_hanging_man_count  hammer_hanging_man_present  shooting_star_inverted_hammer_count  shooting_star_inverted_hammer_present  tweezer_patterns_count  tweezer_patterns_present  marubozu_patterns_count  marubozu_patterns_present  doji_patterns_count  doji_patterns_present  spinning_top_patterns_count  spinning_top_patterns_present  bullish_engulfing_count  bullish_engulfing_present  bearish_engulfing_count  bearish_engulfing_present  hammer_count  hammer_present  hanging_man_count  hanging_man_present  shooting_star_count  shooting_star_present  inverted_hammer_count  inverted_hammer_present  tweezer_top_count  tweezer_top_present  tweezer_bottom_count  tweezer_bottom_present  bullish_marubozu_count  bullish_marubozu_present  bearish_marubozu_count  bearish_marubozu_present  doji_count  doji_present  spinning_top_count  spinning_top_present  total_patterns  pattern_density  bullish_patterns  bearish_patterns  bullish_bearish_ratio  adaptive_sma  adaptive_ema  adaptive_atr  adaptive_bollinger  volume_regime  trend_regime
28  2664.48  2664.48  2662.64  2662.81   624.066      -0.000627      0.000676     -0.000473     0.000173   7.887137  7.887764  7.887764  7.887073           4.5015      1      0.000423            -0.034773             -0.357709        0.004197    1912.81050             1.819879              0.000002             5.985805e-07                  2               0.530734    0.047404    0.110071     0.001286       -0.082080        -0.119888              0.047404       -5.22       -13.99       -13.20 -0.001948 -0.005203           0.005231  1912.81050         931.251905         0.999577                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2677.486517   2677.221687      3.725745            0.129385              2             0
29  2662.80  2662.80  2660.98  2662.38  2037.179      -0.000161     -0.000631     -0.000631    -0.000623   7.886976  7.887133  7.887133  7.886450           3.8030      1      0.000250            -0.008084             -0.415324        0.003223    1880.65285             1.723621              0.000002             6.089796e-07                  2               0.493205    0.069107    0.118317    -0.015823       -0.053218        -0.044586              0.069107       -4.67       -11.93       -15.51 -0.001743 -0.004441           0.004461  1880.65285         964.401981         0.999750                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2676.599017   2676.301686      3.710950            0.129591              0             0
30  2662.38  2663.62  2662.13  2662.41   689.016       0.000011     -0.000158      0.000308     0.000432   7.886987  7.886976  7.887441  7.886882           3.5690      1      0.000863            -0.095123             -0.428475        0.003554    1923.92830             1.734792              0.000002             6.322064e-07                  2               0.497380    0.068074    0.114925     0.006444       -0.133660        -0.462205              0.068074       -6.94        -8.94       -16.25 -0.002590 -0.003334           0.003345  1923.92830         958.237247         0.999138                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2675.291669   2675.167214      3.743261            0.107691              3             0
31  2662.42  2665.35  2660.46  2665.31  1538.836       0.001089      0.000015      0.000649    -0.000627   7.888076  7.886991  7.888091  7.886254           6.0405      1      0.001213             0.103203             -0.474847        0.003917    1863.43615             1.738491              0.000002             6.243706e-07                  2               0.498808    0.049293    0.098101     0.014022       -0.209568        -0.276547              0.049293       -3.14        -7.18       -16.21 -0.001173 -0.002677           0.002684  1863.43615         930.380083         0.998789                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2674.699986   2675.119123      3.723784            0.316835              3             0
32  2665.32  2667.10  2664.00  2664.01  2142.820      -0.000488      0.001089      0.000657     0.001331   7.887588  7.888079  7.888747  7.887584           4.2695      1      0.001089            -0.038124             -0.450530        0.004103    1780.96680             1.756741              0.000002             6.357845e-07                  2               0.506218    0.030506    0.114140     0.021641       -0.554838        -0.392458              0.030506       -2.62        -8.13       -17.34 -0.000979 -0.003032           0.003042  1780.96680         957.738724         0.998912                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2674.205634   2674.474397      3.772219            0.207253              0             0
33  2664.00  2671.00  2663.76  2664.50  3655.061       0.000184     -0.000495      0.001462    -0.000090   7.887772  7.887584  7.890208  7.887494           4.3235     -1      0.001332            -0.071632             -0.452340        0.004111    1786.85255             1.788794              0.000002             6.356528e-07                  2               0.518739    0.048133    0.121025     0.034546       -0.364753        -0.259116              0.048133       -4.19        -9.41       -18.64 -0.001567 -0.003511           0.003524  1786.85255         952.763057         0.998670                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2673.417874   2673.294090      3.566229            0.100484              1             0
34  2664.51  2665.44  2662.30  2662.85  1104.848      -0.000619      0.000191     -0.002082    -0.000548   7.887152  7.887775  7.888124  7.886946           2.1540     -1      0.000090             0.005430             -0.382678        0.003312    1781.03290             1.710300              0.000002             6.447795e-07                  2               0.488124    0.044372    0.128775     0.038616       -0.424204        -0.318356              0.044372       -3.56        -8.23       -15.14 -0.001331 -0.003072           0.003082  1781.03290         956.080923         0.999910                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2672.721359   2672.534079      3.393302            0.180166              2             0
35  2662.86  2665.17  2659.27  2660.98  1599.579      -0.000702     -0.000619     -0.000101    -0.001138   7.886450  7.887156  7.888023  7.885807          -0.2160     -1      0.000937             0.060032             -0.398780        0.003166    1760.53060             1.660242              0.000002             6.444543e-07                  1               0.468431    0.046936    0.115514     0.042785       -0.238675        -0.160621              0.046936       -0.25        -7.19       -15.73 -0.000094 -0.002683           0.002691  1760.53060         962.485564         0.999064                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2672.654986   2672.543127      3.212684            0.349886              2             0
36  2660.98  2660.99  2654.18  2657.23  4880.780      -0.001409     -0.000706     -0.001568    -0.001914   7.885040  7.886450  7.886454  7.883891          -4.0420     -1      0.001179             0.142042             -0.349946        0.003609    1824.21795             1.697560              0.000002             6.313156e-07                  1               0.483598    0.064799    0.123863     0.016441        0.214188         0.160100              0.064799       -0.36        -3.50       -15.29 -0.000135 -0.001307           0.001309  1824.21795         961.170273         0.998823                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2672.593704   2673.237196      3.089042            0.648786              3             0
37  2657.25  2657.42  2653.93  2655.36  1228.894      -0.000704     -0.001402     -0.001342    -0.000094   7.884336  7.885047  7.885111  7.883797          -5.8760     -1      0.000261            -0.016048             -0.342714        0.003473    1804.14650             1.698707              0.000002             6.182977e-07                  1               0.483988    0.058749    0.125313     0.024787        0.481821         0.054820              0.058749        1.11        -1.51       -15.10  0.000415 -0.000564           0.000565  1804.14650         969.518761         0.999740                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2672.798468   2673.544772      3.017157            0.616759              2             0
38  2655.35  2657.33  2653.77  2656.30  1528.772       0.000354     -0.000715     -0.000034    -0.000060   7.884689  7.884332  7.885077  7.883737          -4.9290     -1      0.001499            -0.046234             -0.321424        0.003703    1747.54310             1.746297              0.000002             5.952416e-07                  2               0.501789    0.070536    0.144706     0.017559        0.253522         0.028226              0.070536        0.87        -3.32       -17.31  0.000326 -0.001241           0.001243  1747.54310        1005.304354         0.998503                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2672.964781   2672.927021      3.054585            0.272706              0             0
39  2656.30  2656.63  2652.72  2655.29  1708.211      -0.000380      0.000358     -0.000263    -0.000396   7.884309  7.884689  7.884814  7.883341          -5.7970     -1      0.002112             0.077691             -0.269333        0.005052    1723.65655             1.967727              0.000002             5.824663e-07                  2               0.581815    0.043390    0.130065     0.006602       -0.338665        -0.224521              0.043390        4.35         0.79       -11.14  0.001629  0.000295           0.000295  1723.65655        1024.159612         0.997893                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2673.824625   2673.681111      3.168406            0.787734              0             0
40  2655.29  2657.94  2654.67  2655.38  1127.574       0.000034     -0.000380      0.000493     0.000735   7.884343  7.884309  7.885307  7.884076          -5.5670     -1      0.000823            -0.034646             -0.189793        0.004596    1554.44120             1.728541              0.000001             5.085581e-07                  2               0.495105    0.040826    0.121790     0.007581       -0.466192        -0.319292              0.040826        1.42         1.17        -7.77  0.000531  0.000438           0.000438  1554.44120         854.522205         0.999177                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2674.040003   2673.732406      3.182975            0.592209              1             0
41  2655.38  2656.30  2653.93  2654.06  1244.830      -0.000497      0.000034     -0.000617    -0.000279   7.883846  7.884343  7.884689  7.883797          -6.7130     -1      0.001910             0.141465             -0.303221        0.003772    1419.14770             1.854388              0.000001             5.133357e-07                  2               0.543466    0.035186    0.118886     0.063430       -0.658655        -0.311929              0.035186        1.98         1.62        -5.56  0.000740  0.000606           0.000605  1419.14770         588.496125         0.998094                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2674.437169   2674.648350      3.201288            0.889064              3             0
42  2654.06  2654.06  2650.20  2652.29  1509.032      -0.000667     -0.000497     -0.000843    -0.001405   7.883179  7.883846  7.883846  7.882390          -7.9985     -1      0.000063            -0.007554             -0.308021        0.004867    1428.99145             1.847106              0.000001             5.450904e-07                  2               0.540719    0.032346    0.122278     0.062696       -0.623193        -0.234845              0.032346        2.36         3.47        -4.66  0.000883  0.001298           0.001297  1428.99145         603.729580         0.999937                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2674.879628   2675.220340      3.287773            0.798304              4             0
43  2652.29  2652.36  2646.44  2648.84  3495.453      -0.001301     -0.000667     -0.000641    -0.001419   7.881877  7.883179  7.883205  7.880971         -10.8040      1      0.002859            -0.281756             -0.321985        0.005583    1458.42285             2.040398              0.000001             5.210370e-07                  2               0.604072    0.036954    0.155749     0.091707       -0.538816        -0.307390              0.036954        0.81         1.68        -7.73  0.000303  0.000629           0.000629  1458.42285         615.560566         0.997149                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2675.056993   2674.307282      3.386352            0.309951              3             0
44  2648.84  2652.32  2648.83  2651.41  1537.673       0.000970     -0.001301     -0.000015     0.000903   7.882847  7.881877  7.883190  7.881873          -7.6595      1      0.000792             0.049737             -0.225793        0.004694    1439.45605             2.062151              0.000001             5.098278e-07                  2               0.610304    0.015939    0.166767     0.139156       -0.381296        -0.344888              0.015939       -1.69         2.66        -5.57 -0.000632  0.000996           0.000995  1439.45605         615.665366         0.999209                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2674.746697   2674.045208      3.311304            0.402949              2             0
45  2651.41  2655.52  2651.41  2654.81   968.999       0.001282      0.000970      0.001206     0.000974   7.884128  7.882847  7.884396  7.882847          -3.8590      1      0.001061             0.069048             -0.215975        0.003513    1451.07895             2.093488              0.000001             5.199696e-07                  2               0.619138    0.019602    0.160025     0.160687       -0.215498        -0.320001              0.019602        1.13         2.55        -4.64  0.000423  0.000954           0.000953  1451.07895         610.471206         0.998940                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2674.964336   2674.349709      3.328349            0.585607              3             0
46  2654.81  2656.32  2653.08  2653.09   823.670      -0.000648      0.001282      0.000301     0.000630   7.883480  7.884128  7.884697  7.883477          -5.0995      1      0.000475             0.019336             -0.108966        0.004227    1368.16460             2.078694              0.000001             5.051484e-07                  2               0.614927    0.015085    0.183395     0.124416       -0.067577        -0.372932              0.015085       -0.93         1.05        -2.45 -0.000347  0.000393           0.000392  1368.16460         576.121227         0.999525                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2674.796246   2674.751269      3.337953            0.659017              1             1
47  2653.08  2657.01  2652.72  2657.01  1594.794       0.001478     -0.000652      0.000260    -0.000136   7.884957  7.883477  7.884957  7.883341          -0.8060      1      0.000046             0.001027             -0.026747        0.003785    1298.25400             2.004603              0.000001             4.905829e-07                  2               0.593529    0.031840    0.185024     0.140072       -0.080970        -0.364735              0.031840       -0.78         1.58         0.07 -0.000291  0.000591           0.000591  1298.25400         599.852477         0.999954                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2674.646723   2675.033923      3.262676            0.641976              0             1
48  2657.03  2661.42  2656.15  2659.46  5580.810       0.000922      0.001489      0.001660     0.001293   7.885878  7.884964  7.886615  7.884633           1.8115      1      0.001774             0.072401              0.070171        0.003914    1256.94705             2.054311              0.000001             4.997147e-07                  2               0.608197    0.040063    0.041121     0.067434       -0.123563        -0.430143              0.040063        5.62         6.43         3.11  0.002103  0.002407           0.002401  1256.94705         603.346645         0.998229                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2675.704292   2675.923190      3.248570            0.876439              2             1
49  2659.45  2661.29  2658.98  2661.28   884.750       0.000684      0.000911     -0.000049     0.001065   7.886562  7.885875  7.886566  7.885698           3.6865     -1      0.000350             0.011688              0.122388        0.004063    1258.01880             2.049801              0.000001             5.050243e-07                  2               0.606909    0.045245    0.053008     0.085055       -0.552290        -0.278008              0.045245        4.92         3.23         4.02  0.001840  0.001207           0.001206  1258.01880         602.224010         0.999650                       NaN                         NaN                       NaN                         NaN                                  NaN                                    NaN                     NaN                       NaN                      NaN                        NaN                  NaN                    NaN                          NaN                            NaN                      NaN                        NaN                      NaN                        NaN           NaN             NaN                NaN                  NaN                  NaN                    NaN                    NaN                      NaN                NaN                  NaN                   NaN                     NaN                     NaN                       NaN                     NaN                       NaN         NaN           NaN                 NaN                   NaN             NaN              NaN               NaN               NaN                    NaN   2676.623827   2676.652931      3.195942            0.836692              1             2
