feature_name,group,usage_count
reg_bollinger_band_width_ts_band30_70,regime,753
LOC_90_AbovePrevDayHigh,location,456
reg_bollinger_band_width_ts_band25_75,regime,421
LOC_14_EMAValueZone_Short,location,355
reg_bollinger_band_width_ts_top50,regime,342
reg_trend_persistence_ts_band25_75,regime,301
reg_return_autocorr_48_ts_top80,regime,286
reg_compression_score_ts_bot60,regime,285
reg_price_lt_ema200_ts_top70,regime,283
reg_bollinger_band_width_ts_top70,regime,277
LOC_113_AtBBLower,location,267
reg_price_lt_ema200_ts_top80,regime,234
reg_compression_score_ts_top60,regime,214
reg_volume_autocorr_48_ts_top20,regime,203
reg_compression_score_ts_band40_60,regime,200
reg_return_autocorr_48_ts_top40,regime,199
reg_volume_zscore_48h_ts_band40_60,regime,195
LOC_75_BelowInitialBalanceMid,location,187
reg_volatility_autocorr_48_ts_band40_60,regime,172
reg_bollinger_band_width_ts_band40_60,regime,172
LOC_07_TouchFastEMA_Long,location,170
reg_return_autocorr_48_ts_band40_60,regime,160
reg_return_autocorr_48_ts_band20_80,regime,155
LOC_10_TouchMidEMA_Short,location,150
reg_return_autocorr_48_ts_top30,regime,147
LOC_56_BelowLastSwingLow,location,145
reg_return_autocorr_48_ts_top50,regime,145
reg_ema20_gt_ema50_ts_top20,regime,144
reg_ema20_gt_ema50_ts_top30,regime,143
LOC_70_AboveSessionOpen,location,137
LOC_117_AtKCLower,location,136
LOC_94_NearPrevDayLow,location,129
LOC_130_ShallowPullback_Long,location,127
reg_atr_change_rate_ts_band40_60,regime,126
reg_volatility_autocorr_48_ts_band20_80,regime,124
reg_price_lt_ema200_ts_band25_75,regime,124
reg_volume_zscore_48h_ts_band25_75,regime,121
reg_compression_score_ts_band30_70,regime,121
LOC_40_UpperQuartileOfRange,location,121
reg_atr_change_rate_ts_top60,regime,120
reg_price_lt_ema200_ts_top20,regime,119
reg_return_autocorr_48_ts_band30_70,regime,118
reg_trend_persistence_ts_band40_60,regime,117
reg_volume_autocorr_48_ts_top80,regime,117
reg_ema20_gt_ema50_ts_band25_75,regime,116
LOC_95_AbovePrevDayMid,location,116
LOC_05_StackedAboveAllEMAs,location,115
reg_volume_autocorr_48_ts_band25_75,regime,115
reg_atr_change_rate_ts_top50,regime,112
reg_volume_autocorr_48_ts_band40_60,regime,110
LOC_74_AboveInitialBalanceMid,location,110
LOC_76_NearInitialBalanceHigh,location,109
reg_compression_score_ts_top20,regime,108
reg_volume_zscore_48h_ts_top40,regime,107
reg_price_lt_ema200_ts_band20_80,regime,106
LOC_170_NotTooExtendedAboveEMA,location,106
reg_return_autocorr_48_ts_band25_75,regime,105
reg_atr_change_rate_ts_band30_70,regime,103
reg_return_autocorr_48_ts_top60,regime,103
reg_volatility_autocorr_48_ts_band25_75,regime,103
reg_bollinger_band_width_ts_top60,regime,101
reg_volume_zscore_48h_ts_top30,regime,100
LOC_91_BelowPrevDayLow,location,99
reg_volume_zscore_48h_ts_band30_70,regime,99
reg_bollinger_band_width_ts_bot30,regime,98
reg_volume_zscore_48h_ts_top80,regime,98
reg_trend_persistence_ts_top20,regime,97
reg_ema50_gt_ema200_ts_bot70,regime,97
reg_volume_autocorr_48_ts_band30_70,regime,96
reg_bollinger_band_width_ts_bot50,regime,96
reg_volatility_autocorr_48_ts_top80,regime,95
reg_price_lt_ema200_ts_top60,regime,94
LOC_136_Fib618Zone_Long,location,93
reg_trend_persistence_ts_band30_70,regime,93
reg_bollinger_band_width_ts_bot70,regime,91
reg_compression_score_ts_top70,regime,91
reg_volume_zscore_48h_ts_bot70,regime,90
reg_ema20_gt_ema50_ts_band30_70,regime,85
reg_compression_score_ts_band25_75,regime,84
reg_trend_persistence_ts_top60,regime,84
reg_atr_change_rate_ts_top40,regime,84
reg_volume_zscore_48h_ts_top70,regime,84
reg_volatility_autocorr_48_ts_band30_70,regime,82
reg_volume_autocorr_48_ts_top60,regime,82
reg_volume_zscore_48h_ts_top50,regime,82
reg_ema50_gt_ema200_ts_top60,regime,81
reg_volatility_autocorr_48_ts_top30,regime,81
LOC_01_AboveEMA,location,81
reg_atr_change_rate_ts_top20,regime,80
reg_atr_change_rate_ts_band25_75,regime,80
reg_ema20_gt_ema50_ts_top60,regime,80
reg_volatility_autocorr_48_ts_top20,regime,80
reg_volatility_autocorr_48_ts_top50,regime,79
reg_atr_change_rate_ts_top70,regime,79
LOC_79_AtSessionLowZone,location,79
reg_atr_change_rate_ts_band20_80,regime,78
reg_volatility_autocorr_48_ts_bot80,regime,78
reg_bollinger_band_width_ts_top40,regime,76
reg_compression_score_ts_top30,regime,76
reg_compression_score_ts_band20_80,regime,76
reg_volume_zscore_48h_ts_band20_80,regime,75
LOC_135_Fib50Zone_Long,location,75
LOC_92_InsidePrevDayRange,location,72
reg_compression_score_ts_top80,regime,70
reg_atr_change_rate_ts_top30,regime,70
reg_return_autocorr_48_ts_bot70,regime,70
reg_volatility_autocorr_48_ts_top60,regime,69
reg_volume_zscore_48h_ts_bot50,regime,68
reg_atr_change_rate_ts_bot70,regime,68
reg_compression_score_ts_bot40,regime,68
reg_volume_autocorr_48_ts_top30,regime,67
LOC_77_NearInitialBalanceLow,location,65
LOC_93_NearPrevDayHigh,location,64
reg_volatility_autocorr_48_ts_top70,regime,64
reg_volume_autocorr_48_ts_bot50,regime,64
reg_bollinger_band_width_ts_top30,regime,63
LOC_134_Fib382Zone_Long,location,63
reg_trend_persistence_ts_band20_80,regime,62
reg_volume_zscore_48h_ts_top60,regime,62
reg_volume_zscore_48h_ts_bot60,regime,62
LOC_52_InsidePriorRange,location,61
LOC_22_AtVWAP_Long,location,61
reg_compression_score_ts_bot20,regime,61
LOC_133_DeepPullback_Short,location,60
reg_ema20_gt_ema50_ts_band40_60,regime,59
reg_ema50_gt_ema200_ts_band40_60,regime,59
reg_bollinger_band_width_ts_band20_80,regime,59
reg_return_autocorr_48_ts_top70,regime,59
reg_volume_zscore_48h_ts_bot80,regime,58
reg_volume_autocorr_48_ts_band20_80,regime,58
reg_trend_persistence_ts_top40,regime,57
reg_price_lt_ema200_ts_bot60,regime,56
LOC_42_MidRange,location,56
LOC_06_StackedBelowAllEMAs,location,56
LOC_46_AtRangeBreakdownZone_Short,location,55
LOC_78_AtSessionHighZone,location,55
reg_volume_autocorr_48_ts_top70,regime,54
LOC_73_AtSessionOpen_Short,location,53
reg_compression_score_ts_top50,regime,53
reg_return_autocorr_48_ts_top20,regime,53
